agency_cd,site_no,datetime,165986_00060_00001,165986_00060_00001_cd,165987_00060_00002,165987_00060_00002_cd,84936_00060_00003,84936_00060_00003_cd,84937_00065_00001,84937_00065_00001_cd,84938_00065_00002,84938_00065_00002_cd,84939_00065_00003,84939_00065_00003_cd
USGS,2085000,6/14/47,,,,,11,A,,,,,,
USGS,2085000,6/15/47,,,,,24,A,,,,,,
USGS,2085000,6/16/47,,,,,18,A,,,,,,
USGS,2085000,6/17/47,,,,,13,A,,,,,,
USGS,2085000,6/18/47,,,,,11,A,,,,,,
USGS,2085000,6/19/47,,,,,11,A,,,,,,
USGS,2085000,6/20/47,,,,,30,A,,,,,,
USGS,2085000,6/21/47,,,,,90,A,,,,,,
USGS,2085000,6/22/47,,,,,40,A,,,,,,
USGS,2085000,6/23/47,,,,,20,A,,,,,,
USGS,2085000,6/24/47,,,,,17,A,,,,,,
USGS,2085000,6/25/47,,,,,15,A,,,,,,
USGS,2085000,6/26/47,,,,,80,A,,,,,,
USGS,2085000,6/27/47,,,,,120,A,,,,,,
USGS,2085000,6/28/47,,,,,50,A,,,,,,
USGS,2085000,6/29/47,,,,,24,A,,,,,,
USGS,2085000,6/30/47,,,,,18,A,,,,,,
USGS,2085000,7/1/47,,,,,60,A,,,,,,
USGS,2085000,7/2/47,,,,,26,A,,,,,,
USGS,2085000,7/3/47,,,,,13,A,,,,,,
USGS,2085000,7/4/47,,,,,11,A,,,,,,
USGS,2085000,7/5/47,,,,,10,A,,,,,,
USGS,2085000,7/6/47,,,,,9.7,A,,,,,,
USGS,2085000,7/7/47,,,,,10,A,,,,,,
USGS,2085000,7/8/47,,,,,11,A,,,,,,
USGS,2085000,7/9/47,,,,,20,A,,,,,,
USGS,2085000,7/10/47,,,,,14,A,,,,,,
USGS,2085000,7/11/47,,,,,11,A,,,,,,
USGS,2085000,7/12/47,,,,,11,A,,,,,,
USGS,2085000,7/13/47,,,,,11,A,,,,,,
USGS,2085000,7/14/47,,,,,13,A,,,,,,
USGS,2085000,7/15/47,,,,,16,A,,,,,,
USGS,2085000,7/16/47,,,,,15,A,,,,,,
USGS,2085000,7/17/47,,,,,16,A,,,,,,
USGS,2085000,7/18/47,,,,,12,A,,,,,,
USGS,2085000,7/19/47,,,,,10,A,,,,,,
USGS,2085000,7/20/47,,,,,14,A,,,,,,
USGS,2085000,7/21/47,,,,,12,A,,,,,,
USGS,2085000,7/22/47,,,,,10,A,,,,,,
USGS,2085000,7/23/47,,,,,8.7,A,,,,,,
USGS,2085000,7/24/47,,,,,7.5,A,,,,,,
USGS,2085000,7/25/47,,,,,6.7,A,,,,,,
USGS,2085000,7/26/47,,,,,6.1,A,,,,,,
USGS,2085000,7/27/47,,,,,6.1,A,,,,,,
USGS,2085000,7/28/47,,,,,6.4,A,,,,,,
USGS,2085000,7/29/47,,,,,6.9,A,,,,,,
USGS,2085000,7/30/47,,,,,6.9,A,,,,,,
USGS,2085000,7/31/47,,,,,5.5,A,,,,,,
USGS,2085000,8/1/47,,,,,6.7,A,,,,,,
USGS,2085000,8/2/47,,,,,8.4,A,,,,,,
USGS,2085000,8/3/47,,,,,6.1,A,,,,,,
USGS,2085000,8/4/47,,,,,5.5,A,,,,,,
USGS,2085000,8/5/47,,,,,5,A,,,,,,
USGS,2085000,8/6/47,,,,,4.7,A,,,,,,
USGS,2085000,8/7/47,,,,,4.8,A,,,,,,
USGS,2085000,8/8/47,,,,,29,A,,,,,,
USGS,2085000,8/9/47,,,,,48,A,,,,,,
USGS,2085000,8/10/47,,,,,14,A,,,,,,
USGS,2085000,8/11/47,,,,,9.4,A,,,,,,
USGS,2085000,8/12/47,,,,,7.2,A,,,,,,
USGS,2085000,8/13/47,,,,,6.4,A,,,,,,
USGS,2085000,8/14/47,,,,,8,A,,,,,,
USGS,2085000,8/15/47,,,,,8.4,A,,,,,,
USGS,2085000,8/16/47,,,,,6.7,A,,,,,,
USGS,2085000,8/17/47,,,,,5.8,A,,,,,,
USGS,2085000,8/18/47,,,,,5,A,,,,,,
USGS,2085000,8/19/47,,,,,4.3,A,,,,,,
USGS,2085000,8/20/47,,,,,4.3,A,,,,,,
USGS,2085000,8/21/47,,,,,109,A,,,,,,
USGS,2085000,8/22/47,,,,,51,A,,,,,,
USGS,2085000,8/23/47,,,,,30,A,,,,,,
USGS,2085000,8/24/47,,,,,16,A,,,,,,
USGS,2085000,8/25/47,,,,,11,A,,,,,,
USGS,2085000,8/26/47,,,,,9,A,,,,,,
USGS,2085000,8/27/47,,,,,7.8,A,,,,,,
USGS,2085000,8/28/47,,,,,7.2,A,,,,,,
USGS,2085000,8/29/47,,,,,6.7,A,,,,,,
USGS,2085000,8/30/47,,,,,5.8,A,,,,,,
USGS,2085000,8/31/47,,,,,5.5,A,,,,,,
USGS,2085000,9/1/47,,,,,5.3,A,,,,,,
USGS,2085000,9/2/47,,,,,4.5,A,,,,,,
USGS,2085000,9/3/47,,,,,4.5,A,,,,,,
USGS,2085000,9/4/47,,,,,4,A,,,,,,
USGS,2085000,9/5/47,,,,,3.6,A,,,,,,
USGS,2085000,9/6/47,,,,,4.3,A,,,,,,
USGS,2085000,9/7/47,,,,,8.4,A,,,,,,
USGS,2085000,9/8/47,,,,,7.8,A,,,,,,
USGS,2085000,9/9/47,,,,,6.4,A,,,,,,
USGS,2085000,9/10/47,,,,,5.5,A,,,,,,
USGS,2085000,9/11/47,,,,,6.9,A,,,,,,
USGS,2085000,9/12/47,,,,,5.8,A,,,,,,
USGS,2085000,9/13/47,,,,,5.3,A,,,,,,
USGS,2085000,9/14/47,,,,,5,A,,,,,,
USGS,2085000,9/15/47,,,,,4.7,A,,,,,,
USGS,2085000,9/16/47,,,,,5.3,A,,,,,,
USGS,2085000,9/17/47,,,,,4.5,A,,,,,,
USGS,2085000,9/18/47,,,,,6.7,A,,,,,,
USGS,2085000,9/19/47,,,,,5.8,A,,,,,,
USGS,2085000,9/20/47,,,,,4.5,A,,,,,,
USGS,2085000,9/21/47,,,,,5.8,A,,,,,,
USGS,2085000,9/22/47,,,,,5.5,A,,,,,,
USGS,2085000,9/23/47,,,,,4.5,A,,,,,,
USGS,2085000,9/24/47,,,,,87,A,,,,,,
USGS,2085000,9/25/47,,,,,410,A,,,,,,
USGS,2085000,9/26/47,,,,,60,A,,,,,,
USGS,2085000,9/27/47,,,,,28,A,,,,,,
USGS,2085000,9/28/47,,,,,19,A,,,,,,
USGS,2085000,9/29/47,,,,,15,A,,,,,,
USGS,2085000,9/30/47,,,,,13,A,,,,,,
USGS,2085000,10/1/47,,,,,12,A,,,,,,
USGS,2085000,10/2/47,,,,,11,A,,,,,,
USGS,2085000,10/3/47,,,,,10,A,,,,,,
USGS,2085000,10/4/47,,,,,9.7,A,,,,,,
USGS,2085000,10/5/47,,,,,9.4,A,,,,,,
USGS,2085000,10/6/47,,,,,9,A,,,,,,
USGS,2085000,10/7/47,,,,,8.4,A,,,,,,
USGS,2085000,10/8/47,,,,,8.7,A,,,,,,
USGS,2085000,10/9/47,,,,,9.7,A,,,,,,
USGS,2085000,10/10/47,,,,,18,A,,,,,,
USGS,2085000,10/11/47,,,,,20,A,,,,,,
USGS,2085000,10/12/47,,,,,15,A,,,,,,
USGS,2085000,10/13/47,,,,,12,A,,,,,,
USGS,2085000,10/14/47,,,,,11,A,,,,,,
USGS,2085000,10/15/47,,,,,10,A,,,,,,
USGS,2085000,10/16/47,,,,,10,A,,,,,,
USGS,2085000,10/17/47,,,,,105,A,,,,,,
USGS,2085000,10/18/47,,,,,190,A,,,,,,
USGS,2085000,10/19/47,,,,,45,A,,,,,,
USGS,2085000,10/20/47,,,,,126,A,,,,,,
USGS,2085000,10/21/47,,,,,44,A,,,,,,
USGS,2085000,10/22/47,,,,,28,A,,,,,,
USGS,2085000,10/23/47,,,,,22,A,,,,,,
USGS,2085000,10/24/47,,,,,19,A,,,,,,
USGS,2085000,10/25/47,,,,,17,A,,,,,,
USGS,2085000,10/26/47,,,,,16,A,,,,,,
USGS,2085000,10/27/47,,,,,16,A,,,,,,
USGS,2085000,10/28/47,,,,,16,A,,,,,,
USGS,2085000,10/29/47,,,,,22,A,,,,,,
USGS,2085000,10/30/47,,,,,19,A,,,,,,
USGS,2085000,10/31/47,,,,,16,A,,,,,,
USGS,2085000,11/1/47,,,,,15,A,,,,,,
USGS,2085000,11/2/47,,,,,15,A,,,,,,
USGS,2085000,11/3/47,,,,,105,A,,,,,,
USGS,2085000,11/4/47,,,,,61,A,,,,,,
USGS,2085000,11/5/47,,,,,34,A,,,,,,
USGS,2085000,11/6/47,,,,,27,A,,,,,,
USGS,2085000,11/7/47,,,,,22,A,,,,,,
USGS,2085000,11/8/47,,,,,142,A,,,,,,
USGS,2085000,11/9/47,,,,,71,A,,,,,,
USGS,2085000,11/10/47,,,,,40,A,,,,,,
USGS,2085000,11/11/47,,,,,622,A,,,,,,
USGS,2085000,11/12/47,,,,,502,A,,,,,,
USGS,2085000,11/13/47,,,,,110,A,,,,,,
USGS,2085000,11/14/47,,,,,71,A,,,,,,
USGS,2085000,11/15/47,,,,,383,A,,,,,,
USGS,2085000,11/16/47,,,,,210,A,,,,,,
USGS,2085000,11/17/47,,,,,99,A,,,,,,
USGS,2085000,11/18/47,,,,,72,A,,,,,,
USGS,2085000,11/19/47,,,,,482,A,,,,,,
USGS,2085000,11/20/47,,,,,171,A,,,,,,
USGS,2085000,11/21/47,,,,,97,A,,,,,,
USGS,2085000,11/22/47,,,,,76,A,,,,,,
USGS,2085000,11/23/47,,,,,126,A,,,,,,
USGS,2085000,11/24/47,,,,,102,A,,,,,,
USGS,2085000,11/25/47,,,,,92,A,,,,,,
USGS,2085000,11/26/47,,,,,66,A,,,,,,
USGS,2085000,11/27/47,,,,,56,A,,,,,,
USGS,2085000,11/28/47,,,,,49,A,,,,,,
USGS,2085000,11/29/47,,,,,45,A,,,,,,
USGS,2085000,11/30/47,,,,,42,A,,,,,,
USGS,2085000,12/1/47,,,,,39,A,,,,,,
USGS,2085000,12/2/47,,,,,38,A,,,,,,
USGS,2085000,12/3/47,,,,,36,A,,,,,,
USGS,2085000,12/4/47,,,,,36,A,,,,,,
USGS,2085000,12/5/47,,,,,35,A,,,,,,
USGS,2085000,12/6/47,,,,,35,A,,,,,,
USGS,2085000,12/7/47,,,,,34,A,,,,,,
USGS,2085000,12/8/47,,,,,34,A,,,,,,
USGS,2085000,12/9/47,,,,,33,A,,,,,,
USGS,2085000,12/10/47,,,,,32,A,,,,,,
USGS,2085000,12/11/47,,,,,34,A,,,,,,
USGS,2085000,12/12/47,,,,,34,A,,,,,,
USGS,2085000,12/13/47,,,,,32,A,,,,,,
USGS,2085000,12/14/47,,,,,30,A,,,,,,
USGS,2085000,12/15/47,,,,,38,A,,,,,,
USGS,2085000,12/16/47,,,,,164,A,,,,,,
USGS,2085000,12/17/47,,,,,66,A,,,,,,
USGS,2085000,12/18/47,,,,,49,A,,,,,,
USGS,2085000,12/19/47,,,,,42,A,,,,,,
USGS,2085000,12/20/47,,,,,39,A,,,,,,
USGS,2085000,12/21/47,,,,,36,A,,,,,,
USGS,2085000,12/22/47,,,,,36,A,,,,,,
USGS,2085000,12/23/47,,,,,34,A,,,,,,
USGS,2085000,12/24/47,,,,,32,A,,,,,,
USGS,2085000,12/25/47,,,,,32,A,,,,,,
USGS,2085000,12/26/47,,,,,32,A,,,,,,
USGS,2085000,12/27/47,,,,,34,A,,,,,,
USGS,2085000,12/28/47,,,,,33,A,,,,,,
USGS,2085000,12/29/47,,,,,30,A,,,,,,
USGS,2085000,12/30/47,,,,,29,A,,,,,,
USGS,2085000,12/31/47,,,,,29,A,,,,,,
USGS,2085000,1/1/48,,,,,30,A,,,,,,
USGS,2085000,1/2/48,,,,,35,A,,,,,,
USGS,2085000,1/3/48,,,,,32,A,,,,,,
USGS,2085000,1/4/48,,,,,29,A,,,,,,
USGS,2085000,1/5/48,,,,,28,A,,,,,,
USGS,2085000,1/6/48,,,,,28,A,,,,,,
USGS,2085000,1/7/48,,,,,27,A,,,,,,
USGS,2085000,1/8/48,,,,,26,A,,,,,,
USGS,2085000,1/9/48,,,,,26,A,,,,,,
USGS,2085000,1/10/48,,,,,26,A,,,,,,
USGS,2085000,1/11/48,,,,,24,A,,,,,,
USGS,2085000,1/12/48,,,,,24,A,,,,,,
USGS,2085000,1/13/48,,,,,755,A,,,,,,
USGS,2085000,1/14/48,,,,,301,A,,,,,,
USGS,2085000,1/15/48,,,,,106,A,,,,,,
USGS,2085000,1/16/48,,,,,74,A,,,,,,
USGS,2085000,1/17/48,,,,,66,A,,,,,,
USGS,2085000,1/18/48,,,,,61,A,,,,,,
USGS,2085000,1/19/48,,,,,50,A,,,,,,
USGS,2085000,1/20/48,,,,,46,A,,,,,,
USGS,2085000,1/21/48,,,,,71,A,,,,,,
USGS,2085000,1/22/48,,,,,81,A,,,,,,
USGS,2085000,1/23/48,,,,,59,A,,,,,,
USGS,2085000,1/24/48,,,,,52,A,,,,,,
USGS,2085000,1/25/48,,,,,42,A,,,,,,
USGS,2085000,1/26/48,,,,,40,A,,,,,,
USGS,2085000,1/27/48,,,,,42,A,,,,,,
USGS,2085000,1/28/48,,,,,62,A,,,,,,
USGS,2085000,1/29/48,,,,,64,A,,,,,,
USGS,2085000,1/30/48,,,,,66,A,,,,,,
USGS,2085000,1/31/48,,,,,78,A,,,,,,
USGS,2085000,2/1/48,,,,,60,A,,,,,,
USGS,2085000,2/2/48,,,,,56,A,,,,,,
USGS,2085000,2/3/48,,,,,52,A,,,,,,
USGS,2085000,2/4/48,,,,,57,A,,,,,,
USGS,2085000,2/5/48,,,,,182,A,,,,,,
USGS,2085000,2/6/48,,,,,557,A,,,,,,
USGS,2085000,2/7/48,,,,,301,A,,,,,,
USGS,2085000,2/8/48,,,,,270,A,,,,,,
USGS,2085000,2/9/48,,,,,244,A,,,,,,
USGS,2085000,2/10/48,,,,,132,A,,,,,,
USGS,2085000,2/11/48,,,,,114,A,,,,,,
USGS,2085000,2/12/48,,,,,451,A,,,,,,
USGS,2085000,2/13/48,,,,,634,A,,,,,,
USGS,2085000,2/14/48,,,,,1500,A,,,,,,
USGS,2085000,2/15/48,,,,,331,A,,,,,,
USGS,2085000,2/16/48,,,,,186,A,,,,,,
USGS,2085000,2/17/48,,,,,147,A,,,,,,
USGS,2085000,2/18/48,,,,,121,A,,,,,,
USGS,2085000,2/19/48,,,,,101,A,,,,,,
USGS,2085000,2/20/48,,,,,90,A,,,,,,
USGS,2085000,2/21/48,,,,,79,A,,,,,,
USGS,2085000,2/22/48,,,,,99,A,,,,,,
USGS,2085000,2/23/48,,,,,102,A,,,,,,
USGS,2085000,2/24/48,,,,,84,A,,,,,,
USGS,2085000,2/25/48,,,,,79,A,,,,,,
USGS,2085000,2/26/48,,,,,79,A,,,,,,
USGS,2085000,2/27/48,,,,,73,A,,,,,,
USGS,2085000,2/28/48,,,,,66,A,,,,,,
USGS,2085000,2/29/48,,,,,62,A,,,,,,
USGS,2085000,3/1/48,,,,,55,A,,,,,,
USGS,2085000,3/2/48,,,,,113,A,,,,,,
USGS,2085000,3/3/48,,,,,164,A,,,,,,
USGS,2085000,3/4/48,,,,,97,A,,,,,,
USGS,2085000,3/5/48,,,,,75,A,,,,,,
USGS,2085000,3/6/48,,,,,65,A,,,,,,
USGS,2085000,3/7/48,,,,,642,A,,,,,,
USGS,2085000,3/8/48,,,,,270,A,,,,,,
USGS,2085000,3/9/48,,,,,144,A,,,,,,
USGS,2085000,3/10/48,,,,,346,A,,,,,,
USGS,2085000,3/11/48,,,,,173,A,,,,,,
USGS,2085000,3/12/48,,,,,125,A,,,,,,
USGS,2085000,3/13/48,,,,,99,A,,,,,,
USGS,2085000,3/14/48,,,,,86,A,,,,,,
USGS,2085000,3/15/48,,,,,78,A,,,,,,
USGS,2085000,3/16/48,,,,,76,A,,,,,,
USGS,2085000,3/17/48,,,,,110,A,,,,,,
USGS,2085000,3/18/48,,,,,81,A,,,,,,
USGS,2085000,3/19/48,,,,,70,A,,,,,,
USGS,2085000,3/20/48,,,,,67,A,,,,,,
USGS,2085000,3/21/48,,,,,68,A,,,,,,
USGS,2085000,3/22/48,,,,,64,A,,,,,,
USGS,2085000,3/23/48,,,,,124,A,,,,,,
USGS,2085000,3/24/48,,,,,130,A,,,,,,
USGS,2085000,3/25/48,,,,,81,A,,,,,,
USGS,2085000,3/26/48,,,,,66,A,,,,,,
USGS,2085000,3/27/48,,,,,76,A,,,,,,
USGS,2085000,3/28/48,,,,,103,A,,,,,,
USGS,2085000,3/29/48,,,,,68,A,,,,,,
USGS,2085000,3/30/48,,,,,60,A,,,,,,
USGS,2085000,3/31/48,,,,,80,A,,,,,,
USGS,2085000,4/1/48,,,,,785,A,,,,,,
USGS,2085000,4/2/48,,,,,286,A,,,,,,
USGS,2085000,4/3/48,,,,,136,A,,,,,,
USGS,2085000,4/4/48,,,,,101,A,,,,,,
USGS,2085000,4/5/48,,,,,88,A,,,,,,
USGS,2085000,4/6/48,,,,,80,A,,,,,,
USGS,2085000,4/7/48,,,,,249,A,,,,,,
USGS,2085000,4/8/48,,,,,135,A,,,,,,
USGS,2085000,4/9/48,,,,,102,A,,,,,,
USGS,2085000,4/10/48,,,,,78,A,,,,,,
USGS,2085000,4/11/48,,,,,76,A,,,,,,
USGS,2085000,4/12/48,,,,,78,A,,,,,,
USGS,2085000,4/13/48,,,,,67,A,,,,,,
USGS,2085000,4/14/48,,,,,105,A,,,,,,
USGS,2085000,4/15/48,,,,,348,A,,,,,,
USGS,2085000,4/16/48,,,,,126,A,,,,,,
USGS,2085000,4/17/48,,,,,89,A,,,,,,
USGS,2085000,4/18/48,,,,,73,A,,,,,,
USGS,2085000,4/19/48,,,,,64,A,,,,,,
USGS,2085000,4/20/48,,,,,61,A,,,,,,
USGS,2085000,4/21/48,,,,,57,A,,,,,,
USGS,2085000,4/22/48,,,,,53,A,,,,,,
USGS,2085000,4/23/48,,,,,49,A,,,,,,
USGS,2085000,4/24/48,,,,,48,A,,,,,,
USGS,2085000,4/25/48,,,,,46,A,,,,,,
USGS,2085000,4/26/48,,,,,44,A,,,,,,
USGS,2085000,4/27/48,,,,,42,A,,,,,,
USGS,2085000,4/28/48,,,,,42,A,,,,,,
USGS,2085000,4/29/48,,,,,43,A,,,,,,
USGS,2085000,4/30/48,,,,,42,A,,,,,,
USGS,2085000,5/1/48,,,,,39,A,,,,,,
USGS,2085000,5/2/48,,,,,36,A,,,,,,
USGS,2085000,5/3/48,,,,,35,A,,,,,,
USGS,2085000,5/4/48,,,,,33,A,,,,,,
USGS,2085000,5/5/48,,,,,36,A,,,,,,
USGS,2085000,5/6/48,,,,,33,A,,,,,,
USGS,2085000,5/7/48,,,,,72,A,,,,,,
USGS,2085000,5/8/48,,,,,46,A,,,,,,
USGS,2085000,5/9/48,,,,,34,A,,,,,,
USGS,2085000,5/10/48,,,,,31,A,,,,,,
USGS,2085000,5/11/48,,,,,30,A,,,,,,
USGS,2085000,5/12/48,,,,,31,A,,,,,,
USGS,2085000,5/13/48,,,,,46,A,,,,,,
USGS,2085000,5/14/48,,,,,60,A,,,,,,
USGS,2085000,5/15/48,,,,,35,A,,,,,,
USGS,2085000,5/16/48,,,,,30,A,,,,,,
USGS,2085000,5/17/48,,,,,28,A,,,,,,
USGS,2085000,5/18/48,,,,,26,A,,,,,,
USGS,2085000,5/19/48,,,,,24,A,,,,,,
USGS,2085000,5/20/48,,,,,23,A,,,,,,
USGS,2085000,5/21/48,,,,,22,A,,,,,,
USGS,2085000,5/22/48,,,,,21,A,,,,,,
USGS,2085000,5/23/48,,,,,20,A,,,,,,
USGS,2085000,5/24/48,,,,,36,A,,,,,,
USGS,2085000,5/25/48,,,,,66,A,,,,,,
USGS,2085000,5/26/48,,,,,54,A,,,,,,
USGS,2085000,5/27/48,,,,,49,A,,,,,,
USGS,2085000,5/28/48,,,,,36,A,,,,,,
USGS,2085000,5/29/48,,,,,46,A,,,,,,
USGS,2085000,5/30/48,,,,,451,A,,,,,,
USGS,2085000,5/31/48,,,,,475,A,,,,,,
USGS,2085000,6/1/48,,,,,134,A,,,,,,
USGS,2085000,6/2/48,,,,,71,A,,,,,,
USGS,2085000,6/3/48,,,,,53,A,,,,,,
USGS,2085000,6/4/48,,,,,45,A,,,,,,
USGS,2085000,6/5/48,,,,,39,A,,,,,,
USGS,2085000,6/6/48,,,,,36,A,,,,,,
USGS,2085000,6/7/48,,,,,38,A,,,,,,
USGS,2085000,6/8/48,,,,,45,A,,,,,,
USGS,2085000,6/9/48,,,,,34,A,,,,,,
USGS,2085000,6/10/48,,,,,30,A,,,,,,
USGS,2085000,6/11/48,,,,,26,A,,,,,,
USGS,2085000,6/12/48,,,,,24,A,,,,,,
USGS,2085000,6/13/48,,,,,23,A,,,,,,
USGS,2085000,6/14/48,,,,,24,A,,,,,,
USGS,2085000,6/15/48,,,,,24,A,,,,,,
USGS,2085000,6/16/48,,,,,29,A,,,,,,
USGS,2085000,6/17/48,,,,,28,A,,,,,,
USGS,2085000,6/18/48,,,,,23,A,,,,,,
USGS,2085000,6/19/48,,,,,21,A,,,,,,
USGS,2085000,6/20/48,,,,,20,A,,,,,,
USGS,2085000,6/21/48,,,,,19,A,,,,,,
USGS,2085000,6/22/48,,,,,20,A,,,,,,
USGS,2085000,6/23/48,,,,,31,A,,,,,,
USGS,2085000,6/24/48,,,,,38,A,,,,,,
USGS,2085000,6/25/48,,,,,24,A,,,,,,
USGS,2085000,6/26/48,,,,,19,A,,,,,,
USGS,2085000,6/27/48,,,,,17,A,,,,,,
USGS,2085000,6/28/48,,,,,16,A,,,,,,
USGS,2085000,6/29/48,,,,,63,A,,,,,,
USGS,2085000,6/30/48,,,,,24,A,,,,,,
USGS,2085000,7/1/48,,,,,38,A,,,,,,
USGS,2085000,7/2/48,,,,,24,A,,,,,,
USGS,2085000,7/3/48,,,,,18,A,,,,,,
USGS,2085000,7/4/48,,,,,16,A,,,,,,
USGS,2085000,7/5/48,,,,,15,A,,,,,,
USGS,2085000,7/6/48,,,,,14,A,,,,,,
USGS,2085000,7/7/48,,,,,12,A,,,,,,
USGS,2085000,7/8/48,,,,,12,A,,,,,,
USGS,2085000,7/9/48,,,,,11,A,,,,,,
USGS,2085000,7/10/48,,,,,11,A,,,,,,
USGS,2085000,7/11/48,,,,,10,A,,,,,,
USGS,2085000,7/12/48,,,,,10,A,,,,,,
USGS,2085000,7/13/48,,,,,10,A,,,,,,
USGS,2085000,7/14/48,,,,,13,A,,,,,,
USGS,2085000,7/15/48,,,,,227,A,,,,,,
USGS,2085000,7/16/48,,,,,49,A,,,,,,
USGS,2085000,7/17/48,,,,,30,A,,,,,,
USGS,2085000,7/18/48,,,,,21,A,,,,,,
USGS,2085000,7/19/48,,,,,24,A,,,,,,
USGS,2085000,7/20/48,,,,,46,A,,,,,,
USGS,2085000,7/21/48,,,,,68,A,,,,,,
USGS,2085000,7/22/48,,,,,32,A,,,,,,
USGS,2085000,7/23/48,,,,,26,A,,,,,,
USGS,2085000,7/24/48,,,,,30,A,,,,,,
USGS,2085000,7/25/48,,,,,21,A,,,,,,
USGS,2085000,7/26/48,,,,,16,A,,,,,,
USGS,2085000,7/27/48,,,,,14,A,,,,,,
USGS,2085000,7/28/48,,,,,14,A,,,,,,
USGS,2085000,7/29/48,,,,,15,A,,,,,,
USGS,2085000,7/30/48,,,,,14,A,,,,,,
USGS,2085000,7/31/48,,,,,12,A,,,,,,
USGS,2085000,8/1/48,,,,,21,A,,,,,,
USGS,2085000,8/2/48,,,,,90,A,,,,,,
USGS,2085000,8/3/48,,,,,82,A,,,,,,
USGS,2085000,8/4/48,,,,,297,A,,,,,,
USGS,2085000,8/5/48,,,,,207,A,,,,,,
USGS,2085000,8/6/48,,,,,49,A,,,,,,
USGS,2085000,8/7/48,,,,,31,A,,,,,,
USGS,2085000,8/8/48,,,,,26,A,,,,,,
USGS,2085000,8/9/48,,,,,24,A,,,,,,
USGS,2085000,8/10/48,,,,,22,A,,,,,,
USGS,2085000,8/11/48,,,,,20,A,,,,,,
USGS,2085000,8/12/48,,,,,19,A,,,,,,
USGS,2085000,8/13/48,,,,,19,A,,,,,,
USGS,2085000,8/14/48,,,,,17,A,,,,,,
USGS,2085000,8/15/48,,,,,16,A,,,,,,
USGS,2085000,8/16/48,,,,,15,A,,,,,,
USGS,2085000,8/17/48,,,,,15,A,,,,,,
USGS,2085000,8/18/48,,,,,15,A,,,,,,
USGS,2085000,8/19/48,,,,,40,A,,,,,,
USGS,2085000,8/20/48,,,,,39,A,,,,,,
USGS,2085000,8/21/48,,,,,20,A,,,,,,
USGS,2085000,8/22/48,,,,,17,A,,,,,,
USGS,2085000,8/23/48,,,,,16,A,,,,,,
USGS,2085000,8/24/48,,,,,14,A,,,,,,
USGS,2085000,8/25/48,,,,,13,A,,,,,,
USGS,2085000,8/26/48,,,,,12,A,,,,,,
USGS,2085000,8/27/48,,,,,11,A,,,,,,
USGS,2085000,8/28/48,,,,,10,A,,,,,,
USGS,2085000,8/29/48,,,,,9.7,A,,,,,,
USGS,2085000,8/30/48,,,,,9,A,,,,,,
USGS,2085000,8/31/48,,,,,8.4,A,,,,,,
USGS,2085000,9/1/48,,,,,8.1,A,,,,,,
USGS,2085000,9/2/48,,,,,7.5,A,,,,,,
USGS,2085000,9/3/48,,,,,6.9,A,,,,,,
USGS,2085000,9/4/48,,,,,6.9,A,,,,,,
USGS,2085000,9/5/48,,,,,6.9,A,,,,,,
USGS,2085000,9/6/48,,,,,7.2,A,,,,,,
USGS,2085000,9/7/48,,,,,8.1,A,,,,,,
USGS,2085000,9/8/48,,,,,9.7,A,,,,,,
USGS,2085000,9/9/48,,,,,11,A,,,,,,
USGS,2085000,9/10/48,,,,,11,A,,,,,,
USGS,2085000,9/11/48,,,,,9.7,A,,,,,,
USGS,2085000,9/12/48,,,,,7.8,A,,,,,,
USGS,2085000,9/13/48,,,,,7.2,A,,,,,,
USGS,2085000,9/14/48,,,,,6.7,A,,,,,,
USGS,2085000,9/15/48,,,,,5.8,A,,,,,,
USGS,2085000,9/16/48,,,,,5.8,A,,,,,,
USGS,2085000,9/17/48,,,,,5.5,A,,,,,,
USGS,2085000,9/18/48,,,,,5.3,A,,,,,,
USGS,2085000,9/19/48,,,,,5.3,A,,,,,,
USGS,2085000,9/20/48,,,,,5,A,,,,,,
USGS,2085000,9/21/48,,,,,4.3,A,,,,,,
USGS,2085000,9/22/48,,,,,4.3,A,,,,,,
USGS,2085000,9/23/48,,,,,4,A,,,,,,
USGS,2085000,9/24/48,,,,,4,A,,,,,,
USGS,2085000,9/25/48,,,,,4,A,,,,,,
USGS,2085000,9/26/48,,,,,4,A,,,,,,
USGS,2085000,9/27/48,,,,,4,A,,,,,,
USGS,2085000,9/28/48,,,,,6.6,A,,,,,,
USGS,2085000,9/29/48,,,,,134,A,,,,,,
USGS,2085000,9/30/48,,,,,374,A,,,,,,
USGS,2085000,10/1/48,,,,,61,A,,,,,,
USGS,2085000,10/2/48,,,,,29,A,,,,,,
USGS,2085000,10/3/48,,,,,22,A,,,,,,
USGS,2085000,10/4/48,,,,,18,A,,,,,,
USGS,2085000,10/5/48,,,,,550,A,,,,,,
USGS,2085000,10/6/48,,,,,146,A,,,,,,
USGS,2085000,10/7/48,,,,,61,A,,,,,,
USGS,2085000,10/8/48,,,,,42,A,,,,,,
USGS,2085000,10/9/48,,,,,35,A,,,,,,
USGS,2085000,10/10/48,,,,,28,A,,,,,,
USGS,2085000,10/11/48,,,,,25,A,,,,,,
USGS,2085000,10/12/48,,,,,23,A,,,,,,
USGS,2085000,10/13/48,,,,,21,A,,,,,,
USGS,2085000,10/14/48,,,,,20,A,,,,,,
