Temperature - (Celsius), Year, Statistics, Country, ISO3
25.4862, 1949, Dec Average, Brazil, BRA
25.2379, 1950, Jan Average, Brazil, BRA
25.2337, 1950, Feb Average, Brazil, BRA
24.6584, 1950, Mar Average, Brazil, BRA
24.5992, 1950, Apr Average, Brazil, BRA
24.0285, 1950, May Average, Brazil, BRA
23.3648, 1950, Jun Average, Brazil, BRA
22.9098, 1950, Jul Average, Brazil, BRA
24.0145, 1950, Aug Average, Brazil, BRA
25.1628, 1950, Sep Average, Brazil, BRA
25.0502, 1950, Oct Average, Brazil, BRA
25.2693, 1950, Nov Average, Brazil, BRA
25.249, 1950, Dec Average, Brazil, BRA
25.0847, 1951, Jan Average, Brazil, BRA
25.2098, 1951, Feb Average, Brazil, BRA
25.2896, 1951, Mar Average, Brazil, BRA
23.8485, 1951, Apr Average, Brazil, BRA
23.8918, 1951, May Average, Brazil, BRA
22.9105, 1951, Jun Average, Brazil, BRA
22.8455, 1951, Jul Average, Brazil, BRA
23.8464, 1951, Aug Average, Brazil, BRA
25.3294, 1951, Sep Average, Brazil, BRA
25.7419, 1951, Oct Average, Brazil, BRA
25.6954, 1951, Nov Average, Brazil, BRA
25.3324, 1951, Dec Average, Brazil, BRA
25.9079, 1952, Jan Average, Brazil, BRA
25.908, 1952, Feb Average, Brazil, BRA
25.5428, 1952, Mar Average, Brazil, BRA
24.3725, 1952, Apr Average, Brazil, BRA
24.0214, 1952, May Average, Brazil, BRA
22.5082, 1952, Jun Average, Brazil, BRA
23.2099, 1952, Jul Average, Brazil, BRA
24.3507, 1952, Aug Average, Brazil, BRA
24.8947, 1952, Sep Average, Brazil, BRA
25.6094, 1952, Oct Average, Brazil, BRA
25.4196, 1952, Nov Average, Brazil, BRA
25.3959, 1952, Dec Average, Brazil, BRA
25.7064, 1953, Jan Average, Brazil, BRA
25.5873, 1953, Feb Average, Brazil, BRA
25.4513, 1953, Mar Average, Brazil, BRA
24.6096, 1953, Apr Average, Brazil, BRA
24.3607, 1953, May Average, Brazil, BRA
23.3842, 1953, Jun Average, Brazil, BRA
22.2713, 1953, Jul Average, Brazil, BRA
24.7968, 1953, Aug Average, Brazil, BRA
25.6091, 1953, Sep Average, Brazil, BRA
25.4333, 1953, Oct Average, Brazil, BRA
25.6975, 1953, Nov Average, Brazil, BRA
25.4746, 1953, Dec Average, Brazil, BRA
25.5085, 1954, Jan Average, Brazil, BRA
25.6897, 1954, Feb Average, Brazil, BRA
25.2565, 1954, Mar Average, Brazil, BRA
25.1274, 1954, Apr Average, Brazil, BRA
23.9342, 1954, May Average, Brazil, BRA
23.6967, 1954, Jun Average, Brazil, BRA
23.0944, 1954, Jul Average, Brazil, BRA
24.2118, 1954, Aug Average, Brazil, BRA
25.4255, 1954, Sep Average, Brazil, BRA
25.6143, 1954, Oct Average, Brazil, BRA
25.6291, 1954, Nov Average, Brazil, BRA
25.4891, 1954, Dec Average, Brazil, BRA
25.3465, 1955, Jan Average, Brazil, BRA
25.4878, 1955, Feb Average, Brazil, BRA
25.1825, 1955, Mar Average, Brazil, BRA
24.5954, 1955, Apr Average, Brazil, BRA
23.7629, 1955, May Average, Brazil, BRA
23.4798, 1955, Jun Average, Brazil, BRA
22.3955, 1955, Jul Average, Brazil, BRA
24.1201, 1955, Aug Average, Brazil, BRA
25.3672, 1955, Sep Average, Brazil, BRA
25.3152, 1955, Oct Average, Brazil, BRA
25.3735, 1955, Nov Average, Brazil, BRA
25.3261, 1955, Dec Average, Brazil, BRA
25.2828, 1956, Jan Average, Brazil, BRA
25.0841, 1956, Feb Average, Brazil, BRA
25.2133, 1956, Mar Average, Brazil, BRA
24.2314, 1956, Apr Average, Brazil, BRA
23.2779, 1956, May Average, Brazil, BRA
22.3248, 1956, Jun Average, Brazil, BRA
22.8735, 1956, Jul Average, Brazil, BRA
23.2069, 1956, Aug Average, Brazil, BRA
25.0539, 1956, Sep Average, Brazil, BRA
25.2182, 1956, Oct Average, Brazil, BRA
25.0691, 1956, Nov Average, Brazil, BRA
25.3985, 1956, Dec Average, Brazil, BRA
24.9132, 1957, Jan Average, Brazil, BRA
25.2347, 1957, Feb Average, Brazil, BRA
24.9441, 1957, Mar Average, Brazil, BRA
24.3369, 1957, Apr Average, Brazil, BRA
24.4681, 1957, May Average, Brazil, BRA
23.515, 1957, Jun Average, Brazil, BRA
22.5139, 1957, Jul Average, Brazil, BRA
24.3215, 1957, Aug Average, Brazil, BRA
24.9271, 1957, Sep Average, Brazil, BRA
25.9349, 1957, Oct Average, Brazil, BRA
25.564, 1957, Nov Average, Brazil, BRA
26.0135, 1957, Dec Average, Brazil, BRA
26.0311, 1958, Jan Average, Brazil, BRA
26.3218, 1958, Feb Average, Brazil, BRA
25.5971, 1958, Mar Average, Brazil, BRA
25.1078, 1958, Apr Average, Brazil, BRA
24.3534, 1958, May Average, Brazil, BRA
24.1213, 1958, Jun Average, Brazil, BRA
24.1276, 1958, Jul Average, Brazil, BRA
23.9122, 1958, Aug Average, Brazil, BRA
25.3494, 1958, Sep Average, Brazil, BRA
25.731, 1958, Oct Average, Brazil, BRA
25.7322, 1958, Nov Average, Brazil, BRA
25.969, 1958, Dec Average, Brazil, BRA
25.5507, 1959, Jan Average, Brazil, BRA
25.7786, 1959, Feb Average, Brazil, BRA
25.2779, 1959, Mar Average, Brazil, BRA
25.5452, 1959, Apr Average, Brazil, BRA
24.3555, 1959, May Average, Brazil, BRA
23.3847, 1959, Jun Average, Brazil, BRA
23.83, 1959, Jul Average, Brazil, BRA
24.1106, 1959, Aug Average, Brazil, BRA
25.334, 1959, Sep Average, Brazil, BRA
25.8712, 1959, Oct Average, Brazil, BRA
25.5119, 1959, Nov Average, Brazil, BRA
25.9098, 1959, Dec Average, Brazil, BRA
25.5589, 1960, Jan Average, Brazil, BRA
25.5085, 1960, Feb Average, Brazil, BRA
25.1585, 1960, Mar Average, Brazil, BRA
24.7232, 1960, Apr Average, Brazil, BRA
23.3262, 1960, May Average, Brazil, BRA
23.2203, 1960, Jun Average, Brazil, BRA
23.1235, 1960, Jul Average, Brazil, BRA
24.0414, 1960, Aug Average, Brazil, BRA
25.2906, 1960, Sep Average, Brazil, BRA
25.9007, 1960, Oct Average, Brazil, BRA
25.371, 1960, Nov Average, Brazil, BRA
25.5653, 1960, Dec Average, Brazil, BRA
25.6757, 1961, Jan Average, Brazil, BRA
25.4984, 1961, Feb Average, Brazil, BRA
25.5365, 1961, Mar Average, Brazil, BRA
25.301, 1961, Apr Average, Brazil, BRA
24.4658, 1961, May Average, Brazil, BRA
23.2587, 1961, Jun Average, Brazil, BRA
23.5458, 1961, Jul Average, Brazil, BRA
25.1655, 1961, Aug Average, Brazil, BRA
26.2514, 1961, Sep Average, Brazil, BRA
26.1581, 1961, Oct Average, Brazil, BRA
26.0869, 1961, Nov Average, Brazil, BRA
25.4432, 1961, Dec Average, Brazil, BRA
25.5758, 1962, Jan Average, Brazil, BRA
25.6704, 1962, Feb Average, Brazil, BRA
25.6064, 1962, Mar Average, Brazil, BRA
24.8705, 1962, Apr Average, Brazil, BRA
23.9019, 1962, May Average, Brazil, BRA
22.9148, 1962, Jun Average, Brazil, BRA
22.5777, 1962, Jul Average, Brazil, BRA
24.4112, 1962, Aug Average, Brazil, BRA
25.8153, 1962, Sep Average, Brazil, BRA
25.2797, 1962, Oct Average, Brazil, BRA
26.0716, 1962, Nov Average, Brazil, BRA
25.7458, 1962, Dec Average, Brazil, BRA
25.8617, 1963, Jan Average, Brazil, BRA
25.3884, 1963, Feb Average, Brazil, BRA
25.6087, 1963, Mar Average, Brazil, BRA
25.1105, 1963, Apr Average, Brazil, BRA
23.9397, 1963, May Average, Brazil, BRA
23.0859, 1963, Jun Average, Brazil, BRA
23.6093, 1963, Jul Average, Brazil, BRA
24.896, 1963, Aug Average, Brazil, BRA
26.1908, 1963, Sep Average, Brazil, BRA
27.096, 1963, Oct Average, Brazil, BRA
26.2858, 1963, Nov Average, Brazil, BRA
25.9114, 1963, Dec Average, Brazil, BRA
25.8225, 1964, Jan Average, Brazil, BRA
26.0198, 1964, Feb Average, Brazil, BRA
25.5102, 1964, Mar Average, Brazil, BRA
25.3251, 1964, Apr Average, Brazil, BRA
24.0306, 1964, May Average, Brazil, BRA
22.9162, 1964, Jun Average, Brazil, BRA
22.9876, 1964, Jul Average, Brazil, BRA
24.602, 1964, Aug Average, Brazil, BRA
25.3985, 1964, Sep Average, Brazil, BRA
25.1414, 1964, Oct Average, Brazil, BRA
25.1479, 1964, Nov Average, Brazil, BRA
25.279, 1964, Dec Average, Brazil, BRA
25.4036, 1965, Jan Average, Brazil, BRA
25.5993, 1965, Feb Average, Brazil, BRA
24.8157, 1965, Mar Average, Brazil, BRA
24.7844, 1965, Apr Average, Brazil, BRA
24.4066, 1965, May Average, Brazil, BRA
23.8641, 1965, Jun Average, Brazil, BRA
23.5337, 1965, Jul Average, Brazil, BRA
24.592, 1965, Aug Average, Brazil, BRA
25.8618, 1965, Sep Average, Brazil, BRA
25.9486, 1965, Oct Average, Brazil, BRA
25.8345, 1965, Nov Average, Brazil, BRA
25.9419, 1965, Dec Average, Brazil, BRA
26.1386, 1966, Jan Average, Brazil, BRA
26.0293, 1966, Feb Average, Brazil, BRA
25.7159, 1966, Mar Average, Brazil, BRA
25.2121, 1966, Apr Average, Brazil, BRA
24.5689, 1966, May Average, Brazil, BRA
23.8725, 1966, Jun Average, Brazil, BRA
23.5716, 1966, Jul Average, Brazil, BRA
24.0519, 1966, Aug Average, Brazil, BRA
24.979, 1966, Sep Average, Brazil, BRA
26.1427, 1966, Oct Average, Brazil, BRA
25.8076, 1966, Nov Average, Brazil, BRA
25.9908, 1966, Dec Average, Brazil, BRA
25.726, 1967, Jan Average, Brazil, BRA
25.5474, 1967, Feb Average, Brazil, BRA
25.2475, 1967, Mar Average, Brazil, BRA
24.9026, 1967, Apr Average, Brazil, BRA
24.7259, 1967, May Average, Brazil, BRA
23.1971, 1967, Jun Average, Brazil, BRA
23.4257, 1967, Jul Average, Brazil, BRA
24.7802, 1967, Aug Average, Brazil, BRA
25.7606, 1967, Sep Average, Brazil, BRA
26.2729, 1967, Oct Average, Brazil, BRA
25.6561, 1967, Nov Average, Brazil, BRA
25.715, 1967, Dec Average, Brazil, BRA
25.4964, 1968, Jan Average, Brazil, BRA
25.3294, 1968, Feb Average, Brazil, BRA
25.134, 1968, Mar Average, Brazil, BRA
24.2358, 1968, Apr Average, Brazil, BRA
22.9304, 1968, May Average, Brazil, BRA
23.17, 1968, Jun Average, Brazil, BRA
23.4204, 1968, Jul Average, Brazil, BRA
24.2339, 1968, Aug Average, Brazil, BRA
24.7632, 1968, Sep Average, Brazil, BRA
25.9717, 1968, Oct Average, Brazil, BRA
26.1075, 1968, Nov Average, Brazil, BRA
25.7588, 1968, Dec Average, Brazil, BRA
25.875, 1969, Jan Average, Brazil, BRA
26.2337, 1969, Feb Average, Brazil, BRA
26.0486, 1969, Mar Average, Brazil, BRA
25.4637, 1969, Apr Average, Brazil, BRA
24.8865, 1969, May Average, Brazil, BRA
23.8625, 1969, Jun Average, Brazil, BRA
23.6474, 1969, Jul Average, Brazil, BRA
24.479, 1969, Aug Average, Brazil, BRA
25.9805, 1969, Sep Average, Brazil, BRA
25.7028, 1969, Oct Average, Brazil, BRA
26.308, 1969, Nov Average, Brazil, BRA
25.5473, 1969, Dec Average, Brazil, BRA
25.8234, 1970, Jan Average, Brazil, BRA
25.8572, 1970, Feb Average, Brazil, BRA
25.6739, 1970, Mar Average, Brazil, BRA
25.4267, 1970, Apr Average, Brazil, BRA
24.8149, 1970, May Average, Brazil, BRA
23.9376, 1970, Jun Average, Brazil, BRA
23.3812, 1970, Jul Average, Brazil, BRA
24.2707, 1970, Aug Average, Brazil, BRA
25.2236, 1970, Sep Average, Brazil, BRA
25.9472, 1970, Oct Average, Brazil, BRA
25.5904, 1970, Nov Average, Brazil, BRA
26.1844, 1970, Dec Average, Brazil, BRA
25.6139, 1971, Jan Average, Brazil, BRA
25.2859, 1971, Feb Average, Brazil, BRA
25.3592, 1971, Mar Average, Brazil, BRA
24.4084, 1971, Apr Average, Brazil, BRA
23.4828, 1971, May Average, Brazil, BRA
22.5684, 1971, Jun Average, Brazil, BRA
23.022, 1971, Jul Average, Brazil, BRA
23.8244, 1971, Aug Average, Brazil, BRA
24.9519, 1971, Sep Average, Brazil, BRA
24.7553, 1971, Oct Average, Brazil, BRA
25.116, 1971, Nov Average, Brazil, BRA
25.7265, 1971, Dec Average, Brazil, BRA
25.2003, 1972, Jan Average, Brazil, BRA
25.2349, 1972, Feb Average, Brazil, BRA
25.5643, 1972, Mar Average, Brazil, BRA
24.4832, 1972, Apr Average, Brazil, BRA
24.5186, 1972, May Average, Brazil, BRA
24.3302, 1972, Jun Average, Brazil, BRA
23.601, 1972, Jul Average, Brazil, BRA
24.1567, 1972, Aug Average, Brazil, BRA
25.2934, 1972, Sep Average, Brazil, BRA
25.773, 1972, Oct Average, Brazil, BRA
26.126, 1972, Nov Average, Brazil, BRA
26.1176, 1972, Dec Average, Brazil, BRA
26.4473, 1973, Jan Average, Brazil, BRA
26.323, 1973, Feb Average, Brazil, BRA
26.0942, 1973, Mar Average, Brazil, BRA
25.819, 1973, Apr Average, Brazil, BRA
24.2352, 1973, May Average, Brazil, BRA
23.9831, 1973, Jun Average, Brazil, BRA
22.8785, 1973, Jul Average, Brazil, BRA
23.6984, 1973, Aug Average, Brazil, BRA
24.7812, 1973, Sep Average, Brazil, BRA
25.7597, 1973, Oct Average, Brazil, BRA
25.4344, 1973, Nov Average, Brazil, BRA
25.5076, 1973, Dec Average, Brazil, BRA
25.2484, 1974, Jan Average, Brazil, BRA
25.3404, 1974, Feb Average, Brazil, BRA
24.7578, 1974, Mar Average, Brazil, BRA
24.6087, 1974, Apr Average, Brazil, BRA
23.7818, 1974, May Average, Brazil, BRA
22.9627, 1974, Jun Average, Brazil, BRA
22.7203, 1974, Jul Average, Brazil, BRA
23.8054, 1974, Aug Average, Brazil, BRA
24.8112, 1974, Sep Average, Brazil, BRA
25.0914, 1974, Oct Average, Brazil, BRA
25.298, 1974, Nov Average, Brazil, BRA
24.892, 1974, Dec Average, Brazil, BRA
24.9628, 1975, Jan Average, Brazil, BRA
25.3225, 1975, Feb Average, Brazil, BRA
25.1537, 1975, Mar Average, Brazil, BRA
24.6507, 1975, Apr Average, Brazil, BRA
23.6722, 1975, May Average, Brazil, BRA
23.1252, 1975, Jun Average, Brazil, BRA
22.2264, 1975, Jul Average, Brazil, BRA
23.9431, 1975, Aug Average, Brazil, BRA
25.1385, 1975, Sep Average, Brazil, BRA
25.3244, 1975, Oct Average, Brazil, BRA
25.2785, 1975, Nov Average, Brazil, BRA
25.2825, 1975, Dec Average, Brazil, BRA
25.197, 1976, Jan Average, Brazil, BRA
25.0006, 1976, Feb Average, Brazil, BRA
24.8151, 1976, Mar Average, Brazil, BRA
24.5189, 1976, Apr Average, Brazil, BRA
23.7238, 1976, May Average, Brazil, BRA
22.7079, 1976, Jun Average, Brazil, BRA
22.883, 1976, Jul Average, Brazil, BRA
24.2148, 1976, Aug Average, Brazil, BRA
24.5038, 1976, Sep Average, Brazil, BRA
25.3091, 1976, Oct Average, Brazil, BRA
25.2898, 1976, Nov Average, Brazil, BRA
25.5567, 1976, Dec Average, Brazil, BRA
25.5046, 1977, Jan Average, Brazil, BRA
25.5587, 1977, Feb Average, Brazil, BRA
25.6569, 1977, Mar Average, Brazil, BRA
24.8021, 1977, Apr Average, Brazil, BRA
23.7289, 1977, May Average, Brazil, BRA
23.4242, 1977, Jun Average, Brazil, BRA
24.135, 1977, Jul Average, Brazil, BRA
24.2936, 1977, Aug Average, Brazil, BRA
25.2151, 1977, Sep Average, Brazil, BRA
25.6654, 1977, Oct Average, Brazil, BRA
25.7022, 1977, Nov Average, Brazil, BRA
25.6008, 1977, Dec Average, Brazil, BRA
25.6416, 1978, Jan Average, Brazil, BRA
25.7818, 1978, Feb Average, Brazil, BRA
25.4504, 1978, Mar Average, Brazil, BRA
24.7718, 1978, Apr Average, Brazil, BRA
23.8761, 1978, May Average, Brazil, BRA
22.929, 1978, Jun Average, Brazil, BRA
23.7564, 1978, Jul Average, Brazil, BRA
23.2909, 1978, Aug Average, Brazil, BRA
24.819, 1978, Sep Average, Brazil, BRA
25.6858, 1978, Oct Average, Brazil, BRA
25.655, 1978, Nov Average, Brazil, BRA
25.556, 1978, Dec Average, Brazil, BRA
25.1898, 1979, Jan Average, Brazil, BRA
25.5682, 1979, Feb Average, Brazil, BRA
25.2585, 1979, Mar Average, Brazil, BRA
24.8124, 1979, Apr Average, Brazil, BRA
24.1776, 1979, May Average, Brazil, BRA
22.5602, 1979, Jun Average, Brazil, BRA
23.0093, 1979, Jul Average, Brazil, BRA
24.6584, 1979, Aug Average, Brazil, BRA
24.7002, 1979, Sep Average, Brazil, BRA
25.9087, 1979, Oct Average, Brazil, BRA
25.6491, 1979, Nov Average, Brazil, BRA
25.6814, 1979, Dec Average, Brazil, BRA
25.4316, 1980, Jan Average, Brazil, BRA
25.5703, 1980, Feb Average, Brazil, BRA
25.666, 1980, Mar Average, Brazil, BRA
25.2862, 1980, Apr Average, Brazil, BRA
24.6646, 1980, May Average, Brazil, BRA
23.331, 1980, Jun Average, Brazil, BRA
23.4788, 1980, Jul Average, Brazil, BRA
24.3718, 1980, Aug Average, Brazil, BRA
24.6684, 1980, Sep Average, Brazil, BRA
25.8318, 1980, Oct Average, Brazil, BRA
25.3648, 1980, Nov Average, Brazil, BRA
25.7155, 1980, Dec Average, Brazil, BRA
25.4733, 1981, Jan Average, Brazil, BRA
25.6851, 1981, Feb Average, Brazil, BRA
25.5808, 1981, Mar Average, Brazil, BRA
25.1272, 1981, Apr Average, Brazil, BRA
24.4937, 1981, May Average, Brazil, BRA
22.7978, 1981, Jun Average, Brazil, BRA
22.2963, 1981, Jul Average, Brazil, BRA
24.0521, 1981, Aug Average, Brazil, BRA
24.7164, 1981, Sep Average, Brazil, BRA
25.1089, 1981, Oct Average, Brazil, BRA
25.6426, 1981, Nov Average, Brazil, BRA
25.7786, 1981, Dec Average, Brazil, BRA
25.3721, 1982, Jan Average, Brazil, BRA
25.5573, 1982, Feb Average, Brazil, BRA
25.3507, 1982, Mar Average, Brazil, BRA
24.6992, 1982, Apr Average, Brazil, BRA
23.897, 1982, May Average, Brazil, BRA
23.7926, 1982, Jun Average, Brazil, BRA
23.6735, 1982, Jul Average, Brazil, BRA
24.329, 1982, Aug Average, Brazil, BRA
24.9699, 1982, Sep Average, Brazil, BRA
25.6909, 1982, Oct Average, Brazil, BRA
25.91, 1982, Nov Average, Brazil, BRA
25.4493, 1982, Dec Average, Brazil, BRA
25.86, 1983, Jan Average, Brazil, BRA
26.1928, 1983, Feb Average, Brazil, BRA
25.7312, 1983, Mar Average, Brazil, BRA
25.7301, 1983, Apr Average, Brazil, BRA
25.1917, 1983, May Average, Brazil, BRA
23.4641, 1983, Jun Average, Brazil, BRA
23.7405, 1983, Jul Average, Brazil, BRA
23.9769, 1983, Aug Average, Brazil, BRA
24.9286, 1983, Sep Average, Brazil, BRA
25.2301, 1983, Oct Average, Brazil, BRA
25.4938, 1983, Nov Average, Brazil, BRA
25.4922, 1983, Dec Average, Brazil, BRA
25.6002, 1984, Jan Average, Brazil, BRA
25.9985, 1984, Feb Average, Brazil, BRA
25.4772, 1984, Mar Average, Brazil, BRA
24.6389, 1984, Apr Average, Brazil, BRA
24.6685, 1984, May Average, Brazil, BRA
23.3908, 1984, Jun Average, Brazil, BRA
23.5112, 1984, Jul Average, Brazil, BRA
23.5421, 1984, Aug Average, Brazil, BRA
24.5822, 1984, Sep Average, Brazil, BRA
25.9594, 1984, Oct Average, Brazil, BRA
25.6991, 1984, Nov Average, Brazil, BRA
25.5004, 1984, Dec Average, Brazil, BRA
25.4478, 1985, Jan Average, Brazil, BRA
25.5317, 1985, Feb Average, Brazil, BRA
25.5834, 1985, Mar Average, Brazil, BRA
25.0901, 1985, Apr Average, Brazil, BRA
24.3571, 1985, May Average, Brazil, BRA
22.8373, 1985, Jun Average, Brazil, BRA
22.9514, 1985, Jul Average, Brazil, BRA
23.9447, 1985, Aug Average, Brazil, BRA
25.0609, 1985, Sep Average, Brazil, BRA
25.761, 1985, Oct Average, Brazil, BRA
25.7094, 1985, Nov Average, Brazil, BRA
25.6651, 1985, Dec Average, Brazil, BRA
25.5606, 1986, Jan Average, Brazil, BRA
25.5888, 1986, Feb Average, Brazil, BRA
25.3402, 1986, Mar Average, Brazil, BRA
25.4543, 1986, Apr Average, Brazil, BRA
24.8123, 1986, May Average, Brazil, BRA
23.5017, 1986, Jun Average, Brazil, BRA
23.1556, 1986, Jul Average, Brazil, BRA
24.5756, 1986, Aug Average, Brazil, BRA
24.8271, 1986, Sep Average, Brazil, BRA
25.4298, 1986, Oct Average, Brazil, BRA
25.9494, 1986, Nov Average, Brazil, BRA
25.7236, 1986, Dec Average, Brazil, BRA
26.0044, 1987, Jan Average, Brazil, BRA
25.8282, 1987, Feb Average, Brazil, BRA
25.5581, 1987, Mar Average, Brazil, BRA
25.8034, 1987, Apr Average, Brazil, BRA
24.3017, 1987, May Average, Brazil, BRA
23.603, 1987, Jun Average, Brazil, BRA
24.6061, 1987, Jul Average, Brazil, BRA
24.403, 1987, Aug Average, Brazil, BRA
25.3391, 1987, Sep Average, Brazil, BRA
26.5269, 1987, Oct Average, Brazil, BRA
26.3107, 1987, Nov Average, Brazil, BRA
26.3364, 1987, Dec Average, Brazil, BRA
26.3194, 1988, Jan Average, Brazil, BRA
25.934, 1988, Feb Average, Brazil, BRA
26.2444, 1988, Mar Average, Brazil, BRA
25.2936, 1988, Apr Average, Brazil, BRA
24.2397, 1988, May Average, Brazil, BRA
23.0148, 1988, Jun Average, Brazil, BRA
22.6713, 1988, Jul Average, Brazil, BRA
24.4546, 1988, Aug Average, Brazil, BRA
25.6682, 1988, Sep Average, Brazil, BRA
26.0412, 1988, Oct Average, Brazil, BRA
25.765, 1988, Nov Average, Brazil, BRA
25.6627, 1988, Dec Average, Brazil, BRA
25.2576, 1989, Jan Average, Brazil, BRA
25.607, 1989, Feb Average, Brazil, BRA
25.4461, 1989, Mar Average, Brazil, BRA
25.1867, 1989, Apr Average, Brazil, BRA
23.7981, 1989, May Average, Brazil, BRA
23.5131, 1989, Jun Average, Brazil, BRA
22.5967, 1989, Jul Average, Brazil, BRA
24.2501, 1989, Aug Average, Brazil, BRA
24.9491, 1989, Sep Average, Brazil, BRA
25.3974, 1989, Oct Average, Brazil, BRA
25.8613, 1989, Nov Average, Brazil, BRA
25.5666, 1989, Dec Average, Brazil, BRA
25.8285, 1990, Jan Average, Brazil, BRA
25.7224, 1990, Feb Average, Brazil, BRA
26.0304, 1990, Mar Average, Brazil, BRA
25.8547, 1990, Apr Average, Brazil, BRA
24.2099, 1990, May Average, Brazil, BRA
23.4534, 1990, Jun Average, Brazil, BRA
22.8044, 1990, Jul Average, Brazil, BRA
24.2735, 1990, Aug Average, Brazil, BRA
24.6583, 1990, Sep Average, Brazil, BRA
26.2919, 1990, Oct Average, Brazil, BRA
26.479, 1990, Nov Average, Brazil, BRA
26.0116, 1990, Dec Average, Brazil, BRA
25.6309, 1991, Jan Average, Brazil, BRA
25.9331, 1991, Feb Average, Brazil, BRA
25.6195, 1991, Mar Average, Brazil, BRA
25.3122, 1991, Apr Average, Brazil, BRA
24.6685, 1991, May Average, Brazil, BRA
23.9559, 1991, Jun Average, Brazil, BRA
23.2381, 1991, Jul Average, Brazil, BRA
23.9559, 1991, Aug Average, Brazil, BRA
25.2297, 1991, Sep Average, Brazil, BRA
25.5777, 1991, Oct Average, Brazil, BRA
25.9442, 1991, Nov Average, Brazil, BRA
26.0139, 1991, Dec Average, Brazil, BRA
25.7539, 1992, Jan Average, Brazil, BRA
25.6635, 1992, Feb Average, Brazil, BRA
25.5218, 1992, Mar Average, Brazil, BRA
25.2168, 1992, Apr Average, Brazil, BRA
25.0763, 1992, May Average, Brazil, BRA
24.3627, 1992, Jun Average, Brazil, BRA
22.7497, 1992, Jul Average, Brazil, BRA
23.9357, 1992, Aug Average, Brazil, BRA
24.4702, 1992, Sep Average, Brazil, BRA
25.6455, 1992, Oct Average, Brazil, BRA
25.3548, 1992, Nov Average, Brazil, BRA
25.3782, 1992, Dec Average, Brazil, BRA
25.7122, 1993, Jan Average, Brazil, BRA
25.3757, 1993, Feb Average, Brazil, BRA
25.6605, 1993, Mar Average, Brazil, BRA
25.5324, 1993, Apr Average, Brazil, BRA
24.4301, 1993, May Average, Brazil, BRA
23.6868, 1993, Jun Average, Brazil, BRA
23.3538, 1993, Jul Average, Brazil, BRA
24.0561, 1993, Aug Average, Brazil, BRA
25.0921, 1993, Sep Average, Brazil, BRA
26.0299, 1993, Oct Average, Brazil, BRA
25.9032, 1993, Nov Average, Brazil, BRA
25.7751, 1993, Dec Average, Brazil, BRA
25.5768, 1994, Jan Average, Brazil, BRA
25.7538, 1994, Feb Average, Brazil, BRA
25.4201, 1994, Mar Average, Brazil, BRA
25.2587, 1994, Apr Average, Brazil, BRA
24.9608, 1994, May Average, Brazil, BRA
23.6368, 1994, Jun Average, Brazil, BRA
23.2637, 1994, Jul Average, Brazil, BRA
24.2578, 1994, Aug Average, Brazil, BRA
25.4814, 1994, Sep Average, Brazil, BRA
26.1762, 1994, Oct Average, Brazil, BRA
25.8972, 1994, Nov Average, Brazil, BRA
25.9369, 1994, Dec Average, Brazil, BRA
26.165, 1995, Jan Average, Brazil, BRA
25.9884, 1995, Feb Average, Brazil, BRA
25.9259, 1995, Mar Average, Brazil, BRA
25.1272, 1995, Apr Average, Brazil, BRA
24.2585, 1995, May Average, Brazil, BRA
23.8711, 1995, Jun Average, Brazil, BRA
24.2735, 1995, Jul Average, Brazil, BRA
25.0193, 1995, Aug Average, Brazil, BRA
25.7562, 1995, Sep Average, Brazil, BRA
26.1276, 1995, Oct Average, Brazil, BRA
25.9217, 1995, Nov Average, Brazil, BRA
25.8998, 1995, Dec Average, Brazil, BRA
25.9877, 1996, Jan Average, Brazil, BRA
26.1255, 1996, Feb Average, Brazil, BRA
25.5699, 1996, Mar Average, Brazil, BRA
25.2402, 1996, Apr Average, Brazil, BRA
24.479, 1996, May Average, Brazil, BRA
22.9811, 1996, Jun Average, Brazil, BRA
23.4364, 1996, Jul Average, Brazil, BRA
24.6444, 1996, Aug Average, Brazil, BRA
25.0308, 1996, Sep Average, Brazil, BRA
25.9201, 1996, Oct Average, Brazil, BRA
25.6649, 1996, Nov Average, Brazil, BRA
26.2589, 1996, Dec Average, Brazil, BRA
25.6118, 1997, Jan Average, Brazil, BRA
25.8601, 1997, Feb Average, Brazil, BRA
25.2519, 1997, Mar Average, Brazil, BRA
25.1507, 1997, Apr Average, Brazil, BRA
24.3424, 1997, May Average, Brazil, BRA
23.7496, 1997, Jun Average, Brazil, BRA
24.2523, 1997, Jul Average, Brazil, BRA
24.6856, 1997, Aug Average, Brazil, BRA
25.8613, 1997, Sep Average, Brazil, BRA
26.8906, 1997, Oct Average, Brazil, BRA
26.7417, 1997, Nov Average, Brazil, BRA
26.465, 1997, Dec Average, Brazil, BRA
26.7041, 1998, Jan Average, Brazil, BRA
26.8333, 1998, Feb Average, Brazil, BRA
26.357, 1998, Mar Average, Brazil, BRA
26.3255, 1998, Apr Average, Brazil, BRA
24.8441, 1998, May Average, Brazil, BRA
23.9281, 1998, Jun Average, Brazil, BRA
24.5773, 1998, Jul Average, Brazil, BRA
25.4446, 1998, Aug Average, Brazil, BRA
25.7331, 1998, Sep Average, Brazil, BRA
26.4043, 1998, Oct Average, Brazil, BRA
26.031, 1998, Nov Average, Brazil, BRA
