lakeid,lakename,year4,daynum,sampledate,depth,depth_id,tpc,tpn,DIC_mg,DIC_uM,air_pco2,water_pco2,doc,absorbance
L,Paul Lake,1993,222,8/10/93,Metalimnion,-2,0.99,0.1,NA,NA,NA,NA,3.91,NA
L,Paul Lake,1993,222,8/10/93,Epilimnion,-1,0.79,0.08,NA,NA,NA,NA,4.17,NA
R,Peter Lake,1993,222,8/10/93,Metalimnion,-2,1.5,0.22,NA,NA,NA,NA,5.3,NA
R,Peter Lake,1993,222,8/10/93,Epilimnion,-1,1.22,0.16,NA,NA,NA,NA,5.38,NA
W,West Long Lake,1993,222,8/10/93,0,1,NA,NA,0.306,25.5,NA,NA,NA,NA
W,West Long Lake,1993,222,8/10/93,0.6,2,NA,NA,0.289,24.08333333,NA,NA,NA,NA
W,West Long Lake,1993,222,8/10/93,1.4,3,NA,NA,0.314,26.16666667,NA,NA,NA,NA
W,West Long Lake,1993,222,8/10/93,2.2,4,NA,NA,0.435,36.25,NA,NA,NA,NA
W,West Long Lake,1993,222,8/10/93,3.1,5,NA,NA,0.385,32.08333333,NA,NA,NA,NA
W,West Long Lake,1993,222,8/10/93,4.9,6,NA,NA,2.085,173.75,NA,NA,NA,NA
E,East Long Lake,1993,223,8/11/93,Metalimnion,-2,0.44,0.04,NA,NA,NA,NA,12.59,NA
E,East Long Lake,1993,223,8/11/93,Epilimnion,-1,0.59,0.08,NA,NA,NA,NA,13.95,NA
R,Peter Lake,1993,223,8/11/93,0,1,NA,NA,1.51,125.8333333,325,163,NA,NA
R,Peter Lake,1993,223,8/11/93,0.7,2,NA,NA,1.452,121,NA,NA,NA,NA
R,Peter Lake,1993,223,8/11/93,1.5,3,NA,NA,1.475,122.9166667,NA,NA,NA,NA
R,Peter Lake,1993,223,8/11/93,2.6,4,NA,NA,1.517,126.4166667,NA,NA,NA,NA
R,Peter Lake,1993,223,8/11/93,3.4,5,NA,NA,1.395,116.25,NA,NA,NA,NA
R,Peter Lake,1993,223,8/11/93,4.7,6,NA,NA,1.666,138.8333333,NA,NA,NA,NA
W,West Long Lake,1993,223,8/11/93,Metalimnion,-2,1.07,0.11,NA,NA,NA,NA,6.24,NA
W,West Long Lake,1993,223,8/11/93,Epilimnion,-1,0.7,0.1,NA,NA,NA,NA,6.72,NA
L,Paul Lake,1993,224,8/12/93,0,1,NA,NA,0.922,76.83333333,325,907,NA,NA
L,Paul Lake,1993,224,8/12/93,0.8,2,NA,NA,0.947,78.91666667,NA,NA,NA,NA
L,Paul Lake,1993,224,8/12/93,1.9,3,NA,NA,0.95,79.16666667,NA,NA,NA,NA
L,Paul Lake,1993,224,8/12/93,3.4,4,NA,NA,1.015,84.58333333,NA,NA,NA,NA
L,Paul Lake,1993,224,8/12/93,4.5,5,NA,NA,1.185,98.75,NA,NA,NA,NA
L,Paul Lake,1993,224,8/12/93,5.8,6,NA,NA,2.78,231.6666667,NA,NA,NA,NA
E,East Long Lake,1993,225,8/13/93,0,1,NA,NA,NA,NA,325,1133,NA,NA
W,West Long Lake,1993,225,8/13/93,0,1,NA,NA,NA,NA,325,309,NA,NA
E,East Long Lake,1993,228,8/16/93,0,1,NA,NA,0.68,56.66666667,NA,NA,NA,NA
E,East Long Lake,1993,228,8/16/93,0.2,2,NA,NA,0.629,52.41666667,NA,NA,NA,NA
E,East Long Lake,1993,228,8/16/93,0.4,3,NA,NA,0.611,50.91666667,NA,NA,NA,NA
E,East Long Lake,1993,228,8/16/93,0.8,4,NA,NA,0.587,48.91666667,NA,NA,NA,NA
E,East Long Lake,1993,228,8/16/93,1.25,5,NA,NA,0.678,56.5,NA,NA,NA,NA
E,East Long Lake,1993,228,8/16/93,1.9,6,NA,NA,0.944,78.66666667,NA,NA,NA,NA
W,West Long Lake,1993,229,8/17/93,0,1,NA,NA,0.475,39.58333333,NA,NA,NA,NA
W,West Long Lake,1993,229,8/17/93,0.7,2,NA,NA,0.435,36.25,NA,NA,NA,NA
W,West Long Lake,1993,229,8/17/93,1.5,3,NA,NA,0.423,35.25,NA,NA,NA,NA
W,West Long Lake,1993,229,8/17/93,2.9,4,NA,NA,0.458,38.16666667,NA,NA,NA,NA
W,West Long Lake,1993,229,8/17/93,3.9,5,NA,NA,1.59,132.5,NA,NA,NA,NA
W,West Long Lake,1993,229,8/17/93,5.4,6,NA,NA,4.345,362.0833333,NA,NA,NA,NA
R,Peter Lake,1993,230,8/18/93,0,1,NA,NA,1.576,131.3333333,342.68,34.76,NA,NA
R,Peter Lake,1993,230,8/18/93,0.7,2,NA,NA,1.517,126.4166667,NA,NA,NA,NA
R,Peter Lake,1993,230,8/18/93,1.5,3,NA,NA,1.34,111.6666667,NA,NA,NA,NA
R,Peter Lake,1993,230,8/18/93,2.8,4,NA,NA,1.454,121.1666667,NA,NA,NA,NA
R,Peter Lake,1993,230,8/18/93,3.55,5,NA,NA,0.955,79.58333333,NA,NA,NA,NA
R,Peter Lake,1993,230,8/18/93,4.9,6,NA,NA,2.183,181.9166667,NA,NA,NA,NA
L,Paul Lake,1993,231,8/19/93,0,1,NA,NA,1.24,103.3333333,346.97,1033.7,NA,NA
L,Paul Lake,1993,231,8/19/93,0.9,2,NA,NA,1.268,105.6666667,NA,NA,NA,NA
L,Paul Lake,1993,231,8/19/93,1.9,3,NA,NA,1.249,104.0833333,NA,NA,NA,NA
L,Paul Lake,1993,231,8/19/93,3.4,4,NA,NA,0.287,23.91666667,NA,NA,NA,NA
L,Paul Lake,1993,231,8/19/93,4.4,5,NA,NA,1.661,138.4166667,NA,NA,NA,NA
L,Paul Lake,1993,231,8/19/93,5.8,6,NA,NA,2.368,197.3333333,NA,NA,NA,NA
E,East Long Lake,1993,232,8/20/93,0,1,NA,NA,NA,NA,364.77,1259.65,NA,NA
T,Tuesday Lake,1993,232,8/20/93,0,1,NA,NA,0.901,75.08333333,NA,NA,NA,NA
T,Tuesday Lake,1993,232,8/20/93,0.55,2,NA,NA,0.756,63,NA,NA,NA,NA
T,Tuesday Lake,1993,232,8/20/93,0.95,3,NA,NA,1.112,92.66666667,NA,NA,NA,NA
T,Tuesday Lake,1993,232,8/20/93,1.8,4,NA,NA,1.051,87.58333333,NA,NA,NA,NA
T,Tuesday Lake,1993,232,8/20/93,2.4,5,NA,NA,1.891,157.5833333,NA,NA,NA,NA
T,Tuesday Lake,1993,232,8/20/93,3.6,6,NA,NA,2.638,219.8333333,NA,NA,NA,NA
W,West Long Lake,1993,232,8/20/93,0,1,NA,NA,NA,NA,365.13,554.15,NA,NA
E,East Long Lake,1993,235,8/23/93,0,1,NA,NA,0.814,67.83333333,NA,NA,NA,NA
E,East Long Lake,1993,235,8/23/93,0.25,2,NA,NA,0.565,47.08333333,NA,NA,NA,NA
E,East Long Lake,1993,235,8/23/93,0.5,3,NA,NA,0.608,50.66666667,NA,NA,NA,NA
E,East Long Lake,1993,235,8/23/93,0.85,4,NA,NA,0.579,48.25,NA,NA,NA,NA
E,East Long Lake,1993,235,8/23/93,1.25,5,NA,NA,0.614,51.16666667,NA,NA,NA,NA
E,East Long Lake,1993,235,8/23/93,1.95,6,NA,NA,1.238,103.1666667,NA,NA,NA,NA
L,Paul Lake,1993,236,8/24/93,Metalimnion,-2,0.69,0.07,NA,NA,NA,NA,4.32,NA
L,Paul Lake,1993,236,8/24/93,Epilimnion,-1,0.84,0.07,NA,NA,NA,NA,4.52,NA
R,Peter Lake,1993,236,8/24/93,Metalimnion,-2,1.31,0.19,NA,NA,NA,NA,5.55,NA
R,Peter Lake,1993,236,8/24/93,Epilimnion,-1,0.91,0.12,NA,NA,NA,NA,6.02,NA
W,West Long Lake,1993,236,8/24/93,0,1,NA,NA,0.395,32.91666667,NA,NA,NA,NA
W,West Long Lake,1993,236,8/24/93,0.7,2,NA,NA,0.386,32.16666667,NA,NA,NA,NA
W,West Long Lake,1993,236,8/24/93,1.5,3,NA,NA,0.389,32.41666667,NA,NA,NA,NA
W,West Long Lake,1993,236,8/24/93,2.6,4,NA,NA,0.409,34.08333333,NA,NA,NA,NA
W,West Long Lake,1993,236,8/24/93,3.5,5,NA,NA,0.605,50.41666667,NA,NA,NA,NA
W,West Long Lake,1993,236,8/24/93,5.4,6,NA,NA,2.647,220.5833333,NA,NA,NA,NA
E,East Long Lake,1993,237,8/25/93,Metalimnion,-2,0.41,0.04,NA,NA,NA,NA,13.74,NA
E,East Long Lake,1993,237,8/25/93,Epilimnion,-1,0.37,0.04,NA,NA,NA,NA,13.83,NA
R,Peter Lake,1993,237,8/25/93,0,1,NA,NA,2.017,168.0833333,336.82,9.2,NA,NA
R,Peter Lake,1993,237,8/25/93,0.65,2,NA,NA,1.753,146.0833333,NA,NA,NA,NA
R,Peter Lake,1993,237,8/25/93,1.4,3,NA,NA,1.82,151.6666667,NA,NA,NA,NA
R,Peter Lake,1993,237,8/25/93,2.4,4,NA,NA,1.734,144.5,NA,NA,NA,NA
R,Peter Lake,1993,237,8/25/93,3.25,5,NA,NA,1.693,141.0833333,NA,NA,NA,NA
R,Peter Lake,1993,237,8/25/93,4.4,6,NA,NA,2.395,199.5833333,NA,NA,NA,NA
W,West Long Lake,1993,237,8/25/93,Metalimnion,-2,0.88,0.08,NA,NA,NA,NA,5.69,NA
W,West Long Lake,1993,237,8/25/93,Epilimnion,-1,1.15,0.18,NA,NA,NA,NA,6.8,NA
L,Paul Lake,1993,238,8/26/93,0,1,NA,NA,1.04,86.66666667,325.76,1005.01,NA,NA
L,Paul Lake,1993,238,8/26/93,0.75,2,NA,NA,1.033,86.08333333,NA,NA,NA,NA
L,Paul Lake,1993,238,8/26/93,1.7,3,NA,NA,1.067,88.91666667,NA,NA,NA,NA
L,Paul Lake,1993,238,8/26/93,3,4,NA,NA,1.125,93.75,NA,NA,NA,NA
L,Paul Lake,1993,238,8/26/93,3.95,5,NA,NA,1.212,101,NA,NA,NA,NA
L,Paul Lake,1993,238,8/26/93,5.4,6,NA,NA,1.594,132.8333333,NA,NA,NA,NA
E,East Long Lake,1993,239,8/27/93,0,1,NA,NA,NA,NA,312.52,469.7,NA,NA
W,West Long Lake,1993,239,8/27/93,0,1,NA,NA,NA,NA,313.75,193.38,NA,NA
E,East Long Lake,1993,242,8/30/93,0,1,NA,NA,0.395,32.91666667,NA,NA,NA,NA
E,East Long Lake,1993,242,8/30/93,0.25,2,NA,NA,0.401,33.41666667,NA,NA,NA,NA
E,East Long Lake,1993,242,8/30/93,0.45,3,NA,NA,0.451,37.58333333,NA,NA,NA,NA
E,East Long Lake,1993,242,8/30/93,0.75,4,NA,NA,0.468,39,NA,NA,NA,NA
E,East Long Lake,1993,242,8/30/93,1.05,5,NA,NA,0.517,43.08333333,NA,NA,NA,NA
E,East Long Lake,1993,242,8/30/93,1.95,6,NA,NA,1.187,98.91666667,NA,NA,NA,NA
W,West Long Lake,1993,242,8/30/93,0,1,NA,NA,0.401,33.41666667,NA,NA,NA,NA
W,West Long Lake,1993,242,8/30/93,0.55,2,NA,NA,0.658,54.83333333,NA,NA,NA,NA
W,West Long Lake,1993,242,8/30/93,1.15,3,NA,NA,0.458,38.16666667,NA,NA,NA,NA
W,West Long Lake,1993,242,8/30/93,2,4,NA,NA,0.467,38.91666667,NA,NA,NA,NA
W,West Long Lake,1993,242,8/30/93,2.9,5,NA,NA,0.475,39.58333333,NA,NA,NA,NA
W,West Long Lake,1993,242,8/30/93,4.8,6,NA,NA,3.303,275.25,NA,NA,NA,NA
L,Paul Lake,1993,243,8/31/93,0,1,NA,NA,1.384,115.3333333,332.71,1017.64,NA,NA
L,Paul Lake,1993,243,8/31/93,0.7,2,NA,NA,1.276,106.3333333,NA,NA,NA,NA
L,Paul Lake,1993,243,8/31/93,1.5,3,NA,NA,1.298,108.1666667,NA,NA,NA,NA
L,Paul Lake,1993,243,8/31/93,2.6,4,NA,NA,1.372,114.3333333,NA,NA,NA,NA
L,Paul Lake,1993,243,8/31/93,3.55,5,NA,NA,1.508,125.6666667,NA,NA,NA,NA
L,Paul Lake,1993,243,8/31/93,5.4,6,NA,NA,1.789,149.0833333,NA,NA,NA,NA
R,Peter Lake,1993,243,8/31/93,0,1,NA,NA,1.56,130,328.7,28.07,NA,NA
R,Peter Lake,1993,243,8/31/93,0.8,2,NA,NA,1.619,134.9166667,NA,NA,NA,NA
R,Peter Lake,1993,243,8/31/93,1.7,3,NA,NA,1.554,129.5,NA,NA,NA,NA
R,Peter Lake,1993,243,8/31/93,2.95,4,NA,NA,1.642,136.8333333,NA,NA,NA,NA
R,Peter Lake,1993,243,8/31/93,3.6,5,NA,NA,1.308,109,NA,NA,NA,NA
R,Peter Lake,1993,243,8/31/93,4.8,6,NA,NA,2.868,239,NA,NA,NA,NA
E,East Long Lake,1993,246,9/3/93,0,1,NA,NA,NA,NA,321.11,1472.21,NA,NA
W,West Long Lake,1993,246,9/3/93,0,1,NA,NA,NA,NA,292.26,62.21,NA,NA
E,East Long Lake,1993,249,9/6/93,0,1,NA,NA,1.595,132.9166667,NA,NA,NA,NA
E,East Long Lake,1993,249,9/6/93,0.25,2,NA,NA,1.362,113.5,NA,NA,NA,NA
E,East Long Lake,1993,249,9/6/93,0.45,3,NA,NA,1.405,117.0833333,NA,NA,NA,NA
E,East Long Lake,1993,249,9/6/93,0.75,4,NA,NA,1.403,116.9166667,NA,NA,NA,NA
E,East Long Lake,1993,249,9/6/93,1.1,5,NA,NA,1.455,121.25,NA,NA,NA,NA
E,East Long Lake,1993,249,9/6/93,1.8,6,NA,NA,1.626,135.5,NA,NA,NA,NA
W,West Long Lake,1993,249,9/6/93,0,1,NA,NA,0.362,30.16666667,NA,NA,NA,NA
W,West Long Lake,1993,249,9/6/93,0.4,2,NA,NA,0.421,35.08333333,NA,NA,NA,NA
W,West Long Lake,1993,249,9/6/93,0.75,3,NA,NA,0.403,33.58333333,NA,NA,NA,NA
W,West Long Lake,1993,249,9/6/93,1.2,4,NA,NA,0.552,46,NA,NA,NA,NA
W,West Long Lake,1993,249,9/6/93,1.6,5,NA,NA,0.551,45.91666667,NA,NA,NA,NA
W,West Long Lake,1993,249,9/6/93,2.3,6,NA,NA,0.493,41.08333333,NA,NA,NA,NA
L,Paul Lake,1993,250,9/7/93,Metalimnion,-2,1.12,0.13,NA,NA,NA,NA,4.7,NA
L,Paul Lake,1993,250,9/7/93,Epilimnion,-1,0.68,0.07,NA,NA,NA,NA,5.12,NA
L,Paul Lake,1993,250,9/7/93,0,1,NA,NA,1.55,129.1666667,364.81,1191.69,NA,NA
L,Paul Lake,1993,250,9/7/93,0.85,2,NA,NA,1.538,128.1666667,NA,NA,NA,NA
L,Paul Lake,1993,250,9/7/93,1.8,3,NA,NA,1.513,126.0833333,NA,NA,NA,NA
L,Paul Lake,1993,250,9/7/93,2.9,4,NA,NA,1.565,130.4166667,NA,NA,NA,NA
L,Paul Lake,1993,250,9/7/93,3.9,5,NA,NA,1.77,147.5,NA,NA,NA,NA
L,Paul Lake,1993,250,9/7/93,5.6,6,NA,NA,2.892,241,NA,NA,NA,NA
R,Peter Lake,1993,250,9/7/93,Metalimnion,-2,1.95,0.28,NA,NA,NA,NA,5.74,NA
R,Peter Lake,1993,250,9/7/93,Epilimnion,-1,1.33,0.23,NA,NA,NA,NA,5.69,NA
R,Peter Lake,1993,250,9/7/93,0,1,NA,NA,1.426,118.8333333,342.28,44.37,NA,NA
R,Peter Lake,1993,250,9/7/93,0.6,2,NA,NA,1.427,118.9166667,NA,NA,NA,NA
R,Peter Lake,1993,250,9/7/93,1.25,3,NA,NA,1.499,124.9166667,NA,NA,NA,NA
R,Peter Lake,1993,250,9/7/93,2.2,4,NA,NA,1.548,129,NA,NA,NA,NA
R,Peter Lake,1993,250,9/7/93,3,5,NA,NA,1.579,131.5833333,NA,NA,NA,NA
R,Peter Lake,1993,250,9/7/93,4.8,6,NA,NA,2.339,194.9166667,NA,NA,NA,NA
E,East Long Lake,1993,251,9/8/93,Metalimnion,-2,0.91,0.1,NA,NA,NA,NA,12.97,NA
E,East Long Lake,1993,251,9/8/93,Epilimnion,-1,0.48,0.04,NA,NA,NA,NA,12.71,NA
E,East Long Lake,1993,251,9/8/93,0,1,NA,NA,NA,NA,329.57,2008.11,NA,NA
W,West Long Lake,1993,251,9/8/93,Metalimnion,-2,1.65,0.13,NA,NA,NA,NA,6.36,NA
W,West Long Lake,1993,251,9/8/93,Epilimnion,-1,1.11,0.18,NA,NA,NA,NA,6.81,NA
W,West Long Lake,1993,251,9/8/93,0,1,NA,NA,NA,NA,344.78,58.35,NA,NA
L,Paul Lake,1994,136,5/16/94,Metalimnion,-2,1.17,0.1,NA,NA,NA,NA,5.97,NA
L,Paul Lake,1994,136,5/16/94,Epilimnion,-1,0.74,0.08,NA,NA,NA,NA,12.63,NA
R,Peter Lake,1994,136,5/16/94,Metalimnion,-2,0.95,0.1,NA,NA,NA,NA,4.8,NA
R,Peter Lake,1994,136,5/16/94,Epilimnion,-1,1,0.11,NA,NA,NA,NA,9.8,NA
E,East Long Lake,1994,137,5/17/94,Metalimnion,-2,0.83,0.1,NA,NA,NA,NA,11.33,NA
E,East Long Lake,1994,137,5/17/94,Epilimnion,-1,1.08,0.15,NA,NA,NA,NA,11.18,NA
W,West Long Lake,1994,137,5/17/94,Metalimnion,-2,2.1,0.25,NA,NA,NA,NA,9.33,NA
W,West Long Lake,1994,137,5/17/94,Epilimnion,-1,1.15,0.14,NA,NA,NA,NA,6.9,NA
E,East Long Lake,1994,143,5/23/94,0,1,NA,NA,0.31,25.83333333,NA,NA,NA,NA
E,East Long Lake,1994,143,5/23/94,0.25,2,NA,NA,0.35,29.16666667,NA,NA,NA,NA
E,East Long Lake,1994,143,5/23/94,0.6,3,NA,NA,0.41,34.16666667,NA,NA,NA,NA
E,East Long Lake,1994,143,5/23/94,1,4,NA,NA,0.41,34.16666667,NA,NA,NA,NA
E,East Long Lake,1994,143,5/23/94,1.4,5,NA,NA,0.41,34.16666667,NA,NA,NA,NA
E,East Long Lake,1994,143,5/23/94,2.2,6,NA,NA,0.54,45,NA,NA,NA,NA
W,West Long Lake,1994,144,5/24/94,0,1,NA,NA,0.47,39.16666667,NA,NA,NA,NA
W,West Long Lake,1994,144,5/24/94,0.8,2,NA,NA,0.39,32.5,NA,NA,NA,NA
W,West Long Lake,1994,144,5/24/94,1.4,3,NA,NA,0.42,35,NA,NA,NA,NA
W,West Long Lake,1994,144,5/24/94,2.8,4,NA,NA,0.29,24.16666667,NA,NA,NA,NA
W,West Long Lake,1994,144,5/24/94,3.45,5,NA,NA,0.26,21.66666667,NA,NA,NA,NA
W,West Long Lake,1994,144,5/24/94,5.2,6,NA,NA,0.26,21.66666667,NA,NA,NA,NA
L,Paul Lake,1994,146,5/26/94,0,1,NA,NA,1.29,107.5,NA,NA,NA,NA
L,Paul Lake,1994,146,5/26/94,0.85,2,NA,NA,1.38,115,NA,NA,NA,NA
L,Paul Lake,1994,146,5/26/94,1.6,3,NA,NA,1.42,118.3333333,NA,NA,NA,NA
L,Paul Lake,1994,146,5/26/94,2.8,4,NA,NA,1.12,93.33333333,NA,NA,NA,NA
L,Paul Lake,1994,146,5/26/94,3.6,5,NA,NA,1.22,101.6666667,NA,NA,NA,NA
L,Paul Lake,1994,146,5/26/94,5.1,6,NA,NA,2.01,167.5,NA,NA,NA,NA
E,East Long Lake,1994,150,5/30/94,0,1,NA,NA,0.23,19.16666667,NA,NA,NA,NA
E,East Long Lake,1994,150,5/30/94,0.35,2,NA,NA,0.21,17.5,NA,NA,NA,NA
E,East Long Lake,1994,150,5/30/94,0.65,3,NA,NA,0.22,18.33333333,NA,NA,NA,NA
E,East Long Lake,1994,150,5/30/94,1.1,4,NA,NA,0.26,21.66666667,NA,NA,NA,NA
E,East Long Lake,1994,150,5/30/94,1.5,5,NA,NA,0.27,22.5,NA,NA,NA,NA
E,East Long Lake,1994,150,5/30/94,2.3,6,NA,NA,0.38,31.66666667,NA,NA,NA,NA
R,Peter Lake,1994,150,5/30/94,Metalimnion,-2,0.88,0.12,NA,NA,NA,NA,5.3,NA
R,Peter Lake,1994,150,5/30/94,Epilimnion,-1,0.88,0.12,NA,NA,NA,NA,4.3,NA
E,East Long Lake,1994,151,5/31/94,Metalimnion,-2,1.34,0.19,NA,NA,NA,NA,14.09,NA
E,East Long Lake,1994,151,5/31/94,Epilimnion,-1,0.96,0.12,NA,NA,NA,NA,9.82,NA
W,West Long Lake,1994,151,5/31/94,Metalimnion,-2,1.17,0.14,NA,NA,NA,NA,6.95,NA
W,West Long Lake,1994,151,5/31/94,Epilimnion,-1,0.72,0.1,NA,NA,NA,NA,7.41,NA
W,West Long Lake,1994,151,5/31/94,0,1,NA,NA,0.47,39.16666667,NA,NA,NA,NA
W,West Long Lake,1994,151,5/31/94,1.25,2,NA,NA,0.43,35.83333333,NA,NA,NA,NA
W,West Long Lake,1994,151,5/31/94,1.9,3,NA,NA,0.4,33.33333333,NA,NA,NA,NA
W,West Long Lake,1994,151,5/31/94,3.4,4,NA,NA,0.27,22.5,NA,NA,NA,NA
W,West Long Lake,1994,151,5/31/94,4.1,5,NA,NA,0.25,20.83333333,NA,NA,NA,NA
W,West Long Lake,1994,151,5/31/94,5.1,6,NA,NA,0.29,24.16666667,NA,NA,NA,NA
R,Peter Lake,1994,152,6/1/94,0,1,NA,NA,1.24,103.3333333,320.73,214.85,NA,NA
R,Peter Lake,1994,152,6/1/94,0.85,2,NA,NA,1.23,102.5,NA,NA,NA,NA
R,Peter Lake,1994,152,6/1/94,2,3,NA,NA,1.24,103.3333333,NA,NA,NA,NA
R,Peter Lake,1994,152,6/1/94,3.85,4,NA,NA,1.16,96.66666667,NA,NA,NA,NA
R,Peter Lake,1994,152,6/1/94,4.9,5,NA,NA,1.25,104.1666667,NA,NA,NA,NA
R,Peter Lake,1994,152,6/1/94,6.7,6,NA,NA,2.54,211.6666667,NA,NA,NA,NA
L,Paul Lake,1994,153,6/2/94,0,1,NA,NA,0.84,70,337.62,982.54,NA,NA
L,Paul Lake,1994,153,6/2/94,0.7,2,NA,NA,0.94,78.33333333,NA,NA,NA,NA
L,Paul Lake,1994,153,6/2/94,1.5,3,NA,NA,0.96,80,NA,NA,NA,NA
L,Paul Lake,1994,153,6/2/94,2.5,4,NA,NA,0.9,75,NA,NA,NA,NA
L,Paul Lake,1994,153,6/2/94,3.5,5,NA,NA,1.07,89.16666667,NA,NA,NA,NA
L,Paul Lake,1994,153,6/2/94,5.1,6,NA,NA,2.06,171.6666667,NA,NA,NA,NA
E,East Long Lake,1994,154,6/3/94,0,1,NA,NA,NA,NA,316.51,95.47,NA,NA
T,Tuesday Lake,1994,154,6/3/94,0,1,NA,NA,NA,NA,335.31,559.14,NA,NA
W,West Long Lake,1994,154,6/3/94,0,1,NA,NA,NA,NA,336.21,551.95,NA,NA
E,East Long Lake,1994,157,6/6/94,0,1,NA,NA,0.34,28.33333333,NA,NA,NA,NA
E,East Long Lake,1994,157,6/6/94,0.3,2,NA,NA,0.36,30,NA,NA,NA,NA
E,East Long Lake,1994,157,6/6/94,0.6,3,NA,NA,0.37,30.83333333,NA,NA,NA,NA
E,East Long Lake,1994,157,6/6/94,0.9,4,NA,NA,0.32,26.66666667,NA,NA,NA,NA
E,East Long Lake,1994,157,6/6/94,1.4,5,NA,NA,0.33,27.5,NA,NA,NA,NA
E,East Long Lake,1994,157,6/6/94,2.2,6,NA,NA,0.45,37.5,NA,NA,NA,NA
W,West Long Lake,1994,158,6/7/94,0,1,NA,NA,0.53,44.16666667,NA,NA,NA,NA
W,West Long Lake,1994,158,6/7/94,0.8,2,NA,NA,0.55,45.83333333,NA,NA,NA,NA
W,West Long Lake,1994,158,6/7/94,1.8,3,NA,NA,0.59,49.16666667,NA,NA,NA,NA
W,West Long Lake,1994,158,6/7/94,3.4,4,NA,NA,0.49,40.83333333,NA,NA,NA,NA
W,West Long Lake,1994,158,6/7/94,4.5,5,NA,NA,0.4,33.33333333,NA,NA,NA,NA
W,West Long Lake,1994,158,6/7/94,5.7,6,NA,NA,2.2,183.3333333,NA,NA,NA,NA
R,Peter Lake,1994,159,6/8/94,0,1,NA,NA,1.65,137.5,258.6,92.9,NA,NA
R,Peter Lake,1994,159,6/8/94,0.9,2,NA,NA,1.83,152.5,NA,NA,NA,NA
R,Peter Lake,1994,159,6/8/94,1.8,3,NA,NA,1.83,152.5,NA,NA,NA,NA
R,Peter Lake,1994,159,6/8/94,3,4,NA,NA,1.91,159.1666667,NA,NA,NA,NA
R,Peter Lake,1994,159,6/8/94,4,5,NA,NA,1.84,153.3333333,NA,NA,NA,NA
R,Peter Lake,1994,159,6/8/94,6,6,NA,NA,3.75,312.5,NA,NA,NA,NA
L,Paul Lake,1994,160,6/9/94,0,1,NA,NA,0.92,76.66666667,295.4,582.27,NA,NA
L,Paul Lake,1994,160,6/9/94,0.8,2,NA,NA,0.97,80.83333333,NA,NA,NA,NA
L,Paul Lake,1994,160,6/9/94,1.5,3,NA,NA,1.02,85,NA,NA,NA,NA
L,Paul Lake,1994,160,6/9/94,2.5,4,NA,NA,0.97,80.83333333,NA,NA,NA,NA
L,Paul Lake,1994,160,6/9/94,3.4,5,NA,NA,1.13,94.16666667,NA,NA,NA,NA
L,Paul Lake,1994,160,6/9/94,4.9,6,NA,NA,1.66,138.3333333,NA,NA,NA,NA
E,East Long Lake,1994,161,6/10/94,0,1,NA,NA,NA,NA,264.14,294.23,NA,NA
T,Tuesday Lake,1994,161,6/10/94,0,1,NA,NA,NA,NA,NA,378.91,NA,NA
W,West Long Lake,1994,161,6/10/94,0,1,NA,NA,NA,NA,278.17,450.36,NA,NA
E,East Long Lake,1994,164,6/13/94,0,1,NA,NA,0.46,38.33333333,NA,NA,NA,NA
E,East Long Lake,1994,164,6/13/94,0.4,2,NA,NA,0.45,37.5,NA,NA,NA,NA
E,East Long Lake,1994,164,6/13/94,0.7,3,NA,NA,0.46,38.33333333,NA,NA,NA,NA
E,East Long Lake,1994,164,6/13/94,1.3,4,NA,NA,0.48,40,NA,NA,NA,NA
E,East Long Lake,1994,164,6/13/94,1.6,5,NA,NA,0.5,41.66666667,NA,NA,NA,NA
E,East Long Lake,1994,164,6/13/94,2.5,6,NA,NA,1.03,85.83333333,NA,NA,NA,NA
L,Paul Lake,1994,164,6/13/94,Metalimnion,-2,1.12,0.09,NA,NA,NA,NA,4.07,NA
L,Paul Lake,1994,164,6/13/94,Epilimnion,-1,0.6,0.02,NA,NA,NA,NA,4.63,NA
R,Peter Lake,1994,164,6/13/94,Metalimnion,-2,1.17,0.17,NA,NA,NA,NA,4.88,NA
R,Peter Lake,1994,164,6/13/94,Epilimnion,-1,1.51,0.17,NA,NA,NA,NA,4.91,NA
E,East Long Lake,1994,165,6/14/94,Metalimnion,-2,0.57,0.07,NA,NA,NA,NA,15.03,NA
E,East Long Lake,1994,165,6/14/94,Epilimnion,-1,0.75,0.09,NA,NA,NA,NA,11.5,NA
W,West Long Lake,1994,165,6/14/94,Metalimnion,-2,0.42,0.03,NA,NA,NA,NA,6.82,NA
W,West Long Lake,1994,165,6/14/94,Epilimnion,-1,0.64,0.07,NA,NA,NA,NA,6.32,NA
W,West Long Lake,1994,165,6/14/94,0,1,NA,NA,0.36,30,NA,NA,NA,NA
W,West Long Lake,1994,165,6/14/94,0.75,2,NA,NA,0.36,30,NA,NA,NA,NA
W,West Long Lake,1994,165,6/14/94,1.5,3,NA,NA,0.35,29.16666667,NA,NA,NA,NA
W,West Long Lake,1994,165,6/14/94,3,4,NA,NA,0.4,33.33333333,NA,NA,NA,NA
W,West Long Lake,1994,165,6/14/94,4.1,5,NA,NA,0.41,34.16666667,NA,NA,NA,NA
W,West Long Lake,1994,165,6/14/94,6,6,NA,NA,2.12,176.6666667,NA,NA,NA,NA
