lakeid,lakename,year4,daynum,sampledate,depth_id,depth,tn_ug,tp_ug,nh34,no23,po4,comments
L,Paul Lake,1994,188,7/7/94,1,0,412.669,21.763,16.571,4.681,2.436,
L,Paul Lake,1994,188,7/7/94,2,0.65,367.614,12.547,13.769,3.974,2.682,
L,Paul Lake,1994,188,7/7/94,3,1.4,378.718,10.229,14.092,4.416,2.444,
L,Paul Lake,1994,188,7/7/94,4,2.6,433.643,8.356,12.238,2.91,2.161,
L,Paul Lake,1994,188,7/7/94,5,3.7,368.386,13.441,NA,3.618,1.756,
L,Paul Lake,1994,188,7/7/94,6,5.45,516.309,22.022,4.134,2.018,2.231,
L,Paul Lake,1994,188,7/7/94,7,9,1266.45,43.471,526.306,3.374,11.765,
C,Central Long Lake,1994,189,7/8/94,1,0,735.967,17.972,NA,97.962,2.155,
E,East Long Lake,1994,192,7/11/94,1,0,907.7,24.693,12.276,136.299,2.172,
E,East Long Lake,1994,192,7/11/94,2,0.25,NA,24.994,14.439,135.051,1.934,
E,East Long Lake,1994,192,7/11/94,3,0.45,NA,24.985,12.124,134.879,1.583,
E,East Long Lake,1994,192,7/11/94,4,0.9,942.088,23.579,10.601,134.38,1.186,
E,East Long Lake,1994,192,7/11/94,5,1.3,NA,24.95,8.107,135.26,1.337,
E,East Long Lake,1994,192,7/11/94,6,1.9,NA,28.269,29.009,139.696,1.753,
E,East Long Lake,1994,192,7/11/94,7,12,1616.875,166.582,899.199,5.121,88.295,
W,West Long Lake,1994,193,7/12/94,1,0,957.919,16.83,147.396,97.262,1.525,
W,West Long Lake,1994,193,7/12/94,2,0.8,NA,14.509,135.33,98.423,1.85,
W,West Long Lake,1994,193,7/12/94,3,1.5,NA,13.833,138.496,98.923,1.83,
W,West Long Lake,1994,193,7/12/94,4,2.5,742.818,13.923,146.643,101.73,2.129,
W,West Long Lake,1994,193,7/12/94,5,3,NA,13.32,135.738,97.5,1.184,
W,West Long Lake,1994,193,7/12/94,6,4.7,NA,19.888,160.859,27.983,1.85,
W,West Long Lake,1994,193,7/12/94,7,12,1658.887,88.355,977.801,2.121,16.541,
R,Peter Lake,1994,194,7/13/94,1,0,746.728,19.149,22.593,49.247,0.896,
R,Peter Lake,1994,194,7/13/94,2,0.7,NA,19.171,21.265,48.659,0.786,
R,Peter Lake,1994,194,7/13/94,3,1.5,NA,21.54,16.054,49.336,0.471,
R,Peter Lake,1994,194,7/13/94,4,2.4,681.405,17.33,16.22,42.582,0.763,
R,Peter Lake,1994,194,7/13/94,5,3.3,NA,24.26,86.555,117.287,0.497,
R,Peter Lake,1994,194,7/13/94,6,5.3,NA,20.202,28.435,30.41,1.474,
R,Peter Lake,1994,194,7/13/94,7,12,1749.082,73.676,972.709,3.231,14.157,
L,Paul Lake,1994,195,7/14/94,1,0,402.942,4.501,3.935,2.438,0.823,
L,Paul Lake,1994,195,7/14/94,2,0.8,NA,3.987,3.936,2.481,0.471,
L,Paul Lake,1994,195,7/14/94,3,1.6,NA,4.474,7.097,1.761,0.549,
L,Paul Lake,1994,195,7/14/94,4,2.8,428.125,4.379,9.532,2.173,0.211,
L,Paul Lake,1994,195,7/14/94,5,4,NA,5.134,6.994,1.143,0.465,
L,Paul Lake,1994,195,7/14/94,6,5.6,NA,57.234,8.155,1.828,1.755,
L,Paul Lake,1994,195,7/14/94,7,9,1512.176,53.308,647.873,3.531,14.229,
T,Tuesday Lake,1994,196,7/15/94,1,0,450.242,14.502,2.439,2.6,0.912,
T,Tuesday Lake,1994,196,7/15/94,2,0.4,NA,13.622,3.649,2.915,1.027,
T,Tuesday Lake,1994,196,7/15/94,3,1,NA,13.177,3.785,0,0.524,
T,Tuesday Lake,1994,196,7/15/94,4,1.9,446.351,14.726,5.543,0.98,0.667,
T,Tuesday Lake,1994,196,7/15/94,5,2.4,NA,14.769,7.685,1.814,0.928,
T,Tuesday Lake,1994,196,7/15/94,6,3.4,NA,13.196,5.418,2.376,1.175,
E,East Long Lake,1994,199,7/18/94,1,0,880.044,21.491,48.906,144.414,3.019,
E,East Long Lake,1994,199,7/18/94,2,0.3,NA,20.635,45.785,143.548,1.958,
E,East Long Lake,1994,199,7/18/94,3,0.6,NA,20.711,46.296,143.857,2.123,
E,East Long Lake,1994,199,7/18/94,4,1,1338.483,22.746,46.072,144.177,2.722,
E,East Long Lake,1994,199,7/18/94,5,1.4,NA,21.688,48.4,143.041,4.074,
E,East Long Lake,1994,199,7/18/94,6,2.2,NA,23.525,202.805,215.112,2.679,
E,East Long Lake,1994,199,7/18/94,7,12,1707.908,153.703,825.105,15.114,54.598,
W,West Long Lake,1994,200,7/19/94,1,0,1161.23,20.22,133.506,111.79,2.298,
W,West Long Lake,1994,200,7/19/94,2,0.7,NA,23.932,130.28,108.141,2.481,
W,West Long Lake,1994,200,7/19/94,3,1.55,NA,23.731,130.354,109.024,2.909,
W,West Long Lake,1994,200,7/19/94,4,2.55,1010.742,19.43,144.464,114.441,2.785,
W,West Long Lake,1994,200,7/19/94,5,3.3,NA,58.347,524.111,413.096,NA,
W,West Long Lake,1994,200,7/19/94,6,5.1,NA,67.666,243.067,70.466,4.082,
W,West Long Lake,1994,200,7/19/94,7,12,1846.221,106.062,1090.684,1.617,49.846,
R,Peter Lake,1994,201,7/20/94,1,0,699.476,23.381,8.049,0.421,2.279,
R,Peter Lake,1994,201,7/20/94,2,0.7,NA,25.157,5.779,1.703,2.448,
R,Peter Lake,1994,201,7/20/94,3,1.4,NA,22.986,5.247,0.449,2.86,
R,Peter Lake,1994,201,7/20/94,4,2.3,644.343,23.971,8.808,0.089,2.961,
R,Peter Lake,1994,201,7/20/94,5,2.8,NA,29.276,8.156,16.359,2.169,
R,Peter Lake,1994,201,7/20/94,6,4.4,NA,26.497,28.853,4.455,3.318,
R,Peter Lake,1994,201,7/20/94,7,12,1791.754,79.531,1015.174,1.919,14.097,
L,Paul Lake,1994,202,7/21/94,1,0,387.608,11.473,5.831,4.901,1.604,
L,Paul Lake,1994,202,7/21/94,2,0.7,NA,9.539,7.243,4.52,2.792,
L,Paul Lake,1994,202,7/21/94,3,1.45,NA,10.804,5.834,4.244,2.396,
L,Paul Lake,1994,202,7/21/94,4,2.55,460.376,9.125,5.628,3.19,2.611,
L,Paul Lake,1994,202,7/21/94,5,3.8,NA,10.511,3.165,1.681,2.362,
L,Paul Lake,1994,202,7/21/94,6,5.6,NA,28.578,8.09,1.472,2.301,
L,Paul Lake,1994,202,7/21/94,7,9,1230.419,56.775,571.083,3.376,16.442,
C,Central Long Lake,1994,203,7/22/94,1,0,799.292,20.43,106.271,120.824,1.693,
E,East Long Lake,1994,206,7/25/94,1,0,815.852,15.436,113.908,174.352,3.843,
E,East Long Lake,1994,206,7/25/94,2,0.35,NA,26.212,112.778,172.977,3.153,
E,East Long Lake,1994,206,7/25/94,3,0.65,NA,17.096,120.387,176.496,3.719,
E,East Long Lake,1994,206,7/25/94,4,1.2,1555.623,18.265,112.588,170.227,3.341,
E,East Long Lake,1994,206,7/25/94,5,1.5,NA,22.052,109.494,169.537,3.008,
E,East Long Lake,1994,206,7/25/94,6,2.4,NA,25.253,320.756,232.132,3.96,
E,East Long Lake,1994,206,7/25/94,7,12,1668.026,179.919,955.368,2.065,101.72,
W,West Long Lake,1994,207,7/26/94,1,0,991.104,20.54,133.304,121.23,2.881,
W,West Long Lake,1994,207,7/26/94,2,0.4,NA,20.045,137.804,119.128,2.83,
W,West Long Lake,1994,207,7/26/94,3,0.955,NA,19.367,139.001,117.008,2.929,
W,West Long Lake,1994,207,7/26/94,4,1.9,947.324,18.26,134.55,117.299,2.334,
W,West Long Lake,1994,207,7/26/94,5,2.555,NA,19.613,138.555,117.261,2.505,
W,West Long Lake,1994,207,7/26/94,6,4.2,NA,90.783,182.53,47.187,4.578,
W,West Long Lake,1994,207,7/26/94,7,12,1796.828,118.343,1140.264,4.285,46.259,
R,Peter Lake,1994,208,7/27/94,1,0,779.086,21.692,7.239,3.69,2.633,
R,Peter Lake,1994,208,7/27/94,2,0.7,NA,23.575,7.525,3.861,1.79,
R,Peter Lake,1994,208,7/27/94,3,1.4,NA,23.126,4.499,3.765,1.888,
R,Peter Lake,1994,208,7/27/94,4,2.3,694.066,22.494,6.035,2.095,2.208,
R,Peter Lake,1994,208,7/27/94,5,3.1,NA,23.47,5.866,2.441,1.703,
R,Peter Lake,1994,208,7/27/94,6,4.9,NA,22.764,35.749,8.157,1.742,
R,Peter Lake,1994,208,7/27/94,7,12,1677.711,80.488,1106.173,2.468,17.117,
L,Paul Lake,1994,209,7/28/94,1,0,375.783,7.527,3.008,2.37,3.708,
L,Paul Lake,1994,209,7/28/94,2,0.6,NA,8.2,2.588,1.929,2.739,
L,Paul Lake,1994,209,7/28/94,3,1.4,NA,9.135,3.388,1.898,1.714,
L,Paul Lake,1994,209,7/28/94,4,2.45,387.954,7.861,6.023,1.868,1.292,
L,Paul Lake,1994,209,7/28/94,5,3.55,NA,9.588,7.499,2.482,1.844,
L,Paul Lake,1994,209,7/28/94,6,5.5,NA,25.787,6.777,2.02,2.69,
L,Paul Lake,1994,209,7/28/94,7,9,1746.028,86.729,867.249,4.261,17.268,
T,Tuesday Lake,1994,210,7/29/94,1,0,464.449,15.546,2.809,2.165,2.713,
T,Tuesday Lake,1994,210,7/29/94,2,0.4,NA,14.286,5.223,1.835,1.219,
T,Tuesday Lake,1994,210,7/29/94,3,1.1,NA,17.772,3.263,2.257,1.172,
T,Tuesday Lake,1994,210,7/29/94,4,1.9,481.252,19.465,3.51,2.153,1.812,
T,Tuesday Lake,1994,210,7/29/94,5,2.5,NA,15.328,2.653,2.167,2.526,
T,Tuesday Lake,1994,210,7/29/94,6,3.75,NA,14.588,9.5,2.816,1.856,
E,East Long Lake,1994,213,8/1/94,1,0,876.195,20.045,114.679,185.206,1.309,
E,East Long Lake,1994,213,8/1/94,2,0.35,NA,22.9,110.905,183.754,1.125,
E,East Long Lake,1994,213,8/1/94,3,0.65,NA,17.675,113.51,184.333,3.327,
E,East Long Lake,1994,213,8/1/94,4,1.2,1437.993,19.573,112.902,183.336,1.957,
E,East Long Lake,1994,213,8/1/94,5,1.6,NA,18.292,112.804,182.89,1.783,
E,East Long Lake,1994,213,8/1/94,6,2.6,NA,22.642,412.65,240.278,3.73,
E,East Long Lake,1994,213,8/1/94,7,12,1662.385,175.4,931.414,3.678,81.474,
W,West Long Lake,1994,214,8/2/94,1,0,1250.195,23.625,136.113,126.278,0.967,
W,West Long Lake,1994,214,8/2/94,2,0.5,NA,25.138,139.404,124.946,1.631,
W,West Long Lake,1994,214,8/2/94,3,1.1,NA,23.257,135.629,124.224,1.688,
W,West Long Lake,1994,214,8/2/94,4,1.8,926.733,26.099,139.783,123.794,0.808,
W,West Long Lake,1994,214,8/2/94,5,2.5,NA,23.248,151.958,124.805,1.819,
W,West Long Lake,1994,214,8/2/94,6,4.3,NA,27.363,238.949,56.194,2.372,
W,West Long Lake,1994,214,8/2/94,7,12,1857.93,123.402,1191.716,3.779,63.094,
R,Peter Lake,1994,215,8/3/94,1,0,814.424,24.463,3.017,2.053,0.65,
R,Peter Lake,1994,215,8/3/94,2,0.7,NA,27.793,2.444,1.566,0.193,
R,Peter Lake,1994,215,8/3/94,3,1.4,NA,28.416,3.71,1.572,0.571,
R,Peter Lake,1994,215,8/3/94,4,2.4,612.665,28.13,2.209,1.958,0.834,
R,Peter Lake,1994,215,8/3/94,5,3,NA,25.348,116.214,52.66,0.921,
R,Peter Lake,1994,215,8/3/94,6,5.1,NA,23.534,46.71,13.338,0.55,
R,Peter Lake,1994,215,8/3/94,7,12,2112.138,120.402,1481.308,2.942,30.83,
L,Paul Lake,1994,216,8/4/94,1,0,499.251,9.512,9.548,2.125,0.466,
L,Paul Lake,1994,216,8/4/94,2,0.65,NA,7.916,5.094,2.453,0.858,
L,Paul Lake,1994,216,8/4/94,3,1.4,NA,8.088,10.198,2.101,0.306,
L,Paul Lake,1994,216,8/4/94,4,2.7,477.829,16.304,6.172,2.291,0.34,
L,Paul Lake,1994,216,8/4/94,5,3.75,NA,11.057,4.31,2.069,0.845,
L,Paul Lake,1994,216,8/4/94,6,5.6,NA,26.608,0.163,2.438,1.369,
L,Paul Lake,1994,216,8/4/94,7,9,1280.211,63.925,480.199,4.066,12.658,
C,Central Long Lake,1994,217,8/5/94,1,0,891.035,21.078,193.131,130.911,0.44,
E,East Long Lake,1994,220,8/8/94,1,0,977.386,20.45,121.247,215.351,2.324,
E,East Long Lake,1994,220,8/8/94,2,0.325,NA,19.836,125.839,212.507,1.84,
E,East Long Lake,1994,220,8/8/94,3,0.7,NA,22.428,119.376,211.997,2.461,
E,East Long Lake,1994,220,8/8/94,4,1.25,1069.397,20.598,120.001,211.078,1.866,
E,East Long Lake,1994,220,8/8/94,5,1.6,NA,21.117,116.816,211.235,1.74,
E,East Long Lake,1994,220,8/8/94,6,2.5,NA,21.84,182.135,226.432,3.372,
E,East Long Lake,1994,220,8/8/94,7,12,1707.574,178.345,955.442,5.513,95.004,
W,West Long Lake,1994,221,8/9/94,1,0,1342.33,21.268,286.977,165.172,2.115,
W,West Long Lake,1994,221,8/9/94,2,0.55,NA,23.497,285.033,171.651,2.829,
W,West Long Lake,1994,221,8/9/94,3,1.1,NA,22.522,284.769,171.195,2.87,
W,West Long Lake,1994,221,8/9/94,4,1.9,1272.018,21.041,288.334,169.618,2.617,
W,West Long Lake,1994,221,8/9/94,5,2.4,NA,21.15,287.451,170.319,3.026,
W,West Long Lake,1994,221,8/9/94,6,3.9,NA,26.74,382.781,150.18,2.617,
W,West Long Lake,1994,221,8/9/94,7,12,1994.893,130.878,1251.589,2.87,56.606,
R,Peter Lake,1994,222,8/10/94,1,0,833.706,36.581,86.092,34.278,0.828,
R,Peter Lake,1994,222,8/10/94,2,0.6,NA,25.169,87.02,35.867,2.264,
R,Peter Lake,1994,222,8/10/94,3,1.5,NA,25.097,85.987,34.007,0.869,
R,Peter Lake,1994,222,8/10/94,4,2.6,1101.843,23.233,89.3,34.147,1.122,
R,Peter Lake,1994,222,8/10/94,5,3.5,NA,NA,NA,NA,NA,
R,Peter Lake,1994,222,8/10/94,6,5.2,NA,29.4,103.328,31.561,1.38,
R,Peter Lake,1994,222,8/10/94,7,12,1982.774,106.983,1226.154,3.203,16.303,
L,Paul Lake,1994,223,8/11/94,1,0,498.227,7.43,5.12,2.739,1.299,
L,Paul Lake,1994,223,8/11/94,2,0.75,NA,7.732,4.501,1.275,0.403,
L,Paul Lake,1994,223,8/11/94,3,1.5,NA,9.915,2.926,1.115,0.712,
L,Paul Lake,1994,223,8/11/94,4,2.7,416.692,9.199,6.34,1.539,0.242,
L,Paul Lake,1994,223,8/11/94,5,3.5,NA,16.05,8.769,3.446,1.563,
L,Paul Lake,1994,223,8/11/94,6,5.2,NA,17.918,7.878,1.334,0.93,
L,Paul Lake,1994,223,8/11/94,7,9,1499.438,78.664,702.932,8.05,24.332,
T,Tuesday Lake,1994,224,8/12/94,1,0,474.994,14.492,3.666,3.492,0.826,
T,Tuesday Lake,1994,224,8/12/94,2,0.7,NA,15.212,6.615,2.902,1.054,
T,Tuesday Lake,1994,224,8/12/94,3,1.25,NA,14.385,10.042,5.666,0.933,
T,Tuesday Lake,1994,224,8/12/94,4,2.1,468.909,14.902,10.246,3.473,1.242,
T,Tuesday Lake,1994,224,8/12/94,5,2.8,NA,13.549,7.779,3.129,1.071,
T,Tuesday Lake,1994,224,8/12/94,6,4.1,NA,17.216,2.362,3.495,1.642,
E,East Long Lake,1994,227,8/15/94,1,0,1080.365,33.942,149.908,230.087,2.783,
E,East Long Lake,1994,227,8/15/94,2,0.2,NA,23.228,150.813,229.423,2.816,
E,East Long Lake,1994,227,8/15/94,3,0.6,NA,46.137,152.518,228.366,2.889,
E,East Long Lake,1994,227,8/15/94,4,1.1,1067.786,23.461,154.606,227.187,1.979,
E,East Long Lake,1994,227,8/15/94,5,1.4,NA,24.991,152.341,226.932,1.928,
E,East Long Lake,1994,227,8/15/94,6,2.4,NA,29.759,155.474,230.653,2.479,
E,East Long Lake,1994,227,8/15/94,7,12,1575.196,181.769,917.71,7.749,101.492,
W,West Long Lake,1994,228,8/16/94,1,0,NA,35.982,332.121,181.2,3.437,
W,West Long Lake,1994,228,8/16/94,2,0.3,NA,40.045,296.924,180.339,3.934,
W,West Long Lake,1994,228,8/16/94,3,0.5,NA,38.995,297.791,180.291,3.298,
W,West Long Lake,1994,228,8/16/94,4,0.9,1297.403,37.107,285.085,185.209,2.945,
W,West Long Lake,1994,228,8/16/94,5,1.6,NA,27.069,317.695,180.995,2.441,
W,West Long Lake,1994,228,8/16/94,6,3.7,NA,19.335,339.477,186.493,3.095,
W,West Long Lake,1994,228,8/16/94,7,12,2029.099,134.189,1206.832,5.209,58.76,
R,Peter Lake,1994,229,8/17/94,1,0,807.511,16.842,94.697,49.864,2.063,
R,Peter Lake,1994,229,8/17/94,2,0.9,NA,20.251,92.695,47.891,1.868,
R,Peter Lake,1994,229,8/17/94,3,2,NA,19.461,95.432,48.467,1.731,
R,Peter Lake,1994,229,8/17/94,4,3.9,2207.813,26.471,252.898,187.383,2.919,
R,Peter Lake,1994,229,8/17/94,5,4.4,NA,41.24,535.324,463.18,NA,
R,Peter Lake,1994,229,8/17/94,6,6.2,NA,32.234,67.28,41.748,2.378,
R,Peter Lake,1994,229,8/17/94,7,12,1999.095,130.118,1463.125,1.684,26.047,
L,Paul Lake,1994,230,8/18/94,1,0,408.059,10.515,9.403,1.428,1.523,
L,Paul Lake,1994,230,8/18/94,2,0.9,NA,9.55,8.903,2.091,1.099,
L,Paul Lake,1994,230,8/18/94,3,1.8,NA,8.698,7.989,2.306,1.279,
L,Paul Lake,1994,230,8/18/94,4,3.1,376.145,8.687,11.469,3.859,1.18,
L,Paul Lake,1994,230,8/18/94,5,4.1,NA,10.873,4.523,2.518,0.532,
L,Paul Lake,1994,230,8/18/94,6,5.7,NA,17.993,12.295,3.641,1.634,
L,Paul Lake,1994,230,8/18/94,7,9,1501.428,88.61,797.458,8.906,25.175,
C,Central Long Lake,1994,231,8/19/94,1,0,802.309,20.449,130.076,156.78,2.349,
E,East Long Lake,1994,234,8/22/94,1,0,1056.517,24.365,152.448,237.179,2.533,
E,East Long Lake,1994,234,8/22/94,2,0.25,NA,25.845,152.317,234.411,2.582,
E,East Long Lake,1994,234,8/22/94,3,0.6,NA,25.475,148.81,235.424,2.913,
E,East Long Lake,1994,234,8/22/94,4,1,1166.977,26.026,154.84,234.871,3.033,
E,East Long Lake,1994,234,8/22/94,5,1.45,NA,21.744,150.749,234.084,2.664,
E,East Long Lake,1994,234,8/22/94,6,2.4,NA,20.928,204.251,241.696,2.676,
E,East Long Lake,1994,234,8/22/94,7,12,1758.808,185.318,983.817,9.924,104.604,
W,West Long Lake,1994,235,8/23/94,1,0,NA,18.786,424.993,181.907,2.152,
W,West Long Lake,1994,235,8/23/94,2,0.5,NA,20.371,418.925,180.743,3.502,
W,West Long Lake,1994,235,8/23/94,3,1.5,NA,19.389,424.576,179.523,2.813,
W,West Long Lake,1994,235,8/23/94,4,2.3,1390.141,18.229,434.66,178.917,3.503,
W,West Long Lake,1994,235,8/23/94,5,3.1,NA,19.221,441.687,207.173,2.576,
W,West Long Lake,1994,235,8/23/94,6,5.1,NA,50.22,540.565,102.315,7.899,
W,West Long Lake,1994,235,8/23/94,7,12,1965.998,142.951,1334.494,6.902,57.787,
R,Peter Lake,1994,236,8/24/94,1,0,653.576,22.552,77.811,59.668,2.403,
R,Peter Lake,1994,236,8/24/94,2,0.95,NA,16.167,80.63,59.492,1.254,
R,Peter Lake,1994,236,8/24/94,3,2.1,NA,21.674,NA,NA,NA,
R,Peter Lake,1994,236,8/24/94,4,3.6,906.888,38.866,89.282,62.56,2.359,
R,Peter Lake,1994,236,8/24/94,5,4.6,NA,18.216,145.304,81.44,2.628,
R,Peter Lake,1994,236,8/24/94,6,6.4,NA,32.076,39.035,4.389,3.288,
R,Peter Lake,1994,236,8/24/94,7,12,1830.455,107.686,1118.725,3.892,20.141,
L,Paul Lake,1994,237,8/25/94,1,0,424.318,8.694,9.775,2.348,0.729,
L,Paul Lake,1994,237,8/25/94,2,0.7,NA,13.414,8.322,2.026,1.076,
L,Paul Lake,1994,237,8/25/94,3,1.5,NA,9.276,7.235,1.393,1.489,
L,Paul Lake,1994,237,8/25/94,4,2.7,412.936,9.961,11.167,11.848,1.214,
L,Paul Lake,1994,237,8/25/94,5,4.6,NA,12.601,15.415,5.404,1.025,
L,Paul Lake,1994,237,8/25/94,6,5.25,NA,18.717,8.671,7.727,1.986,
L,Paul Lake,1994,237,8/25/94,7,9,624.987,48.894,NA,1.978,3.045,
T,Tuesday Lake,1994,238,8/26/94,1,0,434.383,18.663,8.184,2.736,0.478,
T,Tuesday Lake,1994,238,8/26/94,2,0.6,NA,18.632,7.401,4.613,1.604,
T,Tuesday Lake,1994,238,8/26/94,3,1.2,NA,18.055,9.114,3.194,0.993,
T,Tuesday Lake,1994,238,8/26/94,4,2.1,430.923,13.241,8.198,2.388,1.102,
T,Tuesday Lake,1994,238,8/26/94,5,2.9,NA,13.861,13.063,3.849,1.746,
T,Tuesday Lake,1994,238,8/26/94,6,4.2,NA,17.613,9.674,3.261,1.32,
E,East Long Lake,1994,241,8/29/94,1,0,907.374,20.554,222.544,257.112,4.213,
E,East Long Lake,1994,241,8/29/94,2,0.25,906.191,19.195,220.034,255.346,5.119,
E,East Long Lake,1994,241,8/29/94,3,1.7,850.79,28.009,219.592,254.821,3.734,
E,East Long Lake,1994,241,8/29/94,4,1.25,906.927,18.718,221.694,254.638,3.675,
E,East Long Lake,1994,241,8/29/94,5,1.6,953.958,23.264,220.054,254.291,3.967,
E,East Long Lake,1994,241,8/29/94,6,2.5,995.558,53.283,222.907,253.586,3.364,
E,East Long Lake,1994,241,8/29/94,7,12,1552.877,170.141,782.452,15.445,95.273,
W,West Long Lake,1994,242,8/30/94,1,0,1277.132,NA,407.306,188.87,1.746,
W,West Long Lake,1994,242,8/30/94,2,0.7,1193.851,20.142,400.589,185.911,1.468,
W,West Long Lake,1994,242,8/30/94,3,1.4,1243.83,21.185,398.095,186.416,1.367,
W,West Long Lake,1994,242,8/30/94,4,2.5,1236.967,20.801,398.485,185.684,0.525,
W,West Long Lake,1994,242,8/30/94,5,3.4,1295.339,21.347,404.103,187.525,0.953,
W,West Long Lake,1994,242,8/30/94,6,4.9,1249.974,31.389,515.451,109.569,3.35,
W,West Long Lake,1994,242,8/30/94,7,12,2048.459,165.943,1412.921,4.747,35.158,
R,Peter Lake,1994,243,8/31/94,1,0,747.822,14.551,111.259,91.963,1.779,
R,Peter Lake,1994,243,8/31/94,2,0.8,693.484,13.177,112.665,90.478,3.126,
R,Peter Lake,1994,243,8/31/94,3,1.8,698.743,11.195,107.145,90.724,1.089,
R,Peter Lake,1994,243,8/31/94,4,3.5,811.686,17.427,113.816,91.626,1.789,
R,Peter Lake,1994,243,8/31/94,5,4.5,724.417,21.12,112.179,54.371,2.795,
R,Peter Lake,1994,243,8/31/94,6,6.4,708.389,58.019,116.256,15.894,2.747,
R,Peter Lake,1994,243,8/31/94,7,12,1977.114,116.681,1346.894,2.565,27.935,
L,Paul Lake,1994,244,9/1/94,1,0,437.397,10.192,13.376,5.957,0.836,
L,Paul Lake,1994,244,9/1/94,2,0.6,417.181,16.929,14.116,5.294,1.237,
L,Paul Lake,1994,244,9/1/94,3,1.45,414.399,13.198,11.838,5.764,1.284,
L,Paul Lake,1994,244,9/1/94,4,2.6,397.987,7.886,15.451,6.031,0,
L,Paul Lake,1994,244,9/1/94,5,3.5,404.947,27.089,16.964,5.706,0.48,
L,Paul Lake,1994,244,9/1/94,6,5.3,436.277,19.287,10.243,3.165,5.926,
L,Paul Lake,1994,244,9/1/94,7,9,1731.454,92.01,883.348,5.38,23.173,
C,Central Long Lake,1994,245,9/2/94,1,0,953.063,15.166,249.978,169.274,1.725,
T,Tuesday Lake,1994,245,9/2/94,1,0,474.832,9.99,4.361,2.017,0.593,
T,Tuesday Lake,1994,245,9/2/94,2,0.6,463.284,12.804,2.211,1.522,0.602,
T,Tuesday Lake,1994,245,9/2/94,3,1,460.926,12.361,1.822,2.366,1.369,
T,Tuesday Lake,1994,245,9/2/94,4,1.7,495.337,12.794,1.198,2.268,1.778,
T,Tuesday Lake,1994,245,9/2/94,5,2.3,480.521,11.075,0,1.552,1.323,
T,Tuesday Lake,1994,245,9/2/94,6,3.7,498.232,14.125,0,2.02,0.762,
E,East Long Lake,1994,248,9/5/94,1,0,1133.331,22.52,252.781,256.229,1.182,
E,East Long Lake,1994,248,9/5/94,2,0.3,NA,24.912,253.594,255.471,1.675,
E,East Long Lake,1994,248,9/5/94,3,0.65,NA,21.853,254.842,255.628,2.678,
E,East Long Lake,1994,248,9/5/94,4,1,1189.995,30.1,256.959,256.157,2.752,
E,East Long Lake,1994,248,9/5/94,5,1.5,NA,20.498,256.597,256.681,3.571,
E,East Long Lake,1994,248,9/5/94,6,2.5,NA,22.08,249.037,256.179,3.73,
E,East Long Lake,1994,248,9/5/94,7,12,2011.558,212.454,1090.567,5.629,111.256,
W,West Long Lake,1994,248,9/5/94,1,0,1500,22.294,440.277,212.078,2.05,
W,West Long Lake,1994,248,9/5/94,2,0.6,NA,28.063,461.029,211.377,2.847,
W,West Long Lake,1994,248,9/5/94,3,1.25,NA,24.375,441.329,210.911,1.352,
W,West Long Lake,1994,248,9/5/94,4,2.2,1483.605,23.752,457.393,210.765,3.402,
W,West Long Lake,1994,248,9/5/94,5,3,NA,26.937,444.319,211.372,3.494,
W,West Long Lake,1994,248,9/5/94,6,4.7,NA,67.657,650.193,21.039,7.55,
W,West Long Lake,1994,248,9/5/94,7,12,2329.901,156.492,1452.774,8.222,64.454,
L,Paul Lake,1994,249,9/6/94,1,0,557.812,16.281,10.272,4.39,0.467,
L,Paul Lake,1994,249,9/6/94,2,0.7,NA,11.773,9.379,4.305,0.103,
L,Paul Lake,1994,249,9/6/94,3,1.5,NA,15.104,9.946,4.194,1.057,
L,Paul Lake,1994,249,9/6/94,4,2.8,414.985,15.995,4.736,3.587,0.246,
L,Paul Lake,1994,249,9/6/94,5,4,NA,13.053,4.641,4.109,0.799,
L,Paul Lake,1994,249,9/6/94,6,5.7,NA,61.705,4.993,2.57,1.463,
L,Paul Lake,1994,249,9/6/94,7,9,1701.368,123.29,831.338,16.268,10.59,
R,Peter Lake,1994,249,9/6/94,1,0,680.558,16.281,116.107,99.193,1.133,
R,Peter Lake,1994,249,9/6/94,2,0.8,NA,11.773,109.624,98.463,0.194,
R,Peter Lake,1994,249,9/6/94,3,1.9,NA,15.104,112.219,98.589,1.924,
R,Peter Lake,1994,249,9/6/94,4,3.4,834.523,15.995,116.655,98.708,2.175,
R,Peter Lake,1994,249,9/6/94,5,4.5,NA,13.053,162.229,101.747,0,
R,Peter Lake,1994,249,9/6/94,6,6.7,NA,61.705,25.696,5.111,2.657,
R,Peter Lake,1994,249,9/6/94,7,12,2126.636,123.29,1490.035,9.556,16.866,
E,East Long Lake,1995,142,5/22/95,1,0,813.526,45.57,10.928,5.778,5.794,
E,East Long Lake,1995,142,5/22/95,2,0.25,841.389,44.62,10.712,7.8,3.536,
E,East Long Lake,1995,142,5/22/95,3,0.4,809.325,43.24,7.819,6.343,3.526,
E,East Long Lake,1995,142,5/22/95,4,0.7,840.664,43.222,8.461,6.421,1.142,
E,East Long Lake,1995,142,5/22/95,5,0.85,784.558,45.712,5.172,5.432,2.106,
E,East Long Lake,1995,142,5/22/95,6,1.45,761.3,27.004,7.671,5.515,2.118,
E,East Long Lake,1995,142,5/22/95,7,12,1200.382,148.038,533.174,22.588,73.593,
