Rainfall - (MM), Year, Statistics, Country, ISO3
257.315, 1951, Mar Average, Brazil, BRA
165.978, 1951, Apr Average, Brazil, BRA
135.087, 1951, May Average, Brazil, BRA
79.1211, 1951, Jun Average, Brazil, BRA
51.3739, 1951, Jul Average, Brazil, BRA
40.7033, 1951, Aug Average, Brazil, BRA
59.8072, 1951, Sep Average, Brazil, BRA
117.59, 1951, Oct Average, Brazil, BRA
137.762, 1951, Nov Average, Brazil, BRA
180.624, 1951, Dec Average, Brazil, BRA
193.57, 1952, Jan Average, Brazil, BRA
228.959, 1952, Feb Average, Brazil, BRA
248.55, 1952, Mar Average, Brazil, BRA
170.651, 1952, Apr Average, Brazil, BRA
121.009, 1952, May Average, Brazil, BRA
71.0081, 1952, Jun Average, Brazil, BRA
55.0985, 1952, Jul Average, Brazil, BRA
51.3279, 1952, Aug Average, Brazil, BRA
71.5695, 1952, Sep Average, Brazil, BRA
106.59, 1952, Oct Average, Brazil, BRA
136.843, 1952, Nov Average, Brazil, BRA
220.869, 1952, Dec Average, Brazil, BRA
188.863, 1953, Jan Average, Brazil, BRA
218.102, 1953, Feb Average, Brazil, BRA
240.863, 1953, Mar Average, Brazil, BRA
183.978, 1953, Apr Average, Brazil, BRA
115.422, 1953, May Average, Brazil, BRA
65.2116, 1953, Jun Average, Brazil, BRA
69.7892, 1953, Jul Average, Brazil, BRA
43.036, 1953, Aug Average, Brazil, BRA
98.1056, 1953, Sep Average, Brazil, BRA
127.225, 1953, Oct Average, Brazil, BRA
155.523, 1953, Nov Average, Brazil, BRA
225.98, 1953, Dec Average, Brazil, BRA
180.059, 1954, Jan Average, Brazil, BRA
223.209, 1954, Feb Average, Brazil, BRA
255.317, 1954, Mar Average, Brazil, BRA
166.803, 1954, Apr Average, Brazil, BRA
130.402, 1954, May Average, Brazil, BRA
92.1251, 1954, Jun Average, Brazil, BRA
61.1217, 1954, Jul Average, Brazil, BRA
42.6226, 1954, Aug Average, Brazil, BRA
65.5058, 1954, Sep Average, Brazil, BRA
99.6538, 1954, Oct Average, Brazil, BRA
172.788, 1954, Nov Average, Brazil, BRA
184.732, 1954, Dec Average, Brazil, BRA
247.521, 1955, Jan Average, Brazil, BRA
201.658, 1955, Feb Average, Brazil, BRA
251.487, 1955, Mar Average, Brazil, BRA
191.086, 1955, Apr Average, Brazil, BRA
127.321, 1955, May Average, Brazil, BRA
75.9681, 1955, Jun Average, Brazil, BRA
72.2862, 1955, Jul Average, Brazil, BRA
43.4892, 1955, Aug Average, Brazil, BRA
60.1339, 1955, Sep Average, Brazil, BRA
113.913, 1955, Oct Average, Brazil, BRA
158.437, 1955, Nov Average, Brazil, BRA
218.398, 1955, Dec Average, Brazil, BRA
192.001, 1956, Jan Average, Brazil, BRA
235.367, 1956, Feb Average, Brazil, BRA
237.087, 1956, Mar Average, Brazil, BRA
209.533, 1956, Apr Average, Brazil, BRA
153.325, 1956, May Average, Brazil, BRA
98.349, 1956, Jun Average, Brazil, BRA
69.3808, 1956, Jul Average, Brazil, BRA
71.0573, 1956, Aug Average, Brazil, BRA
67.4366, 1956, Sep Average, Brazil, BRA
136.577, 1956, Oct Average, Brazil, BRA
195.128, 1956, Nov Average, Brazil, BRA
208.856, 1956, Dec Average, Brazil, BRA
246.102, 1957, Jan Average, Brazil, BRA
209.226, 1957, Feb Average, Brazil, BRA
245.685, 1957, Mar Average, Brazil, BRA
215.157, 1957, Apr Average, Brazil, BRA
125.067, 1957, May Average, Brazil, BRA
77.6312, 1957, Jun Average, Brazil, BRA
60.7454, 1957, Jul Average, Brazil, BRA
55.9993, 1957, Aug Average, Brazil, BRA
86.1582, 1957, Sep Average, Brazil, BRA
101.826, 1957, Oct Average, Brazil, BRA
149.61, 1957, Nov Average, Brazil, BRA
176.261, 1957, Dec Average, Brazil, BRA
245.781, 1958, Jan Average, Brazil, BRA
209.112, 1958, Feb Average, Brazil, BRA
226.109, 1958, Mar Average, Brazil, BRA
186.188, 1958, Apr Average, Brazil, BRA
107.986, 1958, May Average, Brazil, BRA
58.8831, 1958, Jun Average, Brazil, BRA
59.6814, 1958, Jul Average, Brazil, BRA
40.4228, 1958, Aug Average, Brazil, BRA
66.1156, 1958, Sep Average, Brazil, BRA
123.068, 1958, Oct Average, Brazil, BRA
148.24, 1958, Nov Average, Brazil, BRA
213.715, 1958, Dec Average, Brazil, BRA
232.027, 1959, Jan Average, Brazil, BRA
209.172, 1959, Feb Average, Brazil, BRA
257.512, 1959, Mar Average, Brazil, BRA
158.023, 1959, Apr Average, Brazil, BRA
112.398, 1959, May Average, Brazil, BRA
100.194, 1959, Jun Average, Brazil, BRA
65.8361, 1959, Jul Average, Brazil, BRA
61.3818, 1959, Aug Average, Brazil, BRA
59.6501, 1959, Sep Average, Brazil, BRA
111.062, 1959, Oct Average, Brazil, BRA
169.496, 1959, Nov Average, Brazil, BRA
156.281, 1959, Dec Average, Brazil, BRA
227.489, 1960, Jan Average, Brazil, BRA
218.295, 1960, Feb Average, Brazil, BRA
274.971, 1960, Mar Average, Brazil, BRA
160.347, 1960, Apr Average, Brazil, BRA
105.988, 1960, May Average, Brazil, BRA
79.0647, 1960, Jun Average, Brazil, BRA
62.2265, 1960, Jul Average, Brazil, BRA
58.669, 1960, Aug Average, Brazil, BRA
56.4872, 1960, Sep Average, Brazil, BRA
121.929, 1960, Oct Average, Brazil, BRA
144.953, 1960, Nov Average, Brazil, BRA
210.05, 1960, Dec Average, Brazil, BRA
248.476, 1961, Jan Average, Brazil, BRA
223.857, 1961, Feb Average, Brazil, BRA
205.598, 1961, Mar Average, Brazil, BRA
169.816, 1961, Apr Average, Brazil, BRA
122.79, 1961, May Average, Brazil, BRA
84.0072, 1961, Jun Average, Brazil, BRA
55.7984, 1961, Jul Average, Brazil, BRA
43.3412, 1961, Aug Average, Brazil, BRA
57.422, 1961, Sep Average, Brazil, BRA
109.488, 1961, Oct Average, Brazil, BRA
121.161, 1961, Nov Average, Brazil, BRA
201.97, 1961, Dec Average, Brazil, BRA
234.064, 1962, Jan Average, Brazil, BRA
210.328, 1962, Feb Average, Brazil, BRA
206.498, 1962, Mar Average, Brazil, BRA
177.288, 1962, Apr Average, Brazil, BRA
135.994, 1962, May Average, Brazil, BRA
79.1286, 1962, Jun Average, Brazil, BRA
58.2533, 1962, Jul Average, Brazil, BRA
47.5014, 1962, Aug Average, Brazil, BRA
76.6241, 1962, Sep Average, Brazil, BRA
112.649, 1962, Oct Average, Brazil, BRA
148.671, 1962, Nov Average, Brazil, BRA
220.032, 1962, Dec Average, Brazil, BRA
203.525, 1963, Jan Average, Brazil, BRA
247.021, 1963, Feb Average, Brazil, BRA
206.023, 1963, Mar Average, Brazil, BRA
165.276, 1963, Apr Average, Brazil, BRA
107.893, 1963, May Average, Brazil, BRA
66.2964, 1963, Jun Average, Brazil, BRA
46.5603, 1963, Jul Average, Brazil, BRA
35.6145, 1963, Aug Average, Brazil, BRA
53.8266, 1963, Sep Average, Brazil, BRA
88.4773, 1963, Oct Average, Brazil, BRA
163.198, 1963, Nov Average, Brazil, BRA
208.027, 1963, Dec Average, Brazil, BRA
287.998, 1964, Jan Average, Brazil, BRA
231.43, 1964, Feb Average, Brazil, BRA
223.307, 1964, Mar Average, Brazil, BRA
177.896, 1964, Apr Average, Brazil, BRA
159.318, 1964, May Average, Brazil, BRA
82.1474, 1964, Jun Average, Brazil, BRA
69.3602, 1964, Jul Average, Brazil, BRA
60.0053, 1964, Aug Average, Brazil, BRA
74.1387, 1964, Sep Average, Brazil, BRA
147.647, 1964, Oct Average, Brazil, BRA
162.54, 1964, Nov Average, Brazil, BRA
202.196, 1964, Dec Average, Brazil, BRA
223.779, 1965, Jan Average, Brazil, BRA
185.32, 1965, Feb Average, Brazil, BRA
262.593, 1965, Mar Average, Brazil, BRA
203.231, 1965, Apr Average, Brazil, BRA
123.77, 1965, May Average, Brazil, BRA
80.5181, 1965, Jun Average, Brazil, BRA
73.1742, 1965, Jul Average, Brazil, BRA
49.7168, 1965, Aug Average, Brazil, BRA
74.4737, 1965, Sep Average, Brazil, BRA
156.392, 1965, Oct Average, Brazil, BRA
160.221, 1965, Nov Average, Brazil, BRA
172.751, 1965, Dec Average, Brazil, BRA
207.449, 1966, Jan Average, Brazil, BRA
241.149, 1966, Feb Average, Brazil, BRA
206.77, 1966, Mar Average, Brazil, BRA
171.197, 1966, Apr Average, Brazil, BRA
137.671, 1966, May Average, Brazil, BRA
83.0964, 1966, Jun Average, Brazil, BRA
77.5939, 1966, Jul Average, Brazil, BRA
50.1462, 1966, Aug Average, Brazil, BRA
78.1075, 1966, Sep Average, Brazil, BRA
114.94, 1966, Oct Average, Brazil, BRA
144.331, 1966, Nov Average, Brazil, BRA
202.623, 1966, Dec Average, Brazil, BRA
219.175, 1967, Jan Average, Brazil, BRA
223.578, 1967, Feb Average, Brazil, BRA
239.309, 1967, Mar Average, Brazil, BRA
192.191, 1967, Apr Average, Brazil, BRA
119.385, 1967, May Average, Brazil, BRA
79.8475, 1967, Jun Average, Brazil, BRA
58.7514, 1967, Jul Average, Brazil, BRA
37.8678, 1967, Aug Average, Brazil, BRA
59.9264, 1967, Sep Average, Brazil, BRA
91.4743, 1967, Oct Average, Brazil, BRA
158.703, 1967, Nov Average, Brazil, BRA
201.812, 1967, Dec Average, Brazil, BRA
188.886, 1968, Jan Average, Brazil, BRA
221.156, 1968, Feb Average, Brazil, BRA
242.54, 1968, Mar Average, Brazil, BRA
163.894, 1968, Apr Average, Brazil, BRA
122.576, 1968, May Average, Brazil, BRA
75.2682, 1968, Jun Average, Brazil, BRA
56.374, 1968, Jul Average, Brazil, BRA
64.1533, 1968, Aug Average, Brazil, BRA
79.3386, 1968, Sep Average, Brazil, BRA
112.586, 1968, Oct Average, Brazil, BRA
192.254, 1968, Nov Average, Brazil, BRA
205.436, 1968, Dec Average, Brazil, BRA
234.558, 1969, Jan Average, Brazil, BRA
185.921, 1969, Feb Average, Brazil, BRA
217.934, 1969, Mar Average, Brazil, BRA
171.796, 1969, Apr Average, Brazil, BRA
136.019, 1969, May Average, Brazil, BRA
79.2541, 1969, Jun Average, Brazil, BRA
60.8241, 1969, Jul Average, Brazil, BRA
51.2475, 1969, Aug Average, Brazil, BRA
62.2901, 1969, Sep Average, Brazil, BRA
122.928, 1969, Oct Average, Brazil, BRA
143.062, 1969, Nov Average, Brazil, BRA
195.481, 1969, Dec Average, Brazil, BRA
232.591, 1970, Jan Average, Brazil, BRA
205.436, 1970, Feb Average, Brazil, BRA
246.29, 1970, Mar Average, Brazil, BRA
187.512, 1970, Apr Average, Brazil, BRA
117.378, 1970, May Average, Brazil, BRA
88.3273, 1970, Jun Average, Brazil, BRA
61.0392, 1970, Jul Average, Brazil, BRA
58.7356, 1970, Aug Average, Brazil, BRA
86.1094, 1970, Sep Average, Brazil, BRA
122.896, 1970, Oct Average, Brazil, BRA
179.73, 1970, Nov Average, Brazil, BRA
149.291, 1970, Dec Average, Brazil, BRA
189.751, 1971, Jan Average, Brazil, BRA
207.091, 1971, Feb Average, Brazil, BRA
238.415, 1971, Mar Average, Brazil, BRA
201.067, 1971, Apr Average, Brazil, BRA
136.268, 1971, May Average, Brazil, BRA
106.86, 1971, Jun Average, Brazil, BRA
74.6397, 1971, Jul Average, Brazil, BRA
57.487, 1971, Aug Average, Brazil, BRA
70.1637, 1971, Sep Average, Brazil, BRA
152.02, 1971, Oct Average, Brazil, BRA
175.449, 1971, Nov Average, Brazil, BRA
158.464, 1971, Dec Average, Brazil, BRA
213.454, 1972, Jan Average, Brazil, BRA
236.897, 1972, Feb Average, Brazil, BRA
212.106, 1972, Mar Average, Brazil, BRA
169.673, 1972, Apr Average, Brazil, BRA
116.159, 1972, May Average, Brazil, BRA
80.8279, 1972, Jun Average, Brazil, BRA
75.0994, 1972, Jul Average, Brazil, BRA
83.1067, 1972, Aug Average, Brazil, BRA
87.4448, 1972, Sep Average, Brazil, BRA
128.461, 1972, Oct Average, Brazil, BRA
170.869, 1972, Nov Average, Brazil, BRA
224.034, 1972, Dec Average, Brazil, BRA
206.612, 1973, Jan Average, Brazil, BRA
220.321, 1973, Feb Average, Brazil, BRA
248.991, 1973, Mar Average, Brazil, BRA
197.924, 1973, Apr Average, Brazil, BRA
166.112, 1973, May Average, Brazil, BRA
93.2065, 1973, Jun Average, Brazil, BRA
87.6142, 1973, Jul Average, Brazil, BRA
77.6095, 1973, Aug Average, Brazil, BRA
83.703, 1973, Sep Average, Brazil, BRA
171.71, 1973, Oct Average, Brazil, BRA
172.82, 1973, Nov Average, Brazil, BRA
211.364, 1973, Dec Average, Brazil, BRA
237.583, 1974, Jan Average, Brazil, BRA
226.939, 1974, Feb Average, Brazil, BRA
285.59, 1974, Mar Average, Brazil, BRA
224.593, 1974, Apr Average, Brazil, BRA
134.695, 1974, May Average, Brazil, BRA
105.864, 1974, Jun Average, Brazil, BRA
68.6075, 1974, Jul Average, Brazil, BRA
64.7913, 1974, Aug Average, Brazil, BRA
81.6749, 1974, Sep Average, Brazil, BRA
139.179, 1974, Oct Average, Brazil, BRA
155.777, 1974, Nov Average, Brazil, BRA
231.087, 1974, Dec Average, Brazil, BRA
232.315, 1975, Jan Average, Brazil, BRA
222.164, 1975, Feb Average, Brazil, BRA
243.141, 1975, Mar Average, Brazil, BRA
215.223, 1975, Apr Average, Brazil, BRA
148.707, 1975, May Average, Brazil, BRA
93.3779, 1975, Jun Average, Brazil, BRA
92.8535, 1975, Jul Average, Brazil, BRA
64.4528, 1975, Aug Average, Brazil, BRA
78.2128, 1975, Sep Average, Brazil, BRA
121.765, 1975, Oct Average, Brazil, BRA
180.665, 1975, Nov Average, Brazil, BRA
176.98, 1975, Dec Average, Brazil, BRA
202.795, 1976, Jan Average, Brazil, BRA
246.367, 1976, Feb Average, Brazil, BRA
231.834, 1976, Mar Average, Brazil, BRA
167.619, 1976, Apr Average, Brazil, BRA
140.314, 1976, May Average, Brazil, BRA
72.1444, 1976, Jun Average, Brazil, BRA
55.233, 1976, Jul Average, Brazil, BRA
51.8623, 1976, Aug Average, Brazil, BRA
86.9105, 1976, Sep Average, Brazil, BRA
145.78, 1976, Oct Average, Brazil, BRA
178.154, 1976, Nov Average, Brazil, BRA
191.165, 1976, Dec Average, Brazil, BRA
241.066, 1977, Jan Average, Brazil, BRA
207.108, 1977, Feb Average, Brazil, BRA
204.445, 1977, Mar Average, Brazil, BRA
197.492, 1977, Apr Average, Brazil, BRA
139.099, 1977, May Average, Brazil, BRA
104.4, 1977, Jun Average, Brazil, BRA
65.371, 1977, Jul Average, Brazil, BRA
50.9387, 1977, Aug Average, Brazil, BRA
90.4211, 1977, Sep Average, Brazil, BRA
125.546, 1977, Oct Average, Brazil, BRA
153.487, 1977, Nov Average, Brazil, BRA
226.557, 1977, Dec Average, Brazil, BRA
221.549, 1978, Jan Average, Brazil, BRA
223.766, 1978, Feb Average, Brazil, BRA
236.947, 1978, Mar Average, Brazil, BRA
181.389, 1978, Apr Average, Brazil, BRA
153.506, 1978, May Average, Brazil, BRA
71.5123, 1978, Jun Average, Brazil, BRA
86.0822, 1978, Jul Average, Brazil, BRA
53.2701, 1978, Aug Average, Brazil, BRA
83.4944, 1978, Sep Average, Brazil, BRA
126.132, 1978, Oct Average, Brazil, BRA
151.167, 1978, Nov Average, Brazil, BRA
212.179, 1978, Dec Average, Brazil, BRA
261.93, 1979, Jan Average, Brazil, BRA
250.11, 1979, Feb Average, Brazil, BRA
223.904, 1979, Mar Average, Brazil, BRA
179.948, 1979, Apr Average, Brazil, BRA
132.852, 1979, May Average, Brazil, BRA
62.7737, 1979, Jun Average, Brazil, BRA
48.7439, 1979, Jul Average, Brazil, BRA
74.9903, 1979, Aug Average, Brazil, BRA
101.073, 1979, Sep Average, Brazil, BRA
126.141, 1979, Oct Average, Brazil, BRA
157.759, 1979, Nov Average, Brazil, BRA
206.695, 1979, Dec Average, Brazil, BRA
262.365, 1980, Jan Average, Brazil, BRA
277.835, 1980, Feb Average, Brazil, BRA
200.184, 1980, Mar Average, Brazil, BRA
162.74, 1980, Apr Average, Brazil, BRA
108.465, 1980, May Average, Brazil, BRA
82.2862, 1980, Jun Average, Brazil, BRA
53.505, 1980, Jul Average, Brazil, BRA
47.1906, 1980, Aug Average, Brazil, BRA
77.8925, 1980, Sep Average, Brazil, BRA
111.111, 1980, Oct Average, Brazil, BRA
168.632, 1980, Nov Average, Brazil, BRA
202.31, 1980, Dec Average, Brazil, BRA
228.488, 1981, Jan Average, Brazil, BRA
178.538, 1981, Feb Average, Brazil, BRA
255.393, 1981, Mar Average, Brazil, BRA
139.289, 1981, Apr Average, Brazil, BRA
97.8114, 1981, May Average, Brazil, BRA
82.2944, 1981, Jun Average, Brazil, BRA
48.5975, 1981, Jul Average, Brazil, BRA
59.0828, 1981, Aug Average, Brazil, BRA
63.8103, 1981, Sep Average, Brazil, BRA
134.34, 1981, Oct Average, Brazil, BRA
183.917, 1981, Nov Average, Brazil, BRA
196.339, 1981, Dec Average, Brazil, BRA
275.546, 1982, Jan Average, Brazil, BRA
214.032, 1982, Feb Average, Brazil, BRA
262.157, 1982, Mar Average, Brazil, BRA
179.048, 1982, Apr Average, Brazil, BRA
119.549, 1982, May Average, Brazil, BRA
75.3345, 1982, Jun Average, Brazil, BRA
65.4804, 1982, Jul Average, Brazil, BRA
58.4357, 1982, Aug Average, Brazil, BRA
76.1212, 1982, Sep Average, Brazil, BRA
113.52, 1982, Oct Average, Brazil, BRA
122.339, 1982, Nov Average, Brazil, BRA
194.943, 1982, Dec Average, Brazil, BRA
224.366, 1983, Jan Average, Brazil, BRA
203.835, 1983, Feb Average, Brazil, BRA
242.185, 1983, Mar Average, Brazil, BRA
170.844, 1983, Apr Average, Brazil, BRA
117.565, 1983, May Average, Brazil, BRA
60.7751, 1983, Jun Average, Brazil, BRA
50.1728, 1983, Jul Average, Brazil, BRA
49.1556, 1983, Aug Average, Brazil, BRA
76.0707, 1983, Sep Average, Brazil, BRA
130.243, 1983, Oct Average, Brazil, BRA
158.699, 1983, Nov Average, Brazil, BRA
206.437, 1983, Dec Average, Brazil, BRA
186.941, 1984, Jan Average, Brazil, BRA
199.592, 1984, Feb Average, Brazil, BRA
244.401, 1984, Mar Average, Brazil, BRA
234.314, 1984, Apr Average, Brazil, BRA
137.188, 1984, May Average, Brazil, BRA
78.9492, 1984, Jun Average, Brazil, BRA
66.7261, 1984, Jul Average, Brazil, BRA
85.3929, 1984, Aug Average, Brazil, BRA
102.805, 1984, Sep Average, Brazil, BRA
126.909, 1984, Oct Average, Brazil, BRA
130.959, 1984, Nov Average, Brazil, BRA
171.044, 1984, Dec Average, Brazil, BRA
320.653, 1985, Jan Average, Brazil, BRA
218.933, 1985, Feb Average, Brazil, BRA
245.185, 1985, Mar Average, Brazil, BRA
194.382, 1985, Apr Average, Brazil, BRA
139.932, 1985, May Average, Brazil, BRA
75.2527, 1985, Jun Average, Brazil, BRA
66.7447, 1985, Jul Average, Brazil, BRA
65.843, 1985, Aug Average, Brazil, BRA
81.5388, 1985, Sep Average, Brazil, BRA
136.22, 1985, Oct Average, Brazil, BRA
146.546, 1985, Nov Average, Brazil, BRA
242.414, 1985, Dec Average, Brazil, BRA
207.189, 1986, Jan Average, Brazil, BRA
210.371, 1986, Feb Average, Brazil, BRA
256.884, 1986, Mar Average, Brazil, BRA
173.868, 1986, Apr Average, Brazil, BRA
127.749, 1986, May Average, Brazil, BRA
84.7532, 1986, Jun Average, Brazil, BRA
65.6461, 1986, Jul Average, Brazil, BRA
61.9221, 1986, Aug Average, Brazil, BRA
70.7856, 1986, Sep Average, Brazil, BRA
119.551, 1986, Oct Average, Brazil, BRA
150.217, 1986, Nov Average, Brazil, BRA
193.343, 1986, Dec Average, Brazil, BRA
187.846, 1987, Jan Average, Brazil, BRA
167.184, 1987, Feb Average, Brazil, BRA
259.284, 1987, Mar Average, Brazil, BRA
198.227, 1987, Apr Average, Brazil, BRA
113.093, 1987, May Average, Brazil, BRA
76.4724, 1987, Jun Average, Brazil, BRA
58.0808, 1987, Jul Average, Brazil, BRA
47.4587, 1987, Aug Average, Brazil, BRA
72.8932, 1987, Sep Average, Brazil, BRA
96.7288, 1987, Oct Average, Brazil, BRA
145.91, 1987, Nov Average, Brazil, BRA
196.742, 1987, Dec Average, Brazil, BRA
226.512, 1988, Jan Average, Brazil, BRA
223.57, 1988, Feb Average, Brazil, BRA
236.5, 1988, Mar Average, Brazil, BRA
201.879, 1988, Apr Average, Brazil, BRA
146.37, 1988, May Average, Brazil, BRA
84.5341, 1988, Jun Average, Brazil, BRA
62.4771, 1988, Jul Average, Brazil, BRA
37.4796, 1988, Aug Average, Brazil, BRA
55.2789, 1988, Sep Average, Brazil, BRA
106.43, 1988, Oct Average, Brazil, BRA
155.555, 1988, Nov Average, Brazil, BRA
220.395, 1988, Dec Average, Brazil, BRA
224.399, 1989, Jan Average, Brazil, BRA
218.306, 1989, Feb Average, Brazil, BRA
243.181, 1989, Mar Average, Brazil, BRA
191.779, 1989, Apr Average, Brazil, BRA
149.332, 1989, May Average, Brazil, BRA
100.583, 1989, Jun Average, Brazil, BRA
77.1071, 1989, Jul Average, Brazil, BRA
71.9408, 1989, Aug Average, Brazil, BRA
78.1986, 1989, Sep Average, Brazil, BRA
134.436, 1989, Oct Average, Brazil, BRA
185.03, 1989, Nov Average, Brazil, BRA
302.241, 1989, Dec Average, Brazil, BRA
195.49, 1990, Jan Average, Brazil, BRA
208.161, 1990, Feb Average, Brazil, BRA
201.99, 1990, Mar Average, Brazil, BRA
171.232, 1990, Apr Average, Brazil, BRA
137.11, 1990, May Average, Brazil, BRA
77.5263, 1990, Jun Average, Brazil, BRA
74.6217, 1990, Jul Average, Brazil, BRA
69.5353, 1990, Aug Average, Brazil, BRA
92.0863, 1990, Sep Average, Brazil, BRA
111.247, 1990, Oct Average, Brazil, BRA
142.139, 1990, Nov Average, Brazil, BRA
172.033, 1990, Dec Average, Brazil, BRA
265.675, 1991, Jan Average, Brazil, BRA
191.252, 1991, Feb Average, Brazil, BRA
238.854, 1991, Mar Average, Brazil, BRA
188.449, 1991, Apr Average, Brazil, BRA
118.873, 1991, May Average, Brazil, BRA
84.7695, 1991, Jun Average, Brazil, BRA
66.6732, 1991, Jul Average, Brazil, BRA
48.699, 1991, Aug Average, Brazil, BRA
70.8228, 1991, Sep Average, Brazil, BRA
92.1602, 1991, Oct Average, Brazil, BRA
139.669, 1991, Nov Average, Brazil, BRA
158.582, 1991, Dec Average, Brazil, BRA
232.945, 1992, Jan Average, Brazil, BRA
227.389, 1992, Feb Average, Brazil, BRA
228.136, 1992, Mar Average, Brazil, BRA
161.243, 1992, Apr Average, Brazil, BRA
94.2374, 1992, May Average, Brazil, BRA
58.4615, 1992, Jun Average, Brazil, BRA
62.6313, 1992, Jul Average, Brazil, BRA
54.3506, 1992, Aug Average, Brazil, BRA
96.2761, 1992, Sep Average, Brazil, BRA
112.334, 1992, Oct Average, Brazil, BRA
167.401, 1992, Nov Average, Brazil, BRA
186.117, 1992, Dec Average, Brazil, BRA
203.732, 1993, Jan Average, Brazil, BRA
235.652, 1993, Feb Average, Brazil, BRA
178.804, 1993, Mar Average, Brazil, BRA
164.613, 1993, Apr Average, Brazil, BRA
113.278, 1993, May Average, Brazil, BRA
75.472, 1993, Jun Average, Brazil, BRA
63.4771, 1993, Jul Average, Brazil, BRA
57.9194, 1993, Aug Average, Brazil, BRA
82.9538, 1993, Sep Average, Brazil, BRA
120.069, 1993, Oct Average, Brazil, BRA
186.406, 1993, Nov Average, Brazil, BRA
209.329, 1993, Dec Average, Brazil, BRA
265.457, 1994, Jan Average, Brazil, BRA
220.089, 1994, Feb Average, Brazil, BRA
260.323, 1994, Mar Average, Brazil, BRA
176.031, 1994, Apr Average, Brazil, BRA
120.584, 1994, May Average, Brazil, BRA
112.056, 1994, Jun Average, Brazil, BRA
62.1686, 1994, Jul Average, Brazil, BRA
56.0615, 1994, Aug Average, Brazil, BRA
84.8095, 1994, Sep Average, Brazil, BRA
121.428, 1994, Oct Average, Brazil, BRA
164.159, 1994, Nov Average, Brazil, BRA
194.758, 1994, Dec Average, Brazil, BRA
194.065, 1995, Jan Average, Brazil, BRA
234.312, 1995, Feb Average, Brazil, BRA
226.564, 1995, Mar Average, Brazil, BRA
200.891, 1995, Apr Average, Brazil, BRA
139.033, 1995, May Average, Brazil, BRA
88.019, 1995, Jun Average, Brazil, BRA
69.8075, 1995, Jul Average, Brazil, BRA
42.0385, 1995, Aug Average, Brazil, BRA
62.971, 1995, Sep Average, Brazil, BRA
112.924, 1995, Oct Average, Brazil, BRA
192.302, 1995, Nov Average, Brazil, BRA
228.109, 1995, Dec Average, Brazil, BRA
224.417, 1996, Jan Average, Brazil, BRA
215.971, 1996, Feb Average, Brazil, BRA
260.55, 1996, Mar Average, Brazil, BRA
207.893, 1996, Apr Average, Brazil, BRA
121.166, 1996, May Average, Brazil, BRA
78.835, 1996, Jun Average, Brazil, BRA
76.1877, 1996, Jul Average, Brazil, BRA
52.0746, 1996, Aug Average, Brazil, BRA
77.1525, 1996, Sep Average, Brazil, BRA
136.477, 1996, Oct Average, Brazil, BRA
179.881, 1996, Nov Average, Brazil, BRA
181.523, 1996, Dec Average, Brazil, BRA
246.932, 1997, Jan Average, Brazil, BRA
223.66, 1997, Feb Average, Brazil, BRA
301.95, 1997, Mar Average, Brazil, BRA
186.827, 1997, Apr Average, Brazil, BRA
123.638, 1997, May Average, Brazil, BRA
65.8082, 1997, Jun Average, Brazil, BRA
50.2111, 1997, Jul Average, Brazil, BRA
53.7223, 1997, Aug Average, Brazil, BRA
69.5138, 1997, Sep Average, Brazil, BRA
105.69, 1997, Oct Average, Brazil, BRA
161.002, 1997, Nov Average, Brazil, BRA
215.547, 1997, Dec Average, Brazil, BRA
201.689, 1998, Jan Average, Brazil, BRA
190.628, 1998, Feb Average, Brazil, BRA
216.157, 1998, Mar Average, Brazil, BRA
173.809, 1998, Apr Average, Brazil, BRA
124.977, 1998, May Average, Brazil, BRA
91.2009, 1998, Jun Average, Brazil, BRA
62.9909, 1998, Jul Average, Brazil, BRA
68.0757, 1998, Aug Average, Brazil, BRA
78.5111, 1998, Sep Average, Brazil, BRA
129.348, 1998, Oct Average, Brazil, BRA
189.028, 1998, Nov Average, Brazil, BRA
207.05, 1998, Dec Average, Brazil, BRA
248.63, 1999, Jan Average, Brazil, BRA
207.895, 1999, Feb Average, Brazil, BRA
225.684, 1999, Mar Average, Brazil, BRA
177.341, 1999, Apr Average, Brazil, BRA
144.712, 1999, May Average, Brazil, BRA
85.497, 1999, Jun Average, Brazil, BRA
62.2152, 1999, Jul Average, Brazil, BRA
45.0151, 1999, Aug Average, Brazil, BRA
83.9075, 1999, Sep Average, Brazil, BRA
112.97, 1999, Oct Average, Brazil, BRA
175.691, 1999, Nov Average, Brazil, BRA
215.799, 1999, Dec Average, Brazil, BRA
248.424, 2000, Jan Average, Brazil, BRA
258.849, 2000, Feb Average, Brazil, BRA
259.426, 2000, Mar Average, Brazil, BRA
203.939, 2000, Apr Average, Brazil, BRA
131.116, 2000, May Average, Brazil, BRA
80.6119, 2000, Jun Average, Brazil, BRA
74.0347, 2000, Jul Average, Brazil, BRA
70.1761, 2000, Aug Average, Brazil, BRA
106.965, 2000, Sep Average, Brazil, BRA
105.685, 2000, Oct Average, Brazil, BRA
181.202, 2000, Nov Average, Brazil, BRA
217.27, 2000, Dec Average, Brazil, BRA
207.776, 2001, Jan Average, Brazil, BRA
201.831, 2001, Feb Average, Brazil, BRA
231.186, 2001, Mar Average, Brazil, BRA
163.64, 2001, Apr Average, Brazil, BRA
135.335, 2001, May Average, Brazil, BRA
92.294, 2001, Jun Average, Brazil, BRA
