STATION,NAME,DATE,AWND
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2009-06,3.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2009-07,2.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2009-08,2.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2009-09,2.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2009-10,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2009-11,3.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2009-12,4.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-01,4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-02,4.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-03,3.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-04,4.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-05,4.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-06,3.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-07,3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-08,2.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-09,3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-10,3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-11,4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2010-12,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-01,3.9
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-02,4.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-03,4.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-04,5.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-05,5.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-06,3.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-07,2.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-08,2.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-09,3.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-10,3.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-11,4.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2011-12,4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-01,4.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-02,4.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-03,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-04,4.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-05,3.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-06,2.9
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-07,2.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-08,2.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-09,2.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-10,3.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-11,3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2012-12,4.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-01,4.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-02,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-03,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-04,4.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-05,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-06,2.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-07,2.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-08,2.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-09,3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-10,2.9
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-11,4.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2013-12,3.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-01,4.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-02,4.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-03,4.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-04,4.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-05,4.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-06,3.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-07,2.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-08,2.9
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-09,2.9
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-10,3.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-11,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2014-12,3.9
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-01,3.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-02,4.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-03,3.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-04,3.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-05,4.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-06,3.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-07,2.9
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-08,2.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-09,2.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-10,4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-11,4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2015-12,4.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-01,3.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-02,3.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-03,4.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-04,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-05,3.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-06,2.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-07,2.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-08,2.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-09,2.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-10,2.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-11,3.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2016-12,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-01,4.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-02,4.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-03,4.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-04,4.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-05,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-06,4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-07,
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-08,3.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-09,2.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-10,3.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-11,3.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2017-12,3.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-01,4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-02,4.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-03,4.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-04,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-05,3.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-06,5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-07,2.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-08,2.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-09,2.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-10,3.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-11,3.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2018-12,4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-01,3.9
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-02,4.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-03,4.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-04,4.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-05,4.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-06,3.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-07,3.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-08,2.2
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-09,3.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-10,3.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-11,3.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2019-12,3.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-01,3.9
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-02,4.1
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-03,4.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-04,4.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-05,4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-06,3.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-07,3.3
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-08,2.7
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-09,3.8
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-10,3.6
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-11,3.5
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",2020-12,4.1
