"lakeid","lakename","year4","daynum","month","sampledate","depth","temperature_C","dissolvedOxygen","irradianceWater","irradianceDeck","comments"
"R","Peter Lake",1987,243,8,1987-08-31,3,18.9,7.4,130,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,3.5,18.9,7.4,105,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,4,18.9,7.4,76,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,4.5,18.8,7.4,57,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,5,18.8,7.4,44,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,5.5,15.8,8.7,35,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,6,12.6,8.5,25,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,6.5,10.7,7.5,18,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,7,10,6.9,13.5,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,7.5,8.3,3.1,9.2,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,8,7.6,0.9,6.1,520,NA
"R","Peter Lake",1987,243,8,1987-08-31,8.5,6.8,0.2,NA,NA,NA
"R","Peter Lake",1987,243,8,1987-08-31,9,6.4,0.2,NA,NA,NA
"R","Peter Lake",1987,243,8,1987-08-31,10,5.7,0.2,NA,NA,NA
"R","Peter Lake",1987,243,8,1987-08-31,12,5,0.1,NA,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,0,18.8,7.7,150,170,NA
"R","Peter Lake",1987,244,9,1987-09-01,0.25,NA,NA,120,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,0.5,19,7.8,92,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,0.75,NA,NA,69,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,1,19,7.6,58,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,1.5,18.9,7.7,48,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,2,18.9,7.7,39,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,2.5,18.9,7.6,31,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,3,18.9,7.4,23,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,3.5,19,7.3,19,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,4,19,7.4,15,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,4.5,19,7.4,11,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,5,17.4,8.4,8.3,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,5.5,14.6,7.8,6.2,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,6,12.3,6.8,4.5,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,7,8.8,1,2.3,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,7.5,NA,NA,1.5,120,NA
"R","Peter Lake",1987,244,9,1987-09-01,8,7,0.4,1.1,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,10,5.8,0.2,NA,NA,NA
"R","Peter Lake",1987,244,9,1987-09-01,12,5.1,0.2,NA,NA,NA
"L","Paul Lake",1987,248,9,1987-09-05,0,17.7,7,44,34,NA
"L","Paul Lake",1987,248,9,1987-09-05,0.25,NA,NA,37,34,NA
"L","Paul Lake",1987,248,9,1987-09-05,0.5,17.7,7,33,34,NA
"L","Paul Lake",1987,248,9,1987-09-05,0.75,NA,NA,27,34,NA
"L","Paul Lake",1987,248,9,1987-09-05,1,17.7,7,24,34,NA
"L","Paul Lake",1987,248,9,1987-09-05,1.5,17.7,7,17,67,NA
"L","Paul Lake",1987,248,9,1987-09-05,2,17.7,7,10,67,NA
"L","Paul Lake",1987,248,9,1987-09-05,2.5,17.7,7,6.8,67,NA
"L","Paul Lake",1987,248,9,1987-09-05,3,17.7,7,4.5,67,NA
"L","Paul Lake",1987,248,9,1987-09-05,3.5,17.7,6.9,3.5,56,NA
"L","Paul Lake",1987,248,9,1987-09-05,4,17,5.8,2.1,56,NA
"L","Paul Lake",1987,248,9,1987-09-05,4.5,14.2,1.6,1.4,56,NA
"L","Paul Lake",1987,248,9,1987-09-05,5,11.7,1,0.9,56,NA
"L","Paul Lake",1987,248,9,1987-09-05,5.5,9.7,0.3,0.6,56,NA
"L","Paul Lake",1987,248,9,1987-09-05,6,8.7,0.2,0.4,56,NA
"L","Paul Lake",1987,248,9,1987-09-05,6.5,7.5,0.2,NA,NA,NA
"L","Paul Lake",1987,248,9,1987-09-05,7,6.5,0.2,NA,NA,NA
"L","Paul Lake",1987,248,9,1987-09-05,8,5.9,0.2,NA,NA,NA
"L","Paul Lake",1987,248,9,1987-09-05,10,5.6,0.1,NA,NA,NA
"L","Paul Lake",1987,248,9,1987-09-05,12,5.6,0.1,NA,NA,NA
"R","Peter Lake",1987,249,9,1987-09-06,0,17.6,7.6,970,830,NA
"R","Peter Lake",1987,249,9,1987-09-06,0.25,NA,NA,820,830,NA
"R","Peter Lake",1987,249,9,1987-09-06,0.5,17.6,7.6,630,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,0.75,NA,NA,390,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,1,17.6,7.6,520,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,1.5,17.6,7.5,360,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,2,17.7,7.5,190,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,2.5,17.7,7.5,155,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,3,17.7,7.5,120,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,3.5,17.7,7.5,85,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,4,17.7,7.5,62,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,4.5,17.6,7.4,60,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,5,17.6,7.5,45,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,5.5,17.6,7.5,34,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,6,13.3,7.5,23.5,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,6.5,11.6,6.1,18.5,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,7,10.2,5.3,15,800,NA
"R","Peter Lake",1987,249,9,1987-09-06,7.5,8.7,3.2,8,530,NA
"R","Peter Lake",1987,249,9,1987-09-06,8,7.8,0.7,5.6,530,NA
"R","Peter Lake",1987,249,9,1987-09-06,9,6.5,0.3,NA,NA,NA
"R","Peter Lake",1987,249,9,1987-09-06,10,5.6,0.2,NA,NA,NA
"R","Peter Lake",1987,249,9,1987-09-06,12,5,0.2,NA,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,0,19,7.2,790,730,NA
"L","Paul Lake",1987,250,9,1987-09-07,0.25,NA,NA,640,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,0.5,18.9,7.3,510,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,0.75,NA,NA,400,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,1,18.9,7.2,330,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,1.5,18.7,7.2,200,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,2,18.4,7,130,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,2.5,17.8,6.9,86,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,3,17.6,6.9,57,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,3.5,17.3,6.6,42,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,4,16.9,5.7,27,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,4.5,15.4,1.8,17.5,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,5,13.2,0.8,11,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,5.5,11.3,0.5,7,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,6,9.6,0.3,NA,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,7,7.2,0.3,NA,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,8,6.3,0.3,NA,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,10,5.8,0.3,NA,NA,NA
"L","Paul Lake",1987,250,9,1987-09-07,12,6,0.2,NA,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,0,19.6,8.4,165,150,NA
"R","Peter Lake",1987,251,9,1987-09-08,0.25,NA,NA,135,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,0.5,19.6,8.3,105,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,0.75,NA,NA,82,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,1,19.6,8.4,65,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,1.5,19.6,8.3,50,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,2,19.6,8.3,41,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,2.5,19.2,8.3,34,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,3,18.7,8.7,25,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,3.5,18.5,8.7,20.5,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,4,18.3,8.6,16,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,4.5,18.1,8.6,12.5,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,5,17.6,8.6,9.6,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,5.5,15.5,9.3,7.2,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,6,13.1,7.7,5.4,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,6.5,11.5,5.2,4.1,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,7,9.4,1.9,3,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,7.5,8.5,0.9,2,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,8,7.4,0.5,1.5,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,9,6.3,0.3,NA,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,10,5.6,0.3,NA,NA,NA
"R","Peter Lake",1987,251,9,1987-09-08,12,5,0.2,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,0,16,7.5,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,1,15.6,7.4,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,2,15.6,6.8,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,3,15.5,7.2,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,4,15.4,6.8,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,5,12.8,0.6,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,6,8.9,0.4,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,7,6.7,0.3,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,8,6.1,0.3,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,9,5.8,0.3,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,10,5.6,0.3,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,11,5.6,0.3,NA,NA,NA
"L","Paul Lake",1987,261,9,1987-09-18,12,5.8,0.3,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,0,17,8.3,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,1,16.5,8,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,2,16.3,8.2,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,3,16.2,7.8,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,4,16.1,7.9,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,5,16,7.6,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,6,15.4,6.8,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,7,10.2,3.5,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,8,8.2,0.8,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,9,6.7,0.6,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,10,5.9,0.4,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,11,5.3,0.4,NA,NA,NA
"R","Peter Lake",1987,261,9,1987-09-18,12,5,0.3,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,0,14.5,7.4,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,1,14.5,7.3,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,2,14.4,7.5,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,3,14.4,7,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,4,14.3,6.9,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,5,12.8,0.9,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,6,8.9,0.4,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,7,7,0.4,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,8,6,0.3,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,9,5.7,0.3,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,10,5.6,0.3,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,11,5.6,0.3,NA,NA,NA
"L","Paul Lake",1987,271,9,1987-09-28,12,5.6,0.3,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,0,15.2,8.1,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,1,15.1,8.3,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,2,15.1,8.3,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,3,15.1,8.5,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,4,15.1,8.2,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,5,15.1,8,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,6,14.5,6.5,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,7,11.2,2,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,8,8.3,0.5,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,9,6.8,0.4,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,10,6,0.3,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,11,5.4,0.3,NA,NA,NA
"R","Peter Lake",1987,271,9,1987-09-28,12,5.1,0.3,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,0,12.7,10,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,1,9.6,10.4,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,2,8.7,9.3,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,3,8.4,8.6,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,4,8.3,8.6,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,5,8.2,8.4,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,6,8.2,8.2,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,7,7.9,7.2,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,8,6.4,0.7,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,9,5.8,0.3,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,10,5.7,0.3,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,11,5.7,0.2,NA,NA,NA
"L","Paul Lake",1987,289,10,1987-10-16,12,5.7,0.2,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,0,11.1,9.3,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,1,10.9,9.1,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,2,10.2,8.8,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,3,10,8.9,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,4,9.8,8.9,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,5,9.7,8.7,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,6,9.7,8.2,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,7,9.6,8,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,8,9.6,8.1,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,9,8.1,0.8,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,10,6.1,0.4,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,11,5.5,0.3,NA,NA,NA
"R","Peter Lake",1987,289,10,1987-10-16,12,5.2,0.3,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,0,17,8.8,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,0.5,17,8.7,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,1,16.9,8.8,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,1.5,16.2,8.8,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,2,14.2,11.7,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,2.5,10,12.2,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,3,8.8,12.2,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,3.5,7,11.6,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,4,6.5,12,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,4.5,6.2,10.6,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,5,5.8,8.6,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,5.5,5.2,7.4,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,6,5,5.1,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,6.5,5,4.3,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,7,5,2.2,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,8,5,0.6,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,9,4.9,0.5,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,10,4.9,0.4,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,11,4.9,0.4,NA,NA,NA
"L","Paul Lake",1988,130,5,1988-05-09,12,4.9,0.4,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,0,16.5,8.8,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,0.5,16.5,8.7,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,1,16.1,9,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,1.5,16,9,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,2,15.5,9.6,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,2.5,12.5,11.2,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,3,10,11.4,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,3.5,9,11.5,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,4,8.2,11.4,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,4.5,7.5,11.4,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,5,6.8,11.2,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,5.5,6,11.2,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,6,5.8,10.9,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,6.5,5.5,10.5,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,7,5.2,9,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,7.5,5,6.2,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,8,4.9,5.4,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,9,4.9,2.3,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,10,4.9,0.8,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,11,4.8,0.6,NA,NA,NA
"R","Peter Lake",1988,130,5,1988-05-09,12,4.5,0.6,NA,NA,NA
"L","Paul Lake",1988,144,5,1988-05-23,0,17.2,8.8,1140,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,0.25,NA,NA,915,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,0.5,17.1,8.7,732,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,0.75,NA,NA,580,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,1,17.1,8.5,460,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,1.5,16.7,8.2,277,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,2,15.1,9.5,183,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,2.5,13.2,10.2,117,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,3,11.2,11.6,76.5,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,3.5,9,12.1,57.3,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,4,7.8,12.2,34.9,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,4.5,6.7,11.8,19.6,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,5,6,10.4,11.6,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,5.5,5.6,6.8,6.2,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,6,5.4,4.7,3.5,940,NA
"L","Paul Lake",1988,144,5,1988-05-23,7,5.1,1.2,NA,NA,NA
"L","Paul Lake",1988,144,5,1988-05-23,8,4.9,0.9,NA,NA,NA
"L","Paul Lake",1988,144,5,1988-05-23,10,4.9,0.8,NA,NA,NA
"R","Peter Lake",1988,145,5,1988-05-24,0,16.6,8.6,1300,1200,NA
"R","Peter Lake",1988,145,5,1988-05-24,0.25,NA,NA,1140,1200,NA
"R","Peter Lake",1988,145,5,1988-05-24,0.5,16.8,8.5,920,1200,NA
"R","Peter Lake",1988,145,5,1988-05-24,0.75,NA,NA,810,1200,NA
"R","Peter Lake",1988,145,5,1988-05-24,1,16.8,8.4,700,1200,NA
"R","Peter Lake",1988,145,5,1988-05-24,1.5,16.8,8.4,520,1200,NA
"R","Peter Lake",1988,145,5,1988-05-24,2,16.2,9,390,1200,NA
"R","Peter Lake",1988,145,5,1988-05-24,2.5,15.5,9.2,310,1200,NA
"R","Peter Lake",1988,145,5,1988-05-24,3,14,10,210,1200,NA
"R","Peter Lake",1988,145,5,1988-05-24,3.5,12.4,10.8,120,1200,NA
"R","Peter Lake",1988,145,5,1988-05-24,4,10.7,12.2,134,1050,NA
"R","Peter Lake",1988,145,5,1988-05-24,4.5,9.2,12.8,98,1050,NA
"R","Peter Lake",1988,145,5,1988-05-24,5,8,13.1,73,1050,NA
"R","Peter Lake",1988,145,5,1988-05-24,5.5,7.4,13.3,54,1050,NA
"R","Peter Lake",1988,145,5,1988-05-24,6,6.7,13.4,38,1050,NA
"R","Peter Lake",1988,145,5,1988-05-24,6.5,6.2,13.7,25,1050,NA
"R","Peter Lake",1988,145,5,1988-05-24,7,5.7,12.4,15.6,1050,NA
"R","Peter Lake",1988,145,5,1988-05-24,7.5,5.4,7.3,10.5,1050,NA
"R","Peter Lake",1988,145,5,1988-05-24,8,5.1,4,6.2,1050,NA
"R","Peter Lake",1988,145,5,1988-05-24,9,4.9,0.7,NA,NA,NA
"R","Peter Lake",1988,145,5,1988-05-24,10,4.7,0.2,NA,NA,NA
"R","Peter Lake",1988,145,5,1988-05-24,12,4.6,0.2,NA,NA,NA
"L","Paul Lake",1988,151,5,1988-05-30,0,22,7.4,430,320,NA
"L","Paul Lake",1988,151,5,1988-05-30,0.25,NA,NA,340,320,NA
"L","Paul Lake",1988,151,5,1988-05-30,0.5,22.7,7.6,245,320,NA
"L","Paul Lake",1988,151,5,1988-05-30,0.75,NA,NA,200,320,NA
"L","Paul Lake",1988,151,5,1988-05-30,1,22.4,7.5,155,320,NA
"L","Paul Lake",1988,151,5,1988-05-30,1.5,20.2,8.6,97,320,NA
"L","Paul Lake",1988,151,5,1988-05-30,2,17.2,9.5,66,330,NA
"L","Paul Lake",1988,151,5,1988-05-30,2.5,15.4,10.8,46,330,NA
"L","Paul Lake",1988,151,5,1988-05-30,3,12,12.5,33,330,NA
"L","Paul Lake",1988,151,5,1988-05-30,3.5,10,12.9,23.5,330,NA
"L","Paul Lake",1988,151,5,1988-05-30,4,8.5,13.1,17,330,NA
"L","Paul Lake",1988,151,5,1988-05-30,4.5,7.5,12.1,11,330,NA
"L","Paul Lake",1988,151,5,1988-05-30,5,6.6,11.4,6.5,330,NA
"L","Paul Lake",1988,151,5,1988-05-30,5.5,5.9,8.5,4.1,330,NA
"L","Paul Lake",1988,151,5,1988-05-30,6,5.6,2.5,2.6,330,NA
"L","Paul Lake",1988,151,5,1988-05-30,7,5.1,0.5,NA,NA,NA
"L","Paul Lake",1988,151,5,1988-05-30,8,5,0.3,NA,NA,NA
"L","Paul Lake",1988,151,5,1988-05-30,9,4.9,0.2,NA,NA,NA
"L","Paul Lake",1988,151,5,1988-05-30,10,4.9,0.2,NA,NA,NA
"L","Paul Lake",1988,151,5,1988-05-30,12,4.9,0.2,NA,NA,NA
"R","Peter Lake",1988,152,5,1988-05-31,0,22.7,7.5,1200,920,NA
"R","Peter Lake",1988,152,5,1988-05-31,0.25,NA,NA,1100,940,NA
"R","Peter Lake",1988,152,5,1988-05-31,0.5,22.7,7.4,900,940,NA
"R","Peter Lake",1988,152,5,1988-05-31,0.75,NA,NA,800,940,NA
"R","Peter Lake",1988,152,5,1988-05-31,1,22.5,7.4,650,1050,NA
"R","Peter Lake",1988,152,5,1988-05-31,1.5,21.2,8.4,400,1050,NA
"R","Peter Lake",1988,152,5,1988-05-31,2,19.3,8.8,340,750,NA
"R","Peter Lake",1988,152,5,1988-05-31,2.5,18,9.1,240,750,NA
"R","Peter Lake",1988,152,5,1988-05-31,3,16,9.9,160,750,NA
"R","Peter Lake",1988,152,5,1988-05-31,3.5,14,11,120,750,NA
"R","Peter Lake",1988,152,5,1988-05-31,4,11.8,12,67,570,NA
"R","Peter Lake",1988,152,5,1988-05-31,4.5,10.5,12.3,51,570,NA
"R","Peter Lake",1988,152,5,1988-05-31,5,9.3,12.7,41,570,NA
"R","Peter Lake",1988,152,5,1988-05-31,5.5,8.2,13.1,9.4,520,NA
"R","Peter Lake",1988,152,5,1988-05-31,6,7.2,13.6,21.5,520,NA
"R","Peter Lake",1988,152,5,1988-05-31,6.5,6.6,13.6,14.5,500,NA
"R","Peter Lake",1988,152,5,1988-05-31,7,6.1,13,10.5,500,NA
"R","Peter Lake",1988,152,5,1988-05-31,7.5,5.8,10.3,6.3,500,NA
"R","Peter Lake",1988,152,5,1988-05-31,8,5.4,5.3,4.2,500,NA
"R","Peter Lake",1988,152,5,1988-05-31,9,5,0.8,NA,NA,NA
"R","Peter Lake",1988,152,5,1988-05-31,10,4.8,0.5,NA,NA,NA
"R","Peter Lake",1988,152,5,1988-05-31,12,4.6,0.3,NA,NA,NA
"L","Paul Lake",1988,158,6,1988-06-06,0,23.7,7.5,1250,950,NA
"L","Paul Lake",1988,158,6,1988-06-06,0.25,NA,NA,990,950,NA
"L","Paul Lake",1988,158,6,1988-06-06,0.5,23.7,7.5,750,950,NA
"L","Paul Lake",1988,158,6,1988-06-06,0.75,NA,NA,600,950,NA
"L","Paul Lake",1988,158,6,1988-06-06,1,23.2,7.1,460,950,NA
"L","Paul Lake",1988,158,6,1988-06-06,1.5,22.3,7.9,290,950,NA
"L","Paul Lake",1988,158,6,1988-06-06,2,19.8,9.6,190,950,NA
"L","Paul Lake",1988,158,6,1988-06-06,2.5,16.6,11.5,130,950,NA
