"Date","Site.Name","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","Month","Year","Ozone","PM2.5"
2018-04-25,"West Johnston Co.","Johnston",35.59095,-78.4622,4,2018,31,31
2018-04-26,"Bryson City","Swain",35.434767,-83.442133,4,2018,25,14
2018-04-26,"Castle Hayne","New Hanover",34.364167,-77.838611,4,2018,47,13
2018-04-26,"Clemmons Middle","Forsyth",36.026,-80.342,4,2018,44,18
2018-04-26,"Durham Armory","Durham",36.0329550008979,-78.904037,4,2018,44,19
2018-04-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,64,3
2018-04-26,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,2018,39,19
2018-04-26,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,2018,46,13
2018-04-26,"Leggett","Edgecombe",35.988278,-77.5843,4,2018,39,24
2018-04-26,"Linville Falls","Avery",35.972347,-81.933072,4,2018,39,9
2018-04-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,2018,46,14
2018-04-26,"Millbrook School","Wake",35.856111,-78.574167,4,2018,44,22.6666666666667
2018-04-26,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,2018,43,22
2018-04-26,"West Johnston Co.","Johnston",35.59095,-78.4622,4,2018,41,27
2018-04-27,"Bryson City","Swain",35.434767,-83.442133,4,2018,51,24
2018-04-27,"Castle Hayne","New Hanover",34.364167,-77.838611,4,2018,45,21
2018-04-27,"Clemmons Middle","Forsyth",36.026,-80.342,4,2018,44,22
2018-04-27,"Durham Armory","Durham",36.0329550008979,-78.904037,4,2018,45,20
2018-04-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,67,NA
2018-04-27,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,2018,43,25
2018-04-27,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,2018,44,NA
2018-04-27,"Leggett","Edgecombe",35.988278,-77.5843,4,2018,48,26
2018-04-27,"Linville Falls","Avery",35.972347,-81.933072,4,2018,48,NA
2018-04-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,2018,45,20
2018-04-27,"Millbrook School","Wake",35.856111,-78.574167,4,2018,46,22.5
2018-04-27,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,2018,48,25
2018-04-27,"West Johnston Co.","Johnston",35.59095,-78.4622,4,2018,44,28
2018-04-28,"Bryson City","Swain",35.434767,-83.442133,4,2018,64,35
2018-04-28,"Castle Hayne","New Hanover",34.364167,-77.838611,4,2018,50,18
2018-04-28,"Clemmons Middle","Forsyth",36.026,-80.342,4,2018,67,33
2018-04-28,"Durham Armory","Durham",36.0329550008979,-78.904037,4,2018,71,36
2018-04-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,67,NA
2018-04-28,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,2018,71,38
2018-04-28,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,2018,61,NA
2018-04-28,"Leggett","Edgecombe",35.988278,-77.5843,4,2018,58,35
2018-04-28,"Linville Falls","Avery",35.972347,-81.933072,4,2018,67,NA
2018-04-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,2018,74,33
2018-04-28,"Millbrook School","Wake",35.856111,-78.574167,4,2018,64,40
2018-04-28,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,2018,61,29
2018-04-28,"West Johnston Co.","Johnston",35.59095,-78.4622,4,2018,58,53
2018-04-29,"Bryson City","Swain",35.434767,-83.442133,4,2018,49,20
2018-04-29,"Castle Hayne","New Hanover",34.364167,-77.838611,4,2018,45,13
2018-04-29,"Clemmons Middle","Forsyth",36.026,-80.342,4,2018,45,21
2018-04-29,"Durham Armory","Durham",36.0329550008979,-78.904037,4,2018,44,21
2018-04-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,51,12
2018-04-29,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,2018,44,27
2018-04-29,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,2018,46,NA
2018-04-29,"Leggett","Edgecombe",35.988278,-77.5843,4,2018,NA,20
2018-04-29,"Linville Falls","Avery",35.972347,-81.933072,4,2018,45,11
2018-04-29,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,2018,45,16
2018-04-29,"Millbrook School","Wake",35.856111,-78.574167,4,2018,44,22
2018-04-29,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,2018,44,24
2018-04-29,"West Johnston Co.","Johnston",35.59095,-78.4622,4,2018,44,26
2018-04-30,"Bryson City","Swain",35.434767,-83.442133,4,2018,45,22
2018-04-30,"Castle Hayne","New Hanover",34.364167,-77.838611,4,2018,50,11
2018-04-30,"Clemmons Middle","Forsyth",36.026,-80.342,4,2018,54,24
2018-04-30,"Durham Armory","Durham",36.0329550008979,-78.904037,4,2018,51,30
2018-04-30,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2018,58,NA
2018-04-30,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,2018,50,30
2018-04-30,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,2018,54,NA
2018-04-30,"Leggett","Edgecombe",35.988278,-77.5843,4,2018,50,15
2018-04-30,"Linville Falls","Avery",35.972347,-81.933072,4,2018,54,NA
2018-04-30,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,2018,61,21
2018-04-30,"Millbrook School","Wake",35.856111,-78.574167,4,2018,54,32.5
2018-04-30,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,2018,58,25
2018-04-30,"West Johnston Co.","Johnston",35.59095,-78.4622,4,2018,51,40
2018-05-01,"Bryson City","Swain",35.434767,-83.442133,5,2018,71,30
2018-05-01,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,67,16
2018-05-01,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,71,NA
2018-05-01,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,64,40
2018-05-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,105,NA
2018-05-01,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,64,41
2018-05-01,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,71,43
2018-05-01,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,77,31
2018-05-01,"Linville Falls","Avery",35.972347,-81.933072,5,2018,80,NA
2018-05-01,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,80,31
2018-05-01,"Millbrook School","Wake",35.856111,-78.574167,5,2018,71,40.5
2018-05-01,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,77,37
2018-05-01,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,67,47
2018-05-02,"Bryson City","Swain",35.434767,-83.442133,5,2018,50,46
2018-05-02,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,64,9
2018-05-02,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,90,NA
2018-05-02,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,71,42
2018-05-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,NA,35
2018-05-02,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,64,42
2018-05-02,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,90,46.3333333333333
2018-05-02,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,74,43
2018-05-02,"Linville Falls","Avery",35.972347,-81.933072,5,2018,87,30
2018-05-02,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,105,43
2018-05-02,"Millbrook School","Wake",35.856111,-78.574167,5,2018,71,52
2018-05-02,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,87,37
2018-05-02,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,67,47
2018-05-03,"Bryson City","Swain",35.434767,-83.442133,5,2018,49,51
2018-05-03,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,46,17
2018-05-03,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,74,NA
2018-05-03,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,51,42
2018-05-03,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,49,41
2018-05-03,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,74,62
2018-05-03,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,61,31
2018-05-03,"Linville Falls","Avery",35.972347,-81.933072,5,2018,84,NA
2018-05-03,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,90,43
2018-05-03,"Millbrook School","Wake",35.856111,-78.574167,5,2018,51,47.5
2018-05-03,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,58,28
2018-05-03,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,51,42
2018-05-04,"Bryson City","Swain",35.434767,-83.442133,5,2018,42,48
2018-05-04,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,46,8
2018-05-04,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,74,NA
2018-05-04,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,47,39
2018-05-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,54,NA
2018-05-04,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,47,44
2018-05-04,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,71,60
2018-05-04,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,51,28
2018-05-04,"Linville Falls","Avery",35.972347,-81.933072,5,2018,49,NA
2018-05-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,93,43
2018-05-04,"Millbrook School","Wake",35.856111,-78.574167,5,2018,46,40
2018-05-04,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,50,28
2018-05-04,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,49,35
2018-05-05,"Bryson City","Swain",35.434767,-83.442133,5,2018,28,57
2018-05-05,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,42,8
2018-05-05,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,43,NA
2018-05-05,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,45,48.5
2018-05-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,45,40
2018-05-05,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,39,46.5
2018-05-05,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,44,60
2018-05-05,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,44,31
2018-05-05,"Linville Falls","Avery",35.972347,-81.933072,5,2018,45,42
2018-05-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,43,52
2018-05-05,"Millbrook School","Wake",35.856111,-78.574167,5,2018,45,43
2018-05-05,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,44,28.5
2018-05-05,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,42,40
2018-05-06,"Bryson City","Swain",35.434767,-83.442133,5,2018,51,25
2018-05-06,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,25,3
2018-05-06,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,41,NA
2018-05-06,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,36,29
2018-05-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,58,NA
2018-05-06,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,44,27
2018-05-06,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,42,52
2018-05-06,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,32,24
2018-05-06,"Linville Falls","Avery",35.972347,-81.933072,5,2018,47,NA
2018-05-06,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,38,42
2018-05-06,"Millbrook School","Wake",35.856111,-78.574167,5,2018,37,38
2018-05-06,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,31,23
2018-05-06,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,32,33
2018-05-07,"Bryson City","Swain",35.434767,-83.442133,5,2018,NA,33
2018-05-07,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,33,23
2018-05-07,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,54,NA
2018-05-07,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,43,27
2018-05-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,61,NA
2018-05-07,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,71,28
2018-05-07,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,54,34
2018-05-07,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,33,50
2018-05-07,"Linville Falls","Avery",35.972347,-81.933072,5,2018,54,NA
2018-05-07,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,47,23
2018-05-07,"Millbrook School","Wake",35.856111,-78.574167,5,2018,42,38
2018-05-07,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,40,44
2018-05-07,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,40,33
2018-05-08,"Bryson City","Swain",35.434767,-83.442133,5,2018,46,29
2018-05-08,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,35,22
2018-05-08,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,71,NA
2018-05-08,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,47,33
2018-05-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,54,14
2018-05-08,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,71,29
2018-05-08,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,71,36
2018-05-08,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,37,22
2018-05-08,"Linville Falls","Avery",35.972347,-81.933072,5,2018,51,20
2018-05-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,54,NA
2018-05-08,"Millbrook School","Wake",35.856111,-78.574167,5,2018,44,33
2018-05-08,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,39,20
2018-05-08,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,41,27
2018-05-09,"Bryson City","Swain",35.434767,-83.442133,5,2018,47,30
2018-05-09,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,30,8
2018-05-09,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,67,NA
2018-05-09,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,58,28
2018-05-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,80,NA
2018-05-09,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,90,44
2018-05-09,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,80,58
2018-05-09,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,25,13
2018-05-09,"Linville Falls","Avery",35.972347,-81.933072,5,2018,67,NA
2018-05-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,87,NA
2018-05-09,"Millbrook School","Wake",35.856111,-78.574167,5,2018,58,30
2018-05-09,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,26,17
2018-05-09,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,48,20
2018-05-10,"Bryson City","Swain",35.434767,-83.442133,5,2018,46,43
2018-05-10,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,50,21
2018-05-10,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,67,54
2018-05-10,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,51,44
2018-05-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,64,NA
2018-05-10,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,54,51
2018-05-10,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,61,66
2018-05-10,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,67,38
2018-05-10,"Linville Falls","Avery",35.972347,-81.933072,5,2018,61,NA
2018-05-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,77,NA
2018-05-10,"Millbrook School","Wake",35.856111,-78.574167,5,2018,61,48
2018-05-10,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,64,41
2018-05-10,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,61,52
2018-05-11,"Bryson City","Swain",35.434767,-83.442133,5,2018,49,42
2018-05-11,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,71,28
2018-05-11,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,64,52
2018-05-11,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,71,46
2018-05-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,74,32
2018-05-11,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,101,47.5
2018-05-11,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,58,50.5
2018-05-11,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,71,47
2018-05-11,"Linville Falls","Avery",35.972347,-81.933072,5,2018,80,35
2018-05-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,77,NA
2018-05-11,"Millbrook School","Wake",35.856111,-78.574167,5,2018,77,52
2018-05-11,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,71,45
2018-05-11,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,64,54
2018-05-12,"Bryson City","Swain",35.434767,-83.442133,5,2018,48,51
2018-05-12,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,71,35
2018-05-12,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,80,55
2018-05-12,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,80,55
2018-05-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,61,NA
2018-05-12,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,97,58
2018-05-12,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,87,53
2018-05-12,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,80,53
2018-05-12,"Linville Falls","Avery",35.972347,-81.933072,5,2018,64,NA
2018-05-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,100,52
2018-05-12,"Millbrook School","Wake",35.856111,-78.574167,5,2018,77,60
2018-05-12,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,87,52
2018-05-12,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,51,55
2018-05-13,"Bryson City","Swain",35.434767,-83.442133,5,2018,44,49
2018-05-13,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,47,18
2018-05-13,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,61,63
2018-05-13,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,54,61
2018-05-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,61,NA
2018-05-13,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,105,61
2018-05-13,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,64,60
2018-05-13,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,NA,55
2018-05-13,"Linville Falls","Avery",35.972347,-81.933072,5,2018,58,NA
2018-05-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,80,57
2018-05-13,"Millbrook School","Wake",35.856111,-78.574167,5,2018,64,62
2018-05-13,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,80,57
2018-05-13,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,58,56
2018-05-14,"Bryson City","Swain",35.434767,-83.442133,5,2018,39,52
2018-05-14,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,31,0
2018-05-14,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,61,65
2018-05-14,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,NA,53.5
2018-05-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,51,50
2018-05-14,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,101,55
2018-05-14,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,77,59.3333333333333
2018-05-14,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,NA,51
2018-05-14,"Linville Falls","Avery",35.972347,-81.933072,5,2018,50,49
2018-05-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,87,57
2018-05-14,"Millbrook School","Wake",35.856111,-78.574167,5,2018,77,53
2018-05-14,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,64,37
2018-05-14,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,58,44
2018-05-15,"Bryson City","Swain",35.434767,-83.442133,5,2018,26,54
2018-05-15,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,22,4
2018-05-15,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,34,30
2018-05-15,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,25,26
2018-05-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,37,NA
2018-05-15,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,23,21
2018-05-15,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,36,29
2018-05-15,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,27,19
2018-05-15,"Linville Falls","Avery",35.972347,-81.933072,5,2018,36,NA
2018-05-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,28,29
2018-05-15,"Millbrook School","Wake",35.856111,-78.574167,5,2018,25,23
2018-05-15,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,26,20
2018-05-15,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,24,32
2018-05-16,"Bryson City","Swain",35.434767,-83.442133,5,2018,23,27
2018-05-16,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,35,0
2018-05-16,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,30,21
2018-05-16,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,33,21
2018-05-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,31,20
2018-05-16,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,NA,20
2018-05-16,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,27,17
2018-05-16,"Linville Falls","Avery",35.972347,-81.933072,5,2018,26,NA
2018-05-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,30,22
2018-05-16,"Millbrook School","Wake",35.856111,-78.574167,5,2018,31,21.5
2018-05-16,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,28,24
2018-05-16,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,30,20
2018-05-17,"Bryson City","Swain",35.434767,-83.442133,5,2018,22,23
2018-05-17,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,32,6
2018-05-17,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,30,29
2018-05-17,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,30,18
2018-05-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,NA,7
2018-05-17,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,31,20
2018-05-17,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,29,27
2018-05-17,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,NA,11
2018-05-17,"Linville Falls","Avery",35.972347,-81.933072,5,2018,27,11
2018-05-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,31,20
2018-05-17,"Millbrook School","Wake",35.856111,-78.574167,5,2018,27,18.3333333333333
2018-05-17,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,31,12.5
2018-05-17,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,25,20
2018-05-18,"Bryson City","Swain",35.434767,-83.442133,5,2018,31,25
2018-05-18,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,27,0
2018-05-18,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,26,26
2018-05-18,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,31,15
2018-05-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,44,NA
2018-05-18,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,25,23
2018-05-18,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,25,23
2018-05-18,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,24,12
2018-05-18,"Linville Falls","Avery",35.972347,-81.933072,5,2018,38,NA
2018-05-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,27,22
2018-05-18,"Millbrook School","Wake",35.856111,-78.574167,5,2018,28,18
2018-05-18,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,23,18
2018-05-18,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,26,19
2018-05-19,"Bryson City","Swain",35.434767,-83.442133,5,2018,37,36
2018-05-19,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,22,15
2018-05-19,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,34,26
2018-05-19,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,21,5
2018-05-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,47,NA
2018-05-19,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,39,23
2018-05-19,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,34,23
2018-05-19,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,20,8
2018-05-19,"Linville Falls","Avery",35.972347,-81.933072,5,2018,37,NA
2018-05-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,26,13
2018-05-19,"Millbrook School","Wake",35.856111,-78.574167,5,2018,19,13.5
2018-05-19,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,22,10
2018-05-19,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,19,11
2018-05-20,"Bryson City","Swain",35.434767,-83.442133,5,2018,32,38
2018-05-20,"Castle Hayne","New Hanover",34.364167,-77.838611,5,2018,29,0
2018-05-20,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,42,36
2018-05-20,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,31,26.5
2018-05-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,5,2018,51,28
2018-05-20,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,5,2018,41,29
2018-05-20,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,5,2018,44,33
2018-05-20,"Leggett","Edgecombe",35.988278,-77.5843,5,2018,NA,25
2018-05-20,"Linville Falls","Avery",35.972347,-81.933072,5,2018,36,22
2018-05-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,5,2018,45,34
2018-05-20,"Millbrook School","Wake",35.856111,-78.574167,5,2018,29,32
2018-05-20,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,5,2018,30,21
2018-05-20,"West Johnston Co.","Johnston",35.59095,-78.4622,5,2018,25,31
2018-05-21,"Bryson City","Swain",35.434767,-83.442133,5,2018,29,25
2018-05-21,"Clemmons Middle","Forsyth",36.026,-80.342,5,2018,42,38
2018-05-21,"Durham Armory","Durham",36.0329550008979,-78.904037,5,2018,38,35
