"agency_cd","site_no","datetime","discharge.max","discharge.max.approval","discharge.min","discharge.min.approval","discharge.mean","discharge.mean.approval","gage.height.max","gage.height.max.approval","gage.height.min","gage.height.min.approval","gage.height.mean","gage.height.mean.approval"
"USGS",2085000,1942-06-14,NA,"",NA,"",52,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-15,NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-16,NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-17,NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-18,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-19,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-20,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-21,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-22,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-23,NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-24,NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-25,NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-26,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-27,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-28,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-29,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-06-30,NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-01,NA,"",NA,"",9.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-02,NA,"",NA,"",36,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-03,NA,"",NA,"",58,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-04,NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-05,NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-06,NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-07,NA,"",NA,"",40,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-08,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-09,NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-10,NA,"",NA,"",71,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-11,NA,"",NA,"",81,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-12,NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-13,NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-14,NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-15,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-16,NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-17,NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-18,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-19,NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-20,NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-21,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-22,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-23,NA,"",NA,"",9.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-24,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-25,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-26,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-27,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-28,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-29,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-30,NA,"",NA,"",8.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-07-31,NA,"",NA,"",7.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-01,NA,"",NA,"",6.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-02,NA,"",NA,"",6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-03,NA,"",NA,"",5.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-04,NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-05,NA,"",NA,"",81,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-06,NA,"",NA,"",101,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-07,NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-08,NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-09,NA,"",NA,"",350,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-10,NA,"",NA,"",58,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-11,NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-12,NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-13,NA,"",NA,"",52,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-14,NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-15,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-16,NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-17,NA,"",NA,"",82,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-18,NA,"",NA,"",64,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-19,NA,"",NA,"",70,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-20,NA,"",NA,"",45,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-21,NA,"",NA,"",91,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-22,NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-23,NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-24,NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-25,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-26,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-27,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-28,NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-29,NA,"",NA,"",9.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-30,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-08-31,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-01,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-02,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-03,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-04,NA,"",NA,"",9.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-05,NA,"",NA,"",8.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-06,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-07,NA,"",NA,"",110,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-08,NA,"",NA,"",69,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-09,NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-10,NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-11,NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-12,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-13,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-14,NA,"",NA,"",9.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-15,NA,"",NA,"",9,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-16,NA,"",NA,"",8.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-17,NA,"",NA,"",8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-18,NA,"",NA,"",7.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-19,NA,"",NA,"",7.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-20,NA,"",NA,"",6.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-21,NA,"",NA,"",6.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-22,NA,"",NA,"",6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-23,NA,"",NA,"",5.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-24,NA,"",NA,"",5.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-25,NA,"",NA,"",5.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-26,NA,"",NA,"",6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-27,NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-28,NA,"",NA,"",122,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-29,NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-09-30,NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-01,NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-02,NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-03,NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-04,NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-05,NA,"",NA,"",9.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-06,NA,"",NA,"",9.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-07,NA,"",NA,"",8.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-08,NA,"",NA,"",8.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-09,NA,"",NA,"",8.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-10,NA,"",NA,"",7.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-11,NA,"",NA,"",7.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-12,NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-13,NA,"",NA,"",46,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-14,NA,"",NA,"",90,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-15,NA,"",NA,"",368,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-16,NA,"",NA,"",109,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-17,NA,"",NA,"",58,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-18,NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-19,NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-20,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-21,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-22,NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-23,NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-24,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-25,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-26,NA,"",NA,"",123,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-27,NA,"",NA,"",112,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-28,NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-29,NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-30,NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-10-31,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-01,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-02,NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-03,NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-04,NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-05,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-06,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-07,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-08,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-09,NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-10,NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-11,NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-12,NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-13,NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-14,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-15,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-16,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-17,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-18,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-19,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-20,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-21,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-22,NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-23,NA,"",NA,"",139,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-24,NA,"",NA,"",1010,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-25,NA,"",NA,"",151,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-26,NA,"",NA,"",80,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-27,NA,"",NA,"",58,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-28,NA,"",NA,"",45,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-29,NA,"",NA,"",38,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-11-30,NA,"",NA,"",36,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-01,NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-02,NA,"",NA,"",138,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-03,NA,"",NA,"",64,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-04,NA,"",NA,"",45,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-05,NA,"",NA,"",40,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-06,NA,"",NA,"",165,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-07,NA,"",NA,"",108,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-08,NA,"",NA,"",270,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-09,NA,"",NA,"",183,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-10,NA,"",NA,"",112,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-11,NA,"",NA,"",81,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-12,NA,"",NA,"",66,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-13,NA,"",NA,"",55,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-14,NA,"",NA,"",46,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-15,NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-16,NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-17,NA,"",NA,"",92,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-18,NA,"",NA,"",69,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-19,NA,"",NA,"",90,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-20,NA,"",NA,"",71,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-21,NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-22,NA,"",NA,"",44,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-23,NA,"",NA,"",60,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-24,NA,"",NA,"",69,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-25,NA,"",NA,"",54,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-26,NA,"",NA,"",55,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-27,NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-28,NA,"",NA,"",60,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-29,NA,"",NA,"",85,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-30,NA,"",NA,"",889,"A",NA,"",NA,"",NA,""
"USGS",2085000,1942-12-31,NA,"",NA,"",227,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-01,NA,"",NA,"",117,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-02,NA,"",NA,"",89,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-03,NA,"",NA,"",74,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-04,NA,"",NA,"",66,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-05,NA,"",NA,"",56,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-06,NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-07,NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-08,NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-09,NA,"",NA,"",72,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-10,NA,"",NA,"",63,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-11,NA,"",NA,"",56,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-12,NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-13,NA,"",NA,"",44,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-14,NA,"",NA,"",40,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-15,NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-16,NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-17,NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-18,NA,"",NA,"",482,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-19,NA,"",NA,"",364,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-20,NA,"",NA,"",142,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-21,NA,"",NA,"",95,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-22,NA,"",NA,"",81,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-23,NA,"",NA,"",67,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-24,NA,"",NA,"",60,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-25,NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-26,NA,"",NA,"",54,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-27,NA,"",NA,"",187,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-28,NA,"",NA,"",662,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-29,NA,"",NA,"",297,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-30,NA,"",NA,"",150,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-01-31,NA,"",NA,"",175,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-01,NA,"",NA,"",140,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-02,NA,"",NA,"",103,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-03,NA,"",NA,"",78,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-04,NA,"",NA,"",83,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-05,NA,"",NA,"",230,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-06,NA,"",NA,"",715,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-07,NA,"",NA,"",202,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-08,NA,"",NA,"",124,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-09,NA,"",NA,"",97,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-10,NA,"",NA,"",82,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-11,NA,"",NA,"",90,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-12,NA,"",NA,"",104,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-13,NA,"",NA,"",78,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-14,NA,"",NA,"",65,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-15,NA,"",NA,"",53,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-16,NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-17,NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-18,NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-19,NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-20,NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-21,NA,"",NA,"",49,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-22,NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-23,NA,"",NA,"",46,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-24,NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-25,NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-26,NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-27,NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-02-28,NA,"",NA,"",38,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-01,NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-02,NA,"",NA,"",36,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-03,NA,"",NA,"",36,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-04,NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-05,NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-06,NA,"",NA,"",517,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-07,NA,"",NA,"",355,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-08,NA,"",NA,"",117,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-09,NA,"",NA,"",80,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-10,NA,"",NA,"",72,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-11,NA,"",NA,"",64,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-12,NA,"",NA,"",58,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-13,NA,"",NA,"",84,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-14,NA,"",NA,"",94,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-15,NA,"",NA,"",69,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-16,NA,"",NA,"",62,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-17,NA,"",NA,"",58,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-18,NA,"",NA,"",58,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-19,NA,"",NA,"",61,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-20,NA,"",NA,"",60,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-21,NA,"",NA,"",92,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-22,NA,"",NA,"",240,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-23,NA,"",NA,"",148,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-24,NA,"",NA,"",96,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-25,NA,"",NA,"",77,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-26,NA,"",NA,"",66,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-27,NA,"",NA,"",75,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-28,NA,"",NA,"",347,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-29,NA,"",NA,"",122,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-30,NA,"",NA,"",86,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-03-31,NA,"",NA,"",74,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-04-01,NA,"",NA,"",66,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-04-02,NA,"",NA,"",60,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-04-03,NA,"",NA,"",57,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-04-04,NA,"",NA,"",51,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-04-05,NA,"",NA,"",49,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-04-06,NA,"",NA,"",44,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-04-07,NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-04-08,NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,1943-04-09,NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
