"","Date","Site.Name","COUNTY","meanLat","meanLng","Month","Year","PM2.5","Ozone"
"2258",2018-07-02,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,36,42
"2259",2018-07-02,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,23
"2260",2018-07-02,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,27,43
"2261",2018-07-02,"Millbrook School","Wake",35.856111,-78.574167,7,2018,38.5,45
"2262",2018-07-02,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,29,41
"2263",2018-07-02,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,49,43
"2264",2018-07-03,"Bryson City","Swain",35.434767,-83.442133,7,2018,24,31
"2265",2018-07-03,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,20,42
"2266",2018-07-03,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,54,54
"2267",2018-07-03,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,51,41
"2268",2018-07-03,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,45
"2269",2018-07-03,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,51,49
"2270",2018-07-03,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,44,58
"2271",2018-07-03,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,44,44
"2272",2018-07-03,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,35
"2273",2018-07-03,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,48,44
"2274",2018-07-03,"Millbrook School","Wake",35.856111,-78.574167,7,2018,52,44
"2275",2018-07-03,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,46,45
"2276",2018-07-03,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,48,44
"2277",2018-07-04,"Bryson City","Swain",35.434767,-83.442133,7,2018,51,40
"2278",2018-07-04,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,14,23
"2279",2018-07-04,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,57,43
"2280",2018-07-04,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,50,23
"2281",2018-07-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,45,39
"2282",2018-07-04,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,45.5,31
"2283",2018-07-04,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,52.5,42
"2284",2018-07-04,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,22,25
"2285",2018-07-04,"Linville Falls","Avery",35.972347,-81.933072,7,2018,43,43
"2286",2018-07-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,44,33
"2287",2018-07-04,"Millbrook School","Wake",35.856111,-78.574167,7,2018,41,26
"2288",2018-07-04,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,22,22
"2289",2018-07-04,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,35,27
"2290",2018-07-05,"Bryson City","Swain",35.434767,-83.442133,7,2018,38,29
"2291",2018-07-05,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,8,23
"2292",2018-07-05,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,31,29
"2293",2018-07-05,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,15,39
"2294",2018-07-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,30
"2295",2018-07-05,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,23,31
"2296",2018-07-05,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,26,35
"2297",2018-07-05,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,18,24
"2298",2018-07-05,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,26
"2299",2018-07-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,23,30
"2300",2018-07-05,"Millbrook School","Wake",35.856111,-78.574167,7,2018,26.5,32
"2301",2018-07-05,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,25,27
"2302",2018-07-05,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,23,31
"2303",2018-07-06,"Bryson City","Swain",35.434767,-83.442133,7,2018,32,26
"2304",2018-07-06,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,0,19
"2305",2018-07-06,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,34,32
"2306",2018-07-06,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,17,33
"2307",2018-07-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,41
"2308",2018-07-06,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,25,45
"2309",2018-07-06,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,28,33
"2310",2018-07-06,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,34
"2311",2018-07-06,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,28
"2312",2018-07-06,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,21,39
"2313",2018-07-06,"Millbrook School","Wake",35.856111,-78.574167,7,2018,25.5,36
"2314",2018-07-06,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,16,35
"2315",2018-07-06,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,24,32
"2316",2018-07-07,"Bryson City","Swain",35.434767,-83.442133,7,2018,29,28
"2317",2018-07-07,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,23,28
"2318",2018-07-07,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,33,36
"2319",2018-07-07,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,24.5,31
"2320",2018-07-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,6,35
"2321",2018-07-07,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,31.5,33
"2322",2018-07-07,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,27.6666666666667,35
"2323",2018-07-07,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,26
"2324",2018-07-07,"Linville Falls","Avery",35.972347,-81.933072,7,2018,22,31
"2325",2018-07-07,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,21,32
"2326",2018-07-07,"Millbrook School","Wake",35.856111,-78.574167,7,2018,28.3333333333333,31
"2327",2018-07-07,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,30,29
"2328",2018-07-07,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,30,27
"2329",2018-07-08,"Bryson City","Swain",35.434767,-83.442133,7,2018,33,32
"2330",2018-07-08,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,10,28
"2331",2018-07-08,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,21,51
"2332",2018-07-08,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,24,34
"2333",2018-07-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,58
"2334",2018-07-08,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,25,61
"2335",2018-07-08,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,18,50
"2336",2018-07-08,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,35
"2337",2018-07-08,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,33
"2338",2018-07-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,14,44
"2339",2018-07-08,"Millbrook School","Wake",35.856111,-78.574167,7,2018,22.5,37
"2340",2018-07-08,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,22,35
"2341",2018-07-08,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,20,33
"2342",2018-07-09,"Bryson City","Swain",35.434767,-83.442133,7,2018,34,37
"2343",2018-07-09,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,12,35
"2344",2018-07-09,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,23,46
"2345",2018-07-09,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,28,41
"2346",2018-07-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,46
"2347",2018-07-09,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,23,54
"2348",2018-07-09,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,20,44
"2349",2018-07-09,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,NA,43
"2350",2018-07-09,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,43
"2351",2018-07-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,22,46
"2352",2018-07-09,"Millbrook School","Wake",35.856111,-78.574167,7,2018,22.5,48
"2353",2018-07-09,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,29,46
"2354",2018-07-09,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,18,44
"2355",2018-07-10,"Bryson City","Swain",35.434767,-83.442133,7,2018,36,38
"2356",2018-07-10,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,26,77
"2357",2018-07-10,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,47,54
"2358",2018-07-10,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,47.5,74
"2359",2018-07-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,30,45
"2360",2018-07-10,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,46.5,67
"2361",2018-07-10,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,46,58
"2362",2018-07-10,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,56,74
"2363",2018-07-10,"Linville Falls","Avery",35.972347,-81.933072,7,2018,34,45
"2364",2018-07-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,40,58
"2365",2018-07-10,"Millbrook School","Wake",35.856111,-78.574167,7,2018,45.3333333333333,74
"2366",2018-07-10,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,46.5,87
"2367",2018-07-10,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,49,74
"2368",2018-07-11,"Bryson City","Swain",35.434767,-83.442133,7,2018,38,37
"2369",2018-07-11,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,51,74
"2370",2018-07-11,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,52,51
"2371",2018-07-11,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,61,58
"2372",2018-07-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,50
"2373",2018-07-11,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,53,100
"2374",2018-07-11,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,52,61
"2375",2018-07-11,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,54,64
"2376",2018-07-11,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,42
"2377",2018-07-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,48,67
"2378",2018-07-11,"Millbrook School","Wake",35.856111,-78.574167,7,2018,61.5,90
"2379",2018-07-11,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,60,87
"2380",2018-07-11,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,67,84
"2381",2018-07-12,"Bryson City","Swain",35.434767,-83.442133,7,2018,47,38
"2382",2018-07-12,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,36,47
"2383",2018-07-12,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,48,97
"2384",2018-07-12,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,56,48
"2385",2018-07-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,43
"2386",2018-07-12,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,52,80
"2387",2018-07-12,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,51,80
"2388",2018-07-12,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,48,48
"2389",2018-07-12,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,38
"2390",2018-07-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,54,67
"2391",2018-07-12,"Millbrook School","Wake",35.856111,-78.574167,7,2018,50,48
"2392",2018-07-12,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,57,46
"2393",2018-07-12,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,56,48
"2394",2018-07-13,"Bryson City","Swain",35.434767,-83.442133,7,2018,43,37
"2395",2018-07-13,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,22,44
"2396",2018-07-13,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,44,93
"2397",2018-07-13,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,51,48
"2398",2018-07-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,24,49
"2399",2018-07-13,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,48.5,51
"2400",2018-07-13,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,52.6666666666667,80
"2401",2018-07-13,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,46,44
"2402",2018-07-13,"Linville Falls","Avery",35.972347,-81.933072,7,2018,47,46
"2403",2018-07-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,48,54
"2404",2018-07-13,"Millbrook School","Wake",35.856111,-78.574167,7,2018,47.6666666666667,48
"2405",2018-07-13,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,39,47
"2406",2018-07-13,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,46,67
"2407",2018-07-14,"Bryson City","Swain",35.434767,-83.442133,7,2018,46,39
"2408",2018-07-14,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,13,33
"2409",2018-07-14,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,37,58
"2410",2018-07-14,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,46,47
"2411",2018-07-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,45
"2412",2018-07-14,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,51,51
"2413",2018-07-14,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,54,74
"2414",2018-07-14,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,22,37
"2415",2018-07-14,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,44
"2416",2018-07-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,41,50
"2417",2018-07-14,"Millbrook School","Wake",35.856111,-78.574167,7,2018,34.5,43
"2418",2018-07-14,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,27,37
"2419",2018-07-14,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,33,46
"2420",2018-07-15,"Bryson City","Swain",35.434767,-83.442133,7,2018,36,33
"2421",2018-07-15,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,7,35
"2422",2018-07-15,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,38,64
"2423",2018-07-15,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,56,51
"2424",2018-07-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,41
"2425",2018-07-15,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,48,44
"2426",2018-07-15,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,55,64
"2427",2018-07-15,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,35,47
"2428",2018-07-15,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,29
"2429",2018-07-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,53,71
"2430",2018-07-15,"Millbrook School","Wake",35.856111,-78.574167,7,2018,46.5,48
"2431",2018-07-15,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,35,45
"2432",2018-07-15,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,44,45
"2433",2018-07-16,"Bryson City","Swain",35.434767,-83.442133,7,2018,30,30
"2434",2018-07-16,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,10,31
"2435",2018-07-16,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,32,54
"2436",2018-07-16,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,54,42
"2437",2018-07-16,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,24,40
"2438",2018-07-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,48,42
"2439",2018-07-16,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,42.5,50
"2440",2018-07-16,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,46,45
"2441",2018-07-16,"Linville Falls","Avery",35.972347,-81.933072,7,2018,31,31
"2442",2018-07-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,44,50
"2443",2018-07-16,"Millbrook School","Wake",35.856111,-78.574167,7,2018,53.3333333333333,46
"2444",2018-07-16,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,37,40
"2445",2018-07-16,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,51,44
"2446",2018-07-17,"Bryson City","Swain",35.434767,-83.442133,7,2018,26,5
"2447",2018-07-17,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,22,34
"2448",2018-07-17,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,29,43
"2449",2018-07-17,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,45.5,43
"2450",2018-07-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,41
"2451",2018-07-17,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,30,42
"2452",2018-07-17,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,33,43
"2453",2018-07-17,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,42,43
"2454",2018-07-17,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,37
"2455",2018-07-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,37,46
"2456",2018-07-17,"Millbrook School","Wake",35.856111,-78.574167,7,2018,46,43
"2457",2018-07-17,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,43,42
"2458",2018-07-17,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,43,40
"2459",2018-07-18,"Bryson City","Swain",35.434767,-83.442133,7,2018,32,43
"2460",2018-07-18,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,19,31
"2461",2018-07-18,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,NA,51
"2462",2018-07-18,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,41,41
"2463",2018-07-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,50
"2464",2018-07-18,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,40,77
"2465",2018-07-18,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,32,51
"2466",2018-07-18,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,31,46
"2467",2018-07-18,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,39
"2468",2018-07-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,35,44
"2469",2018-07-18,"Millbrook School","Wake",35.856111,-78.574167,7,2018,26.5,43
"2470",2018-07-18,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,36,45
"2471",2018-07-18,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,29,38
"2472",2018-07-19,"Bryson City","Swain",35.434767,-83.442133,7,2018,36,37
"2473",2018-07-19,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,21,46
"2474",2018-07-19,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,NA,64
"2475",2018-07-19,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,45,64
"2476",2018-07-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,28,48
"2477",2018-07-19,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,43.5,43
"2478",2018-07-19,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,31.6666666666667,74
"2479",2018-07-19,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,33,54
"2480",2018-07-19,"Linville Falls","Avery",35.972347,-81.933072,7,2018,29,39
"2481",2018-07-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,26,48
"2482",2018-07-19,"Millbrook School","Wake",35.856111,-78.574167,7,2018,35,64
"2483",2018-07-19,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,38.5,50
"2484",2018-07-19,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,34,64
"2485",2018-07-20,"Bryson City","Swain",35.434767,-83.442133,7,2018,44,40
"2486",2018-07-20,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,12,33
"2487",2018-07-20,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,47,67
"2488",2018-07-20,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,42.5,44
"2489",2018-07-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,48
"2490",2018-07-20,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,42,45
"2491",2018-07-20,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,37,80
"2492",2018-07-20,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,32,38
"2493",2018-07-20,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,45
"2494",2018-07-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,36,54
"2495",2018-07-20,"Millbrook School","Wake",35.856111,-78.574167,7,2018,37,41
"2496",2018-07-20,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,32,38
"2497",2018-07-20,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,31,39
"2498",2018-07-21,"Bryson City","Swain",35.434767,-83.442133,7,2018,22,44
"2499",2018-07-21,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,5,30
"2500",2018-07-21,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,40,61
"2501",2018-07-21,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,35,38
"2502",2018-07-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,50
"2503",2018-07-21,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,31,50
"2504",2018-07-21,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,32,64
"2505",2018-07-21,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,13,26
"2506",2018-07-21,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,41
"2507",2018-07-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,25,46
"2508",2018-07-21,"Millbrook School","Wake",35.856111,-78.574167,7,2018,24.5,40
"2509",2018-07-21,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,17,30
"2510",2018-07-21,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,27,38
"2511",2018-07-22,"Bryson City","Swain",35.434767,-83.442133,7,2018,26,37
"2512",2018-07-22,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,30,43
"2513",2018-07-22,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,31,41
"2514",2018-07-22,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,32,42
"2515",2018-07-22,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,13,35
"2516",2018-07-22,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,20.5,47
"2517",2018-07-22,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,24.5,38
"2518",2018-07-22,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,20,37
"2519",2018-07-22,"Linville Falls","Avery",35.972347,-81.933072,7,2018,18,31
"2520",2018-07-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,20,38
"2521",2018-07-22,"Millbrook School","Wake",35.856111,-78.574167,7,2018,25.3333333333333,44
"2522",2018-07-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,39.5,39
"2523",2018-07-22,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,32,42
"2524",2018-07-23,"Bryson City","Swain",35.434767,-83.442133,7,2018,20,36
"2525",2018-07-23,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,9,46
"2526",2018-07-23,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,38,40
"2527",2018-07-23,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,43,45
"2528",2018-07-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,40
"2529",2018-07-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,25,42
"2530",2018-07-23,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,27,40
"2531",2018-07-23,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,22,40
"2532",2018-07-23,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,37
"2533",2018-07-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,29,37
"2534",2018-07-23,"Millbrook School","Wake",35.856111,-78.574167,7,2018,29.5,44
"2535",2018-07-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,26,41
"2536",2018-07-23,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,28,43
"2537",2018-07-24,"Bryson City","Swain",35.434767,-83.442133,7,2018,21,31
"2538",2018-07-24,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,5,48
"2539",2018-07-24,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,26,45
"2540",2018-07-24,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,29,42
"2541",2018-07-24,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,54
"2542",2018-07-24,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,19,44
"2543",2018-07-24,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,7,2018,23,45
"2544",2018-07-24,"Leggett","Edgecombe",35.988278,-77.5843,7,2018,11,34
"2545",2018-07-24,"Linville Falls","Avery",35.972347,-81.933072,7,2018,NA,37
"2546",2018-07-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,7,2018,19,43
"2547",2018-07-24,"Millbrook School","Wake",35.856111,-78.574167,7,2018,21.5,40
"2548",2018-07-24,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,7,2018,12,36
"2549",2018-07-24,"West Johnston Co.","Johnston",35.59095,-78.4622,7,2018,21,37
"2550",2018-07-25,"Bryson City","Swain",35.434767,-83.442133,7,2018,25,35
"2551",2018-07-25,"Castle Hayne","New Hanover",34.364167,-77.838611,7,2018,0,40
"2552",2018-07-25,"Clemmons Middle","Forsyth",36.026,-80.342,7,2018,28,38
"2553",2018-07-25,"Durham Armory","Durham",36.0329550008979,-78.904037,7,2018,33,39
"2554",2018-07-25,"Frying Pan Mountain","Haywood",35.379167,-82.7925,7,2018,NA,43
"2555",2018-07-25,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,7,2018,27.5,42
