"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2018-04-20,61,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-04-21,77,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-04-22,46,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-04-23,44,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-04-24,36,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-04-25,38,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-04-26,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-04-27,51,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-04-28,67,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-04-29,46,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-04-30,48,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-01,74,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-02,84,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-03,80,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-04,54,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-05,46,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-06,49,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-07,50,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-08,50,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-09,51,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-10,50,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-11,49,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-12,50,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-13,54,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-14,49,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-15,36,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-16,19,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-17,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-18,35,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-19,35,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-20,36,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-21,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-22,25,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-23,43,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-24,41,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-25,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-26,23,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-27,26,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-28,17,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-29,22,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-30,28,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-05-31,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-01,41,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-02,44,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-03,48,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-04,54,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-05,61,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-06,71,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-07,93,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-08,61,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-09,61,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-10,45,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-11,35,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-12,32,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-13,32,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-14,44,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-15,51,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-16,43,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-17,41,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-18,44,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-19,35,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-20,27,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-21,23,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-22,38,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-23,40,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-24,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-25,26,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-26,21,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-27,26,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-28,30,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-29,43,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-06-30,46,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-01,32,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-02,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-03,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-04,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-05,28,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-06,30,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-07,28,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-08,41,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-09,42,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-10,41,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-11,45,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-12,41,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-13,44,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-14,43,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-15,38,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-16,30,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-17,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-18,44,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-19,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-20,45,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-21,42,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-22,34,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-23,35,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-24,41,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-25,26,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-26,43,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-27,44,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-28,41,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-29,41,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-30,36,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-07-31,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-01,24,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-02,24,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-03,20,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-04,32,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-05,30,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-06,26,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-07,27,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-08,32,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-09,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-10,34,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-11,32,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-12,35,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-13,32,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-14,34,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-15,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-16,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-17,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-18,24,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-19,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-20,30,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-21,22,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-22,34,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-23,44,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-24,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-25,44,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-26,38,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-27,38,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-28,43,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-29,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-30,36,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-08-31,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-01,34,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-02,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-03,30,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-04,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-05,35,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-06,39,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-07,41,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-08,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-09,30,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-11,24,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-12,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-13,24,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-14,19,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-15,12,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-16,16,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-17,14,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-18,29,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-19,40,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-20,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-21,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-22,42,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-23,34,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-24,24,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-25,19,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-26,19,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-27,20,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-28,25,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-29,30,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-09-30,24,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-01,32,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-02,32,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-03,28,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-04,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-05,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-06,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-07,37,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-08,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-09,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-10,15,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-11,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-12,35,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-13,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-14,28,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-15,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-16,16,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-17,31,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-18,35,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-19,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-20,34,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-21,30,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-22,29,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-23,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-24,39,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-25,28,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-26,26,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-27,34,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-28,36,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-29,34,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-30,33,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-10-31,36,"Bent Creek","Ozone","Buncombe",35.500102002749,-82.5998603096712
2018-03-01,43,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-02,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-03,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-04,45,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-05,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-06,29,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-07,35,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-08,42,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-09,46,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-10,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-11,34,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-12,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-13,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-14,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-15,67,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-16,64,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-17,54,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-18,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-19,39,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-20,33,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-21,37,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-22,46,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-23,51,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-24,41,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-25,47,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-26,46,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-27,38,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-28,41,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-29,50,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-30,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-03-31,48,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-01,47,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-02,51,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-03,47,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-04,45,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-05,49,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-06,54,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-07,40,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-08,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-09,35,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-10,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-11,46,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-12,64,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-13,87,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-14,46,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-15,39,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-16,37,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-17,67,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-18,80,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-19,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-20,61,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-21,80,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-22,46,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-23,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-24,34,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-25,43,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-26,42,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-27,49,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-28,71,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-29,46,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-04-30,51,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-01,71,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-02,90,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-03,74,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-04,77,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-05,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-06,48,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-07,51,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-08,58,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-09,64,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-10,61,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-11,71,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-12,71,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-13,58,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-14,61,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-15,34,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-16,28,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-17,32,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-18,31,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-19,35,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-20,40,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-21,38,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-22,33,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-23,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-24,43,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-25,33,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-26,24,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-27,27,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-28,18,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-29,22,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-30,27,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-05-31,36,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-01,36,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-02,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-03,50,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-04,67,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-05,58,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-06,77,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-07,58,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-08,84,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-09,93,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-10,49,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-11,42,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-12,28,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-13,34,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-14,46,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-15,48,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-16,80,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-17,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-18,43,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-19,40,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-20,31,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-21,24,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-22,36,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-23,40,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-24,39,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-25,37,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-26,25,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-27,30,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-28,35,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-29,44,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
2018-06-30,48,"Lenoir (city)","Ozone","Caldwell",35.9359000008969,-81.5306
