"lakename","year4","daynum","month","sampledate","depth","nutrient","concentration"
"Paul Lake",1993,161,6,1993-06-10,1.8,"nh34",12.017
"Paul Lake",1993,161,6,1993-06-10,1.8,"no23",1.376
"Paul Lake",1993,161,6,1993-06-10,1.8,"po4",0
"Paul Lake",1993,161,6,1993-06-10,3.1,"tn_ug",412.263
"Paul Lake",1993,161,6,1993-06-10,3.1,"tp_ug",9.02
"Paul Lake",1993,161,6,1993-06-10,3.1,"nh34",11.155
"Paul Lake",1993,161,6,1993-06-10,3.1,"no23",1.61
"Paul Lake",1993,161,6,1993-06-10,3.1,"po4",0
"Paul Lake",1993,161,6,1993-06-10,4,"tn_ug",373.101
"Paul Lake",1993,161,6,1993-06-10,4,"tp_ug",5.589
"Paul Lake",1993,161,6,1993-06-10,4,"nh34",14.697
"Paul Lake",1993,161,6,1993-06-10,4,"no23",1.717
"Paul Lake",1993,161,6,1993-06-10,4,"po4",2
"Paul Lake",1993,161,6,1993-06-10,5.6,"tn_ug",419.27
"Paul Lake",1993,161,6,1993-06-10,5.6,"tp_ug",23.128
"Paul Lake",1993,161,6,1993-06-10,5.6,"nh34",5.838
"Paul Lake",1993,161,6,1993-06-10,5.6,"no23",1.343
"Paul Lake",1993,161,6,1993-06-10,5.6,"po4",2
"Paul Lake",1993,161,6,1993-06-10,8,"tn_ug",769.67
"Paul Lake",1993,161,6,1993-06-10,8,"tp_ug",54.594
"Paul Lake",1993,161,6,1993-06-10,8,"nh34",315
"Paul Lake",1993,161,6,1993-06-10,8,"no23",1.452
"Paul Lake",1993,161,6,1993-06-10,8,"po4",3
"Peter Lake",1993,167,6,1993-06-16,0,"tn_ug",616.316
"Peter Lake",1993,167,6,1993-06-16,0,"tp_ug",51.881
"Peter Lake",1993,167,6,1993-06-16,0,"nh34",89.413
"Peter Lake",1993,167,6,1993-06-16,0,"no23",79.911
"Peter Lake",1993,167,6,1993-06-16,0,"po4",5
"Peter Lake",1993,167,6,1993-06-16,0.8,"tn_ug",704.386
"Peter Lake",1993,167,6,1993-06-16,0.8,"tp_ug",47.386
"Peter Lake",1993,167,6,1993-06-16,0.8,"nh34",66.839
"Peter Lake",1993,167,6,1993-06-16,0.8,"no23",73.144
"Peter Lake",1993,167,6,1993-06-16,0.8,"po4",6
"Peter Lake",1993,167,6,1993-06-16,1.8,"tn_ug",990.986
"Peter Lake",1993,167,6,1993-06-16,1.8,"tp_ug",44.639
"Peter Lake",1993,167,6,1993-06-16,1.8,"nh34",69.577
"Peter Lake",1993,167,6,1993-06-16,1.8,"no23",68.072
"Peter Lake",1993,167,6,1993-06-16,1.8,"po4",5
"Peter Lake",1993,167,6,1993-06-16,2.7,"tn_ug",596.012
"Peter Lake",1993,167,6,1993-06-16,2.7,"tp_ug",46.705
"Peter Lake",1993,167,6,1993-06-16,2.7,"nh34",45.37
"Peter Lake",1993,167,6,1993-06-16,2.7,"no23",48.372
"Peter Lake",1993,167,6,1993-06-16,2.7,"po4",4
"Peter Lake",1993,167,6,1993-06-16,3.7,"tn_ug",416.855
"Peter Lake",1993,167,6,1993-06-16,3.7,"tp_ug",36.042
"Peter Lake",1993,167,6,1993-06-16,3.7,"nh34",32.693
"Peter Lake",1993,167,6,1993-06-16,3.7,"no23",33.231
"Peter Lake",1993,167,6,1993-06-16,3.7,"po4",2
"Peter Lake",1993,167,6,1993-06-16,6.1,"tn_ug",289.679
"Peter Lake",1993,167,6,1993-06-16,6.1,"tp_ug",28.319
"Peter Lake",1993,167,6,1993-06-16,6.1,"nh34",9.72
"Peter Lake",1993,167,6,1993-06-16,6.1,"no23",8.467
"Peter Lake",1993,167,6,1993-06-16,6.1,"po4",1
"Peter Lake",1993,167,6,1993-06-16,12,"tn_ug",424.289
"Peter Lake",1993,167,6,1993-06-16,12,"tp_ug",34.104
"Peter Lake",1993,167,6,1993-06-16,12,"nh34",250
"Peter Lake",1993,167,6,1993-06-16,12,"no23",2.548
"Peter Lake",1993,167,6,1993-06-16,12,"po4",2
"Paul Lake",1993,168,6,1993-06-17,0,"tn_ug",149.364
"Paul Lake",1993,168,6,1993-06-17,0,"tp_ug",11.38
"Paul Lake",1993,168,6,1993-06-17,0,"nh34",7.684
"Paul Lake",1993,168,6,1993-06-17,0,"no23",5.125
"Paul Lake",1993,168,6,1993-06-17,0,"po4",0
"Paul Lake",1993,168,6,1993-06-17,0.875,"tn_ug",250.256
"Paul Lake",1993,168,6,1993-06-17,0.875,"tp_ug",11.291
"Paul Lake",1993,168,6,1993-06-17,0.875,"nh34",6.795
"Paul Lake",1993,168,6,1993-06-17,0.875,"no23",5.165
"Paul Lake",1993,168,6,1993-06-17,0.875,"po4",0
"Paul Lake",1993,168,6,1993-06-17,1.9,"tn_ug",360.845
"Paul Lake",1993,168,6,1993-06-17,1.9,"tp_ug",12.103
"Paul Lake",1993,168,6,1993-06-17,1.9,"nh34",6.201
"Paul Lake",1993,168,6,1993-06-17,1.9,"no23",4.705
"Paul Lake",1993,168,6,1993-06-17,1.9,"po4",0
"Paul Lake",1993,168,6,1993-06-17,3.4,"tn_ug",329.748
"Paul Lake",1993,168,6,1993-06-17,3.4,"tp_ug",11.849
"Paul Lake",1993,168,6,1993-06-17,3.4,"nh34",7.266
"Paul Lake",1993,168,6,1993-06-17,3.4,"no23",4.171
"Paul Lake",1993,168,6,1993-06-17,3.4,"po4",0
"Paul Lake",1993,168,6,1993-06-17,4.55,"tn_ug",305.854
"Paul Lake",1993,168,6,1993-06-17,4.55,"tp_ug",22.096
"Paul Lake",1993,168,6,1993-06-17,4.55,"nh34",9.958
"Paul Lake",1993,168,6,1993-06-17,4.55,"no23",3.517
"Paul Lake",1993,168,6,1993-06-17,4.55,"po4",0
"Paul Lake",1993,168,6,1993-06-17,5.9,"tn_ug",570.024
"Paul Lake",1993,168,6,1993-06-17,5.9,"tp_ug",58.065
"Paul Lake",1993,168,6,1993-06-17,5.9,"nh34",6.324
"Paul Lake",1993,168,6,1993-06-17,5.9,"no23",3.264
"Paul Lake",1993,168,6,1993-06-17,5.9,"po4",4
"Paul Lake",1993,168,6,1993-06-17,8,"tn_ug",910.614
"Paul Lake",1993,168,6,1993-06-17,8,"tp_ug",59.174
"Paul Lake",1993,168,6,1993-06-17,8,"nh34",473
"Paul Lake",1993,168,6,1993-06-17,8,"no23",3.625
"Paul Lake",1993,168,6,1993-06-17,8,"po4",4
"Peter Lake",1993,174,6,1993-06-23,0,"tn_ug",605.458
"Peter Lake",1993,174,6,1993-06-23,0,"tp_ug",41.97
"Peter Lake",1993,174,6,1993-06-23,0,"nh34",58.699
"Peter Lake",1993,174,6,1993-06-23,0,"no23",48.244
"Peter Lake",1993,174,6,1993-06-23,0,"po4",8
"Peter Lake",1993,174,6,1993-06-23,0.8,"tn_ug",592.612
"Peter Lake",1993,174,6,1993-06-23,0.8,"tp_ug",35.788
"Peter Lake",1993,174,6,1993-06-23,0.8,"nh34",35.208
"Peter Lake",1993,174,6,1993-06-23,0.8,"no23",37.943
"Peter Lake",1993,174,6,1993-06-23,0.8,"po4",5
"Peter Lake",1993,174,6,1993-06-23,1.4,"tn_ug",522.984
"Peter Lake",1993,174,6,1993-06-23,1.4,"tp_ug",34.806
"Peter Lake",1993,174,6,1993-06-23,1.4,"nh34",31.901
"Peter Lake",1993,174,6,1993-06-23,1.4,"no23",19.119
"Peter Lake",1993,174,6,1993-06-23,1.4,"po4",5
"Peter Lake",1993,174,6,1993-06-23,2.6,"tn_ug",332.17
"Peter Lake",1993,174,6,1993-06-23,2.6,"tp_ug",31.053
"Peter Lake",1993,174,6,1993-06-23,2.6,"nh34",4.007
"Peter Lake",1993,174,6,1993-06-23,2.6,"no23",6.312
"Peter Lake",1993,174,6,1993-06-23,2.6,"po4",4
"Peter Lake",1993,174,6,1993-06-23,3.5,"tn_ug",380.628
"Peter Lake",1993,174,6,1993-06-23,3.5,"tp_ug",30.553
"Peter Lake",1993,174,6,1993-06-23,3.5,"nh34",13.311
"Peter Lake",1993,174,6,1993-06-23,3.5,"no23",7.016
"Peter Lake",1993,174,6,1993-06-23,3.5,"po4",5
"Peter Lake",1993,174,6,1993-06-23,5.6,"tn_ug",319.699
"Peter Lake",1993,174,6,1993-06-23,5.6,"tp_ug",26.944
"Peter Lake",1993,174,6,1993-06-23,5.6,"nh34",61.937
"Peter Lake",1993,174,6,1993-06-23,5.6,"no23",2.132
"Peter Lake",1993,174,6,1993-06-23,5.6,"po4",13
"Peter Lake",1993,174,6,1993-06-23,12,"tn_ug",685.813
"Peter Lake",1993,174,6,1993-06-23,12,"tp_ug",36.254
"Peter Lake",1993,174,6,1993-06-23,12,"nh34",288.982
"Peter Lake",1993,174,6,1993-06-23,12,"no23",1.65
"Peter Lake",1993,174,6,1993-06-23,12,"po4",0
"Paul Lake",1993,175,6,1993-06-24,0,"tn_ug",342.826
"Paul Lake",1993,175,6,1993-06-24,0,"tp_ug",12.604
"Paul Lake",1993,175,6,1993-06-24,0,"nh34",75.649
"Paul Lake",1993,175,6,1993-06-24,0,"no23",1.766
"Paul Lake",1993,175,6,1993-06-24,0,"po4",2
"Paul Lake",1993,175,6,1993-06-24,0.8,"tn_ug",352.04
"Paul Lake",1993,175,6,1993-06-24,0.8,"tp_ug",13.671
"Paul Lake",1993,175,6,1993-06-24,0.8,"nh34",22.087
"Paul Lake",1993,175,6,1993-06-24,0.8,"no23",1.4
"Paul Lake",1993,175,6,1993-06-24,0.8,"po4",3
"Paul Lake",1993,175,6,1993-06-24,1.9,"tn_ug",338.191
"Paul Lake",1993,175,6,1993-06-24,1.9,"tp_ug",13.641
"Paul Lake",1993,175,6,1993-06-24,1.9,"nh34",3.937
"Paul Lake",1993,175,6,1993-06-24,1.9,"no23",2.963
"Paul Lake",1993,175,6,1993-06-24,1.9,"po4",2
"Paul Lake",1993,175,6,1993-06-24,3.1,"tn_ug",265.655
"Paul Lake",1993,175,6,1993-06-24,3.1,"tp_ug",13.437
"Paul Lake",1993,175,6,1993-06-24,3.1,"nh34",6.612
"Paul Lake",1993,175,6,1993-06-24,3.1,"no23",2.128
"Paul Lake",1993,175,6,1993-06-24,3.1,"po4",2
"Paul Lake",1993,175,6,1993-06-24,3.95,"tn_ug",205.791
"Paul Lake",1993,175,6,1993-06-24,3.95,"tp_ug",14.341
"Paul Lake",1993,175,6,1993-06-24,3.95,"nh34",10.79
"Paul Lake",1993,175,6,1993-06-24,3.95,"no23",1.642
"Paul Lake",1993,175,6,1993-06-24,3.95,"po4",4
"Paul Lake",1993,175,6,1993-06-24,5.4,"tn_ug",315.134
"Paul Lake",1993,175,6,1993-06-24,5.4,"tp_ug",22.823
"Paul Lake",1993,175,6,1993-06-24,5.4,"nh34",16.026
"Paul Lake",1993,175,6,1993-06-24,5.4,"no23",3.563
"Paul Lake",1993,175,6,1993-06-24,5.4,"po4",4
"Paul Lake",1993,175,6,1993-06-24,8,"tn_ug",935.631
"Paul Lake",1993,175,6,1993-06-24,8,"tp_ug",55.754
"Paul Lake",1993,175,6,1993-06-24,8,"nh34",384.688
"Paul Lake",1993,175,6,1993-06-24,8,"no23",2.74
"Paul Lake",1993,175,6,1993-06-24,8,"po4",2
"Peter Lake",1993,181,6,1993-06-30,0,"tn_ug",418.173
"Peter Lake",1993,181,6,1993-06-30,0,"tp_ug",25.141
"Peter Lake",1993,181,6,1993-06-30,0,"nh34",0
"Peter Lake",1993,181,6,1993-06-30,0,"no23",4.579
"Peter Lake",1993,181,6,1993-06-30,0,"po4",2
"Peter Lake",1993,181,6,1993-06-30,0.6,"tn_ug",457.04
"Peter Lake",1993,181,6,1993-06-30,0.6,"tp_ug",29.942
"Peter Lake",1993,181,6,1993-06-30,0.6,"nh34",6.981
"Peter Lake",1993,181,6,1993-06-30,0.6,"no23",9.255
"Peter Lake",1993,181,6,1993-06-30,0.6,"po4",3
"Peter Lake",1993,181,6,1993-06-30,1.3,"tn_ug",546.614
"Peter Lake",1993,181,6,1993-06-30,1.3,"tp_ug",26.547
"Peter Lake",1993,181,6,1993-06-30,1.3,"nh34",7.117
"Peter Lake",1993,181,6,1993-06-30,1.3,"no23",9.887
"Peter Lake",1993,181,6,1993-06-30,1.3,"po4",4
"Peter Lake",1993,181,6,1993-06-30,2.4,"tn_ug",569.049
"Peter Lake",1993,181,6,1993-06-30,2.4,"tp_ug",28.777
"Peter Lake",1993,181,6,1993-06-30,2.4,"nh34",36.366
"Peter Lake",1993,181,6,1993-06-30,2.4,"no23",44.524
"Peter Lake",1993,181,6,1993-06-30,2.4,"po4",16
"Peter Lake",1993,181,6,1993-06-30,3.3,"tn_ug",539.005
"Peter Lake",1993,181,6,1993-06-30,3.3,"tp_ug",30.305
"Peter Lake",1993,181,6,1993-06-30,3.3,"nh34",12.03
"Peter Lake",1993,181,6,1993-06-30,3.3,"no23",20.707
"Peter Lake",1993,181,6,1993-06-30,3.3,"po4",5
"Peter Lake",1993,181,6,1993-06-30,5.9,"tn_ug",408.624
"Peter Lake",1993,181,6,1993-06-30,5.9,"tp_ug",30.6
"Peter Lake",1993,181,6,1993-06-30,5.9,"nh34",38.966
"Peter Lake",1993,181,6,1993-06-30,5.9,"no23",25.557
"Peter Lake",1993,181,6,1993-06-30,5.9,"po4",5
"Peter Lake",1993,181,6,1993-06-30,12,"tn_ug",585.342
"Peter Lake",1993,181,6,1993-06-30,12,"tp_ug",42.376
"Peter Lake",1993,181,6,1993-06-30,12,"nh34",405.775
"Peter Lake",1993,181,6,1993-06-30,12,"no23",5.034
"Peter Lake",1993,181,6,1993-06-30,12,"po4",4
"Paul Lake",1993,182,7,1993-07-01,0,"tn_ug",395.482
"Paul Lake",1993,182,7,1993-07-01,0,"tp_ug",9.072
"Paul Lake",1993,182,7,1993-07-01,0,"nh34",10.168
"Paul Lake",1993,182,7,1993-07-01,0,"no23",4.432
"Paul Lake",1993,182,7,1993-07-01,0,"po4",1
"Paul Lake",1993,182,7,1993-07-01,0.4,"tn_ug",208.197
"Paul Lake",1993,182,7,1993-07-01,0.4,"tp_ug",14.145
"Paul Lake",1993,182,7,1993-07-01,0.4,"nh34",13.84
"Paul Lake",1993,182,7,1993-07-01,0.4,"no23",5.981
"Paul Lake",1993,182,7,1993-07-01,0.4,"po4",1
"Paul Lake",1993,182,7,1993-07-01,1.5,"tn_ug",403.968
"Paul Lake",1993,182,7,1993-07-01,1.5,"tp_ug",11.439
"Paul Lake",1993,182,7,1993-07-01,1.5,"nh34",12.281
"Paul Lake",1993,182,7,1993-07-01,1.5,"no23",4.636
"Paul Lake",1993,182,7,1993-07-01,1.5,"po4",2
"Paul Lake",1993,182,7,1993-07-01,2.9,"tn_ug",405.786
"Paul Lake",1993,182,7,1993-07-01,2.9,"tp_ug",10.084
"Paul Lake",1993,182,7,1993-07-01,2.9,"nh34",4.995
"Paul Lake",1993,182,7,1993-07-01,2.9,"no23",2.448
"Paul Lake",1993,182,7,1993-07-01,2.9,"po4",1
"Paul Lake",1993,182,7,1993-07-01,4,"tn_ug",412.678
"Paul Lake",1993,182,7,1993-07-01,4,"tp_ug",11.067
"Paul Lake",1993,182,7,1993-07-01,4,"nh34",4.611
"Paul Lake",1993,182,7,1993-07-01,4,"no23",5.037
"Paul Lake",1993,182,7,1993-07-01,4,"po4",2
"Paul Lake",1993,182,7,1993-07-01,5.7,"tn_ug",548.902
"Paul Lake",1993,182,7,1993-07-01,5.7,"tp_ug",24.393
"Paul Lake",1993,182,7,1993-07-01,5.7,"nh34",1.921
"Paul Lake",1993,182,7,1993-07-01,5.7,"no23",2.782
"Paul Lake",1993,182,7,1993-07-01,5.7,"po4",1
"Paul Lake",1993,182,7,1993-07-01,8,"tn_ug",806.629
"Paul Lake",1993,182,7,1993-07-01,8,"tp_ug",51.547
"Paul Lake",1993,182,7,1993-07-01,8,"nh34",4.351
"Paul Lake",1993,182,7,1993-07-01,8,"no23",2.652
"Paul Lake",1993,182,7,1993-07-01,8,"po4",0
"Peter Lake",1993,188,7,1993-07-07,0,"tn_ug",490.47
"Peter Lake",1993,188,7,1993-07-07,0,"tp_ug",30.955
"Peter Lake",1993,188,7,1993-07-07,0,"po4",2
"Peter Lake",1993,188,7,1993-07-07,0.5,"tn_ug",607.275
"Peter Lake",1993,188,7,1993-07-07,0.5,"tp_ug",27.937
"Peter Lake",1993,188,7,1993-07-07,0.5,"po4",2
"Peter Lake",1993,188,7,1993-07-07,1.1,"tn_ug",614.552
"Peter Lake",1993,188,7,1993-07-07,1.1,"tp_ug",28.537
"Peter Lake",1993,188,7,1993-07-07,1.1,"po4",1
"Peter Lake",1993,188,7,1993-07-07,1.9,"tn_ug",551.768
"Peter Lake",1993,188,7,1993-07-07,1.9,"tp_ug",27.687
"Peter Lake",1993,188,7,1993-07-07,1.9,"po4",1
"Peter Lake",1993,188,7,1993-07-07,2.5,"tn_ug",481.664
"Peter Lake",1993,188,7,1993-07-07,2.5,"tp_ug",30.128
"Peter Lake",1993,188,7,1993-07-07,2.5,"po4",2
"Peter Lake",1993,188,7,1993-07-07,4.2,"tn_ug",402.482
"Peter Lake",1993,188,7,1993-07-07,4.2,"tp_ug",31.76
"Peter Lake",1993,188,7,1993-07-07,4.2,"po4",2
"Peter Lake",1993,188,7,1993-07-07,12,"tn_ug",502.468
"Peter Lake",1993,188,7,1993-07-07,12,"tp_ug",39.135
"Peter Lake",1993,188,7,1993-07-07,12,"po4",3
"Paul Lake",1993,189,7,1993-07-08,0,"tn_ug",351.827
"Paul Lake",1993,189,7,1993-07-08,0,"tp_ug",11.953
"Paul Lake",1993,189,7,1993-07-08,0,"po4",0
"Paul Lake",1993,189,7,1993-07-08,0.9,"tn_ug",316.351
"Paul Lake",1993,189,7,1993-07-08,0.9,"tp_ug",8.553
"Paul Lake",1993,189,7,1993-07-08,0.9,"po4",1
"Paul Lake",1993,189,7,1993-07-08,1.9,"tn_ug",301.022
"Paul Lake",1993,189,7,1993-07-08,1.9,"tp_ug",10.374
"Paul Lake",1993,189,7,1993-07-08,1.9,"po4",0
"Paul Lake",1993,189,7,1993-07-08,3.1,"tn_ug",311.801
"Paul Lake",1993,189,7,1993-07-08,3.1,"tp_ug",6.447
"Paul Lake",1993,189,7,1993-07-08,3.1,"po4",0
"Paul Lake",1993,189,7,1993-07-08,4,"tn_ug",323.409
"Paul Lake",1993,189,7,1993-07-08,4,"tp_ug",11.956
"Paul Lake",1993,189,7,1993-07-08,4,"po4",0
"Paul Lake",1993,189,7,1993-07-08,5.6,"tn_ug",432.062
"Paul Lake",1993,189,7,1993-07-08,5.6,"tp_ug",28.367
"Paul Lake",1993,189,7,1993-07-08,5.6,"po4",1
"Paul Lake",1993,189,7,1993-07-08,8,"tn_ug",716.122
"Paul Lake",1993,189,7,1993-07-08,8,"tp_ug",42.198
"Paul Lake",1993,189,7,1993-07-08,8,"po4",0
"Peter Lake",1993,195,7,1993-07-14,0,"tn_ug",707.771
"Peter Lake",1993,195,7,1993-07-14,0,"tp_ug",30.733
"Peter Lake",1993,195,7,1993-07-14,0,"po4",1
"Peter Lake",1993,195,7,1993-07-14,0.5,"tp_ug",28.353
"Peter Lake",1993,195,7,1993-07-14,0.5,"po4",3
"Peter Lake",1993,195,7,1993-07-14,1.1,"tp_ug",28.947
"Peter Lake",1993,195,7,1993-07-14,1.1,"po4",4
"Peter Lake",1993,195,7,1993-07-14,2.1,"tp_ug",28.33
"Peter Lake",1993,195,7,1993-07-14,2.1,"po4",3
"Peter Lake",1993,195,7,1993-07-14,2.5,"tn_ug",839.904
"Peter Lake",1993,195,7,1993-07-14,2.5,"tp_ug",42.308
"Peter Lake",1993,195,7,1993-07-14,2.5,"po4",6
"Peter Lake",1993,195,7,1993-07-14,4.1,"tp_ug",37.951
"Peter Lake",1993,195,7,1993-07-14,4.1,"po4",2
"Peter Lake",1993,195,7,1993-07-14,12,"tn_ug",580.418
"Peter Lake",1993,195,7,1993-07-14,12,"tp_ug",37.575
"Peter Lake",1993,195,7,1993-07-14,12,"po4",4
"Paul Lake",1993,196,7,1993-07-15,0,"tn_ug",298.448
"Paul Lake",1993,196,7,1993-07-15,0,"tp_ug",11.073
"Paul Lake",1993,196,7,1993-07-15,0,"po4",4
"Paul Lake",1993,196,7,1993-07-15,0.9,"tp_ug",8.756
"Paul Lake",1993,196,7,1993-07-15,0.9,"po4",2
"Paul Lake",1993,196,7,1993-07-15,1.75,"tp_ug",8.468
"Paul Lake",1993,196,7,1993-07-15,1.75,"po4",3
"Paul Lake",1993,196,7,1993-07-15,3,"tn_ug",204.896
"Paul Lake",1993,196,7,1993-07-15,3,"tp_ug",7.117
"Paul Lake",1993,196,7,1993-07-15,3,"po4",2
"Paul Lake",1993,196,7,1993-07-15,3.9,"tp_ug",11.011
"Paul Lake",1993,196,7,1993-07-15,3.9,"po4",3
"Paul Lake",1993,196,7,1993-07-15,5.6,"tp_ug",21.488
"Paul Lake",1993,196,7,1993-07-15,5.6,"po4",2
"Paul Lake",1993,196,7,1993-07-15,8,"tn_ug",949.851
"Paul Lake",1993,196,7,1993-07-15,8,"tp_ug",62.966
"Paul Lake",1993,196,7,1993-07-15,8,"po4",7
"Peter Lake",1993,202,7,1993-07-21,0,"tn_ug",395.31
"Peter Lake",1993,202,7,1993-07-21,0,"tp_ug",23.143
"Peter Lake",1993,202,7,1993-07-21,0,"nh34",4.312
"Peter Lake",1993,202,7,1993-07-21,0,"no23",8.945
"Peter Lake",1993,202,7,1993-07-21,0,"po4",1
"Peter Lake",1993,202,7,1993-07-21,0.7,"tp_ug",28.231
"Peter Lake",1993,202,7,1993-07-21,0.7,"nh34",3.965
"Peter Lake",1993,202,7,1993-07-21,0.7,"no23",9.476
"Peter Lake",1993,202,7,1993-07-21,0.7,"po4",3
"Peter Lake",1993,202,7,1993-07-21,1.5,"tp_ug",27.113
"Peter Lake",1993,202,7,1993-07-21,1.5,"nh34",5.473
"Peter Lake",1993,202,7,1993-07-21,1.5,"po4",3
"Peter Lake",1993,202,7,1993-07-21,2.5,"tp_ug",24.772
"Peter Lake",1993,202,7,1993-07-21,2.5,"nh34",16.066
"Peter Lake",1993,202,7,1993-07-21,2.5,"no23",38.543
"Peter Lake",1993,202,7,1993-07-21,2.5,"po4",2
"Peter Lake",1993,202,7,1993-07-21,3.15,"tn_ug",529.993
"Peter Lake",1993,202,7,1993-07-21,3.15,"tp_ug",34.009
"Peter Lake",1993,202,7,1993-07-21,3.15,"nh34",19.029
"Peter Lake",1993,202,7,1993-07-21,3.15,"no23",43.078
"Peter Lake",1993,202,7,1993-07-21,3.15,"po4",5
"Peter Lake",1993,202,7,1993-07-21,4.5,"tp_ug",36.64
"Peter Lake",1993,202,7,1993-07-21,4.5,"nh34",17.659
"Peter Lake",1993,202,7,1993-07-21,4.5,"no23",29.735
"Peter Lake",1993,202,7,1993-07-21,4.5,"po4",3
"Peter Lake",1993,202,7,1993-07-21,12,"tn_ug",865.418
"Peter Lake",1993,202,7,1993-07-21,12,"tp_ug",49.12
"Peter Lake",1993,202,7,1993-07-21,12,"nh34",405.637
"Peter Lake",1993,202,7,1993-07-21,12,"no23",1.577
"Peter Lake",1993,202,7,1993-07-21,12,"po4",5
"Paul Lake",1993,203,7,1993-07-22,0,"tn_ug",345.66
"Paul Lake",1993,203,7,1993-07-22,0,"tp_ug",8.689
"Paul Lake",1993,203,7,1993-07-22,0,"nh34",9.121
"Paul Lake",1993,203,7,1993-07-22,0,"no23",0.789
"Paul Lake",1993,203,7,1993-07-22,0,"po4",1
"Paul Lake",1993,203,7,1993-07-22,0.75,"tp_ug",8.68
"Paul Lake",1993,203,7,1993-07-22,0.75,"nh34",7.076
"Paul Lake",1993,203,7,1993-07-22,0.75,"no23",0.865
"Paul Lake",1993,203,7,1993-07-22,0.75,"po4",0
"Paul Lake",1993,203,7,1993-07-22,1.5,"tp_ug",8.251
"Paul Lake",1993,203,7,1993-07-22,1.5,"nh34",3.893
"Paul Lake",1993,203,7,1993-07-22,1.5,"no23",0.123
"Paul Lake",1993,203,7,1993-07-22,1.5,"po4",1
"Paul Lake",1993,203,7,1993-07-22,2.75,"tn_ug",438.847
"Paul Lake",1993,203,7,1993-07-22,2.75,"tp_ug",10.467
"Paul Lake",1993,203,7,1993-07-22,2.75,"nh34",8.386
"Paul Lake",1993,203,7,1993-07-22,2.75,"no23",1.068
"Paul Lake",1993,203,7,1993-07-22,2.75,"po4",1
"Paul Lake",1993,203,7,1993-07-22,3.75,"tp_ug",9.843
"Paul Lake",1993,203,7,1993-07-22,3.75,"nh34",5.975
"Paul Lake",1993,203,7,1993-07-22,3.75,"no23",0.556
"Paul Lake",1993,203,7,1993-07-22,3.75,"po4",1
"Paul Lake",1993,203,7,1993-07-22,5.4,"tp_ug",11.203
"Paul Lake",1993,203,7,1993-07-22,5.4,"nh34",4.655
"Paul Lake",1993,203,7,1993-07-22,5.4,"no23",0.429
"Paul Lake",1993,203,7,1993-07-22,5.4,"po4",2
"Paul Lake",1993,203,7,1993-07-22,8,"tn_ug",1220.84
"Paul Lake",1993,203,7,1993-07-22,8,"tp_ug",63.681
"Paul Lake",1993,203,7,1993-07-22,8,"nh34",443.832
"Paul Lake",1993,203,7,1993-07-22,8,"no23",1.363
"Paul Lake",1993,203,7,1993-07-22,8,"po4",5
"Peter Lake",1993,209,7,1993-07-28,0,"tn_ug",352.001
"Peter Lake",1993,209,7,1993-07-28,0,"tp_ug",27.056
"Peter Lake",1993,209,7,1993-07-28,0,"nh34",35.613
"Peter Lake",1993,209,7,1993-07-28,0,"no23",26.438
"Peter Lake",1993,209,7,1993-07-28,0,"po4",3
"Peter Lake",1993,209,7,1993-07-28,1,"tp_ug",30.239
"Peter Lake",1993,209,7,1993-07-28,1,"nh34",33.444
"Peter Lake",1993,209,7,1993-07-28,1,"no23",25.279
"Peter Lake",1993,209,7,1993-07-28,1,"po4",4
"Peter Lake",1993,209,7,1993-07-28,2.1,"tp_ug",17.971
"Peter Lake",1993,209,7,1993-07-28,2.1,"nh34",18.697
"Peter Lake",1993,209,7,1993-07-28,2.1,"no23",10.771
"Peter Lake",1993,209,7,1993-07-28,2.1,"po4",1
"Peter Lake",1993,209,7,1993-07-28,3.6,"tn_ug",432.499
"Peter Lake",1993,209,7,1993-07-28,3.6,"tp_ug",19.934
"Peter Lake",1993,209,7,1993-07-28,3.6,"nh34",22.274
"Peter Lake",1993,209,7,1993-07-28,3.6,"no23",31.523
"Peter Lake",1993,209,7,1993-07-28,3.6,"po4",2
"Peter Lake",1993,209,7,1993-07-28,4.25,"tp_ug",35.324
"Peter Lake",1993,209,7,1993-07-28,4.25,"nh34",1.227
"Peter Lake",1993,209,7,1993-07-28,4.25,"no23",3.014
"Peter Lake",1993,209,7,1993-07-28,4.25,"po4",4
"Peter Lake",1993,209,7,1993-07-28,6.2,"tp_ug",26.449
"Peter Lake",1993,209,7,1993-07-28,6.2,"nh34",10.424
"Peter Lake",1993,209,7,1993-07-28,6.2,"no23",2.506
"Peter Lake",1993,209,7,1993-07-28,6.2,"po4",3
"Peter Lake",1993,209,7,1993-07-28,12,"tn_ug",801.505
"Peter Lake",1993,209,7,1993-07-28,12,"tp_ug",44.974
"Peter Lake",1993,209,7,1993-07-28,12,"nh34",404.141
"Peter Lake",1993,209,7,1993-07-28,12,"no23",1.534
"Peter Lake",1993,209,7,1993-07-28,12,"po4",8
"Paul Lake",1993,210,7,1993-07-29,0,"tn_ug",281.421
"Paul Lake",1993,210,7,1993-07-29,0,"tp_ug",7.108
"Paul Lake",1993,210,7,1993-07-29,0,"nh34",2.048
"Paul Lake",1993,210,7,1993-07-29,0,"no23",1.417
"Paul Lake",1993,210,7,1993-07-29,0,"po4",1
"Paul Lake",1993,210,7,1993-07-29,0.75,"tp_ug",8.323
