"plotID","trapID","collectDate","functionalGroup","dryMass","qaDryMass","subplotID","decimalLatitude","decimalLongitude","elevation","nlcdClass","plotType","geodeticDatum"
"NIWO_067","NIWO_067_017","2016-11-03","Seeds",0,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_040","NIWO_040_205","2016-11-03","Woody material",1.15,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2016-11-03","Other",0.2,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2016-11-03","Flowers",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2016-11-03","Needles",8.3,"Y",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2016-11-03","Other",0.17,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2016-11-03","Seeds",0.03,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2016-11-03","Needles",0.7,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2016-11-03","Woody material",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2016-11-03","Flowers",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2016-11-03","Seeds",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2016-11-03","Seeds",0,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2016-11-03","Flowers",0,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2016-11-03","Woody material",0.12,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2016-11-03","Twigs/branches",1.32,"Y",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2016-11-03","Woody material",0.08,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2016-11-03","Seeds",0.11,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2016-11-03","Flowers",0.13,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2016-11-03","Leaves",0.13,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2016-11-03","Needles",21.67,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2016-11-03","Needles",6.53,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2016-11-03","Flowers",0.12,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2016-11-03","Leaves",0.18,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2016-11-03","Needles",26.75,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2016-11-03","Other",0.16,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_067","NIWO_067_017","2016-11-03","Flowers",0,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2016-11-03","Needles",10.86,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_040","NIWO_040_205","2016-11-03","Seeds",0.07,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_041","NIWO_041_059","2016-11-03","Other",0.16,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2016-11-03","Needles",6.4,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2016-11-03","Flowers",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_051","NIWO_051_045","2016-11-03","Flowers",0,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_058","NIWO_058_101","2016-11-03","Woody material",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-07-06","Needles",6.92,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-07-06","Twigs/branches",0.11,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-07-06","Woody material",2.17,"Y",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-07-06","Other",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-07-06","Leaves",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-07-06","Other",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-07-06","Woody material",1.78,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-07-06","Mixed",9.36,"Y",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-07-06","Flowers",0.25,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-07-06","Leaves",0.3,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-07-06","Seeds",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-07-06","Needles",39.37,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-07-06","Leaves",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-07-06","Leaves",0.1,"Y",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-07-06","Seeds",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-07-06","Flowers",0.08,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-07-06","Mixed",1.71,"Y",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-07-06","Flowers",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-07-06","Mixed",0.29,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-07-06","Other",0.3,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-07-06","Twigs/branches",23.46,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-07-06","Other",0.08,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-07-06","Woody material",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-07-06","Seeds",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-07-06","Mixed",0.68,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-07-06","Needles",19.09,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-07-06","Woody material",0.05,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-07-06","Flowers",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-07-06","Woody material",0.01,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-07-06","Twigs/branches",0.06,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-07-06","Flowers",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-07-06","Other",0.52,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-07-06","Twigs/branches",0.71,"Y",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-07-06","Leaves",0.15,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-07-06","Twigs/branches",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-07-06","Seeds",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-07-06","Seeds",0.1,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-07-06","Needles",4.49,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-07-06","Needles",0.99,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-07-07","Flowers",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-07-07","Mixed",4.3,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-07-07","Woody material",0.18,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-07-07","Seeds",0.03,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-07-07","Twigs/branches",0.25,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-07-07","Other",0.27,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-07-07","Mixed",1.73,"Y",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-07-07","Woody material",0.1,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-07-07","Flowers",0.005,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-07-07","Other",0.15,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-07-07","Seeds",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-07-07","Leaves",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-07-07","Woody material",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-07-07","Seeds",0,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-07-07","Flowers",0.01,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-07-07","Needles",8.91,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-07-07","Leaves",0.02,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-07-07","Woody material",5.23,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-07-07","Twigs/branches",3.54,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-07-07","Needles",26.29,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-07-07","Seeds",0.04,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-07-07","Needles",33.3,"Y",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-07-07","Leaves",0.01,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-07-07","Mixed",7,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-07-07","Twigs/branches",11.29,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-07-07","Seeds",0.005,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-07-07","Leaves",0.04,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-07-07","Needles",49.24,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-07-07","Twigs/branches",16.21,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-07-07","Woody material",0.04,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-07-07","Mixed",2.23,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-07-07","Other",0.23,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-07-07","Needles",1.36,"Y",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-07-07","Twigs/branches",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-07-07","Seeds",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-07-07","Woody material",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-07-07","Other",0.005,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-07-07","Flowers",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-07-07","Leaves",0.005,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-07-07","Twigs/branches",1.58,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-07-07","Other",0.09,"Y",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-07-07","Needles",1.29,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-07-07","Leaves",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-07-07","Leaves",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-07-07","Flowers",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-07-07","Needles",2.84,"Y",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-07-07","Seeds",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-07-07","Other",0.14,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-07-07","Other",0.13,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-07-07","Flowers",0.12,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-07-07","Woody material",1.01,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-07-07","Flowers",0.13,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-07-07","Twigs/branches",0.07,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-08-03","Needles",2.55,"Y",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-08-03","Woody material",0.005,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-08-03","Other",0.005,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-08-03","Flowers",0.04,"Y",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-08-03","Needles",0.82,"Y",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-08-03","Other",0.15,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-08-03","Woody material",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-08-03","Needles",0.04,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-08-03","Seeds",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-08-03","Flowers",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-08-03","Other",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-08-03","Twigs/branches",0.005,"Y",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-08-03","Flowers",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-08-03","Seeds",0,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-08-03","Seeds",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-08-03","Needles",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-08-03","Leaves",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-08-03","Needles",0.97,"Y",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-08-03","Twigs/branches",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-08-03","Leaves",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-08-03","Twigs/branches",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-08-03","Leaves",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-08-03","Leaves",0.005,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-08-03","Mixed",0.95,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-08-03","Seeds",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-08-03","Twigs/branches",0,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-08-03","Seeds",0.005,"Y",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-08-03","Twigs/branches",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-08-03","Woody material",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_062","NIWO_062_050","2017-08-03","Flowers",0.005,"N",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-08-03","Woody material",0,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_047","NIWO_047_197","2017-08-03","Other",0.005,"N",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-08-03","Flowers",0.02,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_040","NIWO_040_205","2017-08-03","Leaves",0,"N",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84"
"NIWO_064","NIWO_064_103","2017-08-03","Woody material",0,"N",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84"
"NIWO_041","NIWO_041_059","2017-08-03","Other",0.005,"N",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-08-03","Leaves",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-08-03","Twigs/branches",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-08-03","Seeds",0.005,"Y",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-08-03","Flowers",0.06,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-08-03","Other",0.005,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-08-03","Needles",2.69,"Y",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-08-03","Seeds",0,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-08-03","Needles",14.07,"Y",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-08-03","Woody material",0.005,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-08-03","Leaves",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-08-03","Woody material",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-08-03","Flowers",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-08-03","Needles",0.48,"Y",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-08-03","Twigs/branches",0,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-08-03","Needles",0.37,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-08-03","Flowers",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-08-03","Other",0,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-08-03","Twigs/branches",0.005,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-08-03","Woody material",0,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_051","NIWO_051_045","2017-08-03","Needles",0.19,"N",31,40.048439,-105.585417,3427.4,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-08-03","Seeds",0,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_067","NIWO_067_017","2017-08-03","Leaves",0.005,"N",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-08-03","Other",0.28,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-08-03","Twigs/branches",0,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_057","NIWO_057_081","2017-08-03","Woody material",0.17,"N",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-08-03","Needles",0.92,"Y",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_061","NIWO_061_169","2017-08-03","Seeds",0,"N",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84"
"NIWO_058","NIWO_058_101","2017-08-03","Other",0.005,"N",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84"
"NIWO_063","NIWO_063_062","2017-08-03","Seeds",0,"N",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-08-03","Twigs/branches",0,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-08-03","Other",0.005,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-08-03","Flowers",0.005,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-08-03","Needles",0.43,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
"NIWO_046","NIWO_046_155","2017-08-03","Leaves",0.005,"N",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84"
