"lakeid","lakename","year4","daynum","sampledate","depth_id","depth","tn_ug","tp_ug","nh34","no23","po4","comments"
"L","Paul Lake",1993,250,1993-09-07,7,8,948,56.314,607.24,6.646,7,""
"R","Peter Lake",1993,250,1993-09-07,1,0,420.378,20.819,1.364,2.506,1,""
"R","Peter Lake",1993,250,1993-09-07,2,0.6,NA,21.477,0.758,3.742,2,""
"R","Peter Lake",1993,250,1993-09-07,3,1.25,NA,23.389,0,3.818,0,""
"R","Peter Lake",1993,250,1993-09-07,4,2.2,NA,21.117,1.338,3.665,1,""
"R","Peter Lake",1993,250,1993-09-07,5,3,423.221,24.763,3.519,5.447,1,""
"R","Peter Lake",1993,250,1993-09-07,6,4.8,NA,27.309,3.837,7.431,4,""
"R","Peter Lake",1993,250,1993-09-07,7,12,957.431,52.796,816.686,12.517,13,""
"L","Paul Lake",1994,137,1994-05-17,1,0,342.109,13.08,NA,NA,NA,""
"L","Paul Lake",1994,137,1994-05-17,2,0.9,NA,13.541,NA,NA,NA,""
"L","Paul Lake",1994,137,1994-05-17,3,1.9,NA,15.779,NA,NA,NA,""
"L","Paul Lake",1994,137,1994-05-17,4,3,380.375,18.553,NA,NA,NA,""
"L","Paul Lake",1994,137,1994-05-17,5,3.8,NA,26.067,NA,NA,NA,""
"L","Paul Lake",1994,137,1994-05-17,6,5.3,NA,33.816,NA,NA,NA,""
"R","Peter Lake",1994,137,1994-05-17,1,0,354.859,10.887,NA,NA,NA,""
"R","Peter Lake",1994,137,1994-05-17,2,1,NA,11.108,NA,NA,NA,""
"R","Peter Lake",1994,137,1994-05-17,3,2.3,NA,12.966,NA,NA,NA,""
"R","Peter Lake",1994,137,1994-05-17,4,3.8,418.614,19.832,NA,NA,NA,""
"R","Peter Lake",1994,137,1994-05-17,5,4.8,NA,17.289,NA,NA,NA,""
"R","Peter Lake",1994,137,1994-05-17,6,6.7,NA,71.037,NA,NA,NA,""
"R","Peter Lake",1994,145,1994-05-25,1,0,460.791,14.504,13.789,2.862,2.337,""
"R","Peter Lake",1994,145,1994-05-25,2,0.85,NA,NA,13.956,2.474,2,""
"R","Peter Lake",1994,145,1994-05-25,3,2,NA,NA,11.473,2.347,3.397,""
"R","Peter Lake",1994,145,1994-05-25,4,3.85,313.435,16.379,12.515,1.198,2.354,""
"R","Peter Lake",1994,145,1994-05-25,5,4.9,NA,NA,16.161,1.554,1.908,""
"R","Peter Lake",1994,145,1994-05-25,6,6.7,NA,43.258,10.604,1.471,4.283,""
"R","Peter Lake",1994,145,1994-05-25,7,12,1513.604,75.821,936.076,4.373,13.569,""
"L","Paul Lake",1994,146,1994-05-26,1,0,417.345,17.09,13.631,3.664,2.632,""
"L","Paul Lake",1994,146,1994-05-26,2,0.85,NA,16.627,13.939,3.402,2.147,""
"L","Paul Lake",1994,146,1994-05-26,3,1.6,NA,15.592,18.615,3.604,1.385,""
"L","Paul Lake",1994,146,1994-05-26,4,2.8,247.746,16.155,15.567,1.793,1.91,""
"L","Paul Lake",1994,146,1994-05-26,5,3.6,NA,15.516,6.327,2.227,0.417,""
"L","Paul Lake",1994,146,1994-05-26,6,5.1,NA,37.386,8.351,2.797,2.967,""
"L","Paul Lake",1994,146,1994-05-26,7,9,1244.675,50.4,552.421,2.667,5.398,""
"R","Peter Lake",1994,152,1994-06-01,1,0,379.781,12.581,11.417,9.359,1.848,""
"R","Peter Lake",1994,152,1994-06-01,2,0.85,390.005,14.003,7.096,2.111,2.398,""
"R","Peter Lake",1994,152,1994-06-01,3,2,558.477,12.372,8.344,7.84,2.76,""
"R","Peter Lake",1994,152,1994-06-01,4,3.85,384.14,11.248,8.979,3.221,3.39,""
"R","Peter Lake",1994,152,1994-06-01,5,4.9,445.136,17.678,10.639,8.817,1.986,""
"R","Peter Lake",1994,152,1994-06-01,6,6.7,531.93,30.361,9.031,1.659,3.602,""
"R","Peter Lake",1994,152,1994-06-01,7,12,1648.857,75.548,1010.51,3.398,12.776,""
"L","Paul Lake",1994,153,1994-06-02,1,0,373.899,16.41,NA,5.368,2.856,""
"L","Paul Lake",1994,153,1994-06-02,2,0.7,381.562,18.449,NA,3.318,2.699,""
"L","Paul Lake",1994,153,1994-06-02,3,1.5,398.304,17.11,NA,3.37,0.103,""
"L","Paul Lake",1994,153,1994-06-02,4,2.5,553.044,13.509,NA,3.055,0.325,""
"L","Paul Lake",1994,153,1994-06-02,5,3.5,416.051,45.613,NA,3.707,2.743,""
"L","Paul Lake",1994,153,1994-06-02,6,5.1,672.279,31.559,NA,2.172,3.836,""
"L","Paul Lake",1994,153,1994-06-02,7,9,1313.951,44.043,NA,2.867,12.887,""
"R","Peter Lake",1994,159,1994-06-08,1,0,509.244,16.359,15.81,10.064,1.557,""
"R","Peter Lake",1994,159,1994-06-08,2,0.9,NA,13.569,13.79,11.234,1.213,""
"R","Peter Lake",1994,159,1994-06-08,3,1.8,NA,15.096,14.077,2.416,2.096,""
"R","Peter Lake",1994,159,1994-06-08,4,3,536.774,15.026,13.837,14.247,0.678,""
"R","Peter Lake",1994,159,1994-06-08,5,4,NA,13.412,13.451,6.606,1.71,""
"R","Peter Lake",1994,159,1994-06-08,6,6,NA,39.753,13.864,2.303,5.838,""
"R","Peter Lake",1994,159,1994-06-08,7,12,1512.184,78.349,947.595,2.487,16.015,""
"L","Paul Lake",1994,160,1994-06-09,1,0,437.168,16.697,8.26,4.259,2.076,""
"L","Paul Lake",1994,160,1994-06-09,2,0.8,NA,18.804,12.27,2.068,0.257,""
"L","Paul Lake",1994,160,1994-06-09,3,1.5,NA,19.305,11.561,1.876,0.661,""
"L","Paul Lake",1994,160,1994-06-09,4,2.5,475.363,24.521,8.184,1.37,0.389,""
"L","Paul Lake",1994,160,1994-06-09,5,3.4,NA,18.911,5.817,1.494,1.637,""
"L","Paul Lake",1994,160,1994-06-09,6,4.9,NA,21.768,8.115,1.394,1.19,""
"L","Paul Lake",1994,160,1994-06-09,7,9,1124.687,42.604,419.167,3.148,9.223,""
"R","Peter Lake",1994,166,1994-06-15,1,0,477.839,15.346,18.911,1.117,1.07,""
"R","Peter Lake",1994,166,1994-06-15,2,0.8,NA,14.957,16.343,1.447,1.755,""
"R","Peter Lake",1994,166,1994-06-15,3,1.9,NA,14.793,22.137,5.347,1.436,""
"R","Peter Lake",1994,166,1994-06-15,4,3,NA,20.585,45.747,100.069,1.606,""
"R","Peter Lake",1994,166,1994-06-15,5,4,NA,18.806,31.736,50.61,2.999,""
"R","Peter Lake",1994,166,1994-06-15,6,6,NA,27.423,6.642,9.233,2.73,""
"R","Peter Lake",1994,166,1994-06-15,7,12,1785.819,111.085,1244.106,1.725,23.307,""
"L","Paul Lake",1994,167,1994-06-16,1,0,423.307,13.946,7.221,1.848,0.982,""
"L","Paul Lake",1994,167,1994-06-16,2,0.8,NA,13.464,4.752,1.522,0.96,""
"L","Paul Lake",1994,167,1994-06-16,3,1.55,NA,17.196,7.06,1.369,1.742,""
"L","Paul Lake",1994,167,1994-06-16,4,2.6,422.441,21.705,5.864,1.008,1.384,""
"L","Paul Lake",1994,167,1994-06-16,5,3.45,NA,18.113,1.981,1.337,1.35,""
"L","Paul Lake",1994,167,1994-06-16,6,5.1,NA,43.826,3.994,3.457,3.351,""
"L","Paul Lake",1994,167,1994-06-16,7,9,1329.074,44.39,624.216,3.492,16.154,""
"R","Peter Lake",1994,173,1994-06-22,1,0,480.66,19.304,14.8,7.688,2.349,""
"R","Peter Lake",1994,173,1994-06-22,2,1.1,NA,19.124,7.836,5.737,2.745,""
"R","Peter Lake",1994,173,1994-06-22,3,2.1,NA,15.34,13.059,15.193,2.321,""
"R","Peter Lake",1994,173,1994-06-22,4,3.25,1184.621,29.087,90.122,210.597,2.949,""
"R","Peter Lake",1994,173,1994-06-22,5,4,NA,22.927,4.54,19.759,2.082,""
"R","Peter Lake",1994,173,1994-06-22,6,6,NA,28.899,13.842,28.161,3.192,""
"R","Peter Lake",1994,173,1994-06-22,7,12,1556.415,85.414,907.601,2.015,16.9,""
"L","Paul Lake",1994,174,1994-06-23,1,0,422.934,10.605,11.994,2.699,1.036,""
"L","Paul Lake",1994,174,1994-06-23,2,0.4,NA,10.175,11.798,1.404,0.748,""
"L","Paul Lake",1994,174,1994-06-23,3,1.1,NA,12.655,16.285,1.362,1.443,""
"L","Paul Lake",1994,174,1994-06-23,4,2.45,523.815,15.424,11.422,0.811,0.847,""
"L","Paul Lake",1994,174,1994-06-23,5,3.45,NA,15.635,12.116,1.188,0.724,""
"L","Paul Lake",1994,174,1994-06-23,6,5.1,NA,30.993,5.373,2.24,2.32,""
"L","Paul Lake",1994,174,1994-06-23,7,9,1399.296,56.921,588.04,3.135,13.727,""
"R","Peter Lake",1994,180,1994-06-29,1,0,609.005,24.788,30.133,10.607,1.807,""
"R","Peter Lake",1994,180,1994-06-29,2,0.95,NA,20.894,29.018,10.635,1.871,""
"R","Peter Lake",1994,180,1994-06-29,3,1.9,NA,18.138,21.406,11.036,2.07,""
"R","Peter Lake",1994,180,1994-06-29,4,3.25,596.931,22.424,28.534,26.099,2.426,""
"R","Peter Lake",1994,180,1994-06-29,5,4.1,NA,22.603,29.437,44.501,2.612,""
"R","Peter Lake",1994,180,1994-06-29,6,6,NA,27.331,24.477,8.28,2.495,""
"R","Peter Lake",1994,180,1994-06-29,7,12,1660.284,91.887,1051.356,1.518,17.583,""
"L","Paul Lake",1994,181,1994-06-30,1,0,439.984,15.738,19.486,2.787,5.07,""
"L","Paul Lake",1994,181,1994-06-30,2,0.7,NA,12.107,23.814,2.139,1.493,""
"L","Paul Lake",1994,181,1994-06-30,3,1.4,NA,12.42,26.558,2.081,1.401,""
"L","Paul Lake",1994,181,1994-06-30,4,2.6,440.438,28.071,32.809,2.91,2.022,""
"L","Paul Lake",1994,181,1994-06-30,5,3.6,NA,15.255,27.632,2.247,1.38,""
"L","Paul Lake",1994,181,1994-06-30,6,5.2,NA,92.017,17.036,2.952,4.55,""
"L","Paul Lake",1994,181,1994-06-30,7,9,1206.58,56.967,529.462,1.461,18.405,""
"R","Peter Lake",1994,187,1994-07-06,1,0,571.092,24.207,49.395,37.282,6.265,""
"R","Peter Lake",1994,187,1994-07-06,2,0.9,713.295,23.784,43.901,36.154,5.544,""
"R","Peter Lake",1994,187,1994-07-06,3,1.7,691.066,25.209,49.055,35.272,4.654,""
"R","Peter Lake",1994,187,1994-07-06,4,3.1,798.359,26.781,109.774,65.923,4.018,""
"R","Peter Lake",1994,187,1994-07-06,5,4.1,652.51,29.336,45.674,28.473,5.263,""
"R","Peter Lake",1994,187,1994-07-06,6,6.1,527.17,41.892,29.629,2.792,5.291,""
"R","Peter Lake",1994,187,1994-07-06,7,12,1993.954,138.781,1409.648,2.212,24.716,""
"L","Paul Lake",1994,188,1994-07-07,1,0,412.669,21.763,16.571,4.681,2.436,""
"L","Paul Lake",1994,188,1994-07-07,2,0.65,367.614,12.547,13.769,3.974,2.682,""
"L","Paul Lake",1994,188,1994-07-07,3,1.4,378.718,10.229,14.092,4.416,2.444,""
"L","Paul Lake",1994,188,1994-07-07,4,2.6,433.643,8.356,12.238,2.91,2.161,""
"L","Paul Lake",1994,188,1994-07-07,5,3.7,368.386,13.441,NA,3.618,1.756,""
"L","Paul Lake",1994,188,1994-07-07,6,5.45,516.309,22.022,4.134,2.018,2.231,""
"L","Paul Lake",1994,188,1994-07-07,7,9,1266.45,43.471,526.306,3.374,11.765,""
"R","Peter Lake",1994,194,1994-07-13,1,0,746.728,19.149,22.593,49.247,0.896,""
"R","Peter Lake",1994,194,1994-07-13,2,0.7,NA,19.171,21.265,48.659,0.786,""
"R","Peter Lake",1994,194,1994-07-13,3,1.5,NA,21.54,16.054,49.336,0.471,""
"R","Peter Lake",1994,194,1994-07-13,4,2.4,681.405,17.33,16.22,42.582,0.763,""
"R","Peter Lake",1994,194,1994-07-13,5,3.3,NA,24.26,86.555,117.287,0.497,""
"R","Peter Lake",1994,194,1994-07-13,6,5.3,NA,20.202,28.435,30.41,1.474,""
"R","Peter Lake",1994,194,1994-07-13,7,12,1749.082,73.676,972.709,3.231,14.157,""
"L","Paul Lake",1994,195,1994-07-14,1,0,402.942,4.501,3.935,2.438,0.823,""
"L","Paul Lake",1994,195,1994-07-14,2,0.8,NA,3.987,3.936,2.481,0.471,""
"L","Paul Lake",1994,195,1994-07-14,3,1.6,NA,4.474,7.097,1.761,0.549,""
"L","Paul Lake",1994,195,1994-07-14,4,2.8,428.125,4.379,9.532,2.173,0.211,""
"L","Paul Lake",1994,195,1994-07-14,5,4,NA,5.134,6.994,1.143,0.465,""
"L","Paul Lake",1994,195,1994-07-14,6,5.6,NA,57.234,8.155,1.828,1.755,""
"L","Paul Lake",1994,195,1994-07-14,7,9,1512.176,53.308,647.873,3.531,14.229,""
"R","Peter Lake",1994,201,1994-07-20,1,0,699.476,23.381,8.049,0.421,2.279,""
"R","Peter Lake",1994,201,1994-07-20,2,0.7,NA,25.157,5.779,1.703,2.448,""
"R","Peter Lake",1994,201,1994-07-20,3,1.4,NA,22.986,5.247,0.449,2.86,""
"R","Peter Lake",1994,201,1994-07-20,4,2.3,644.343,23.971,8.808,0.089,2.961,""
"R","Peter Lake",1994,201,1994-07-20,5,2.8,NA,29.276,8.156,16.359,2.169,""
"R","Peter Lake",1994,201,1994-07-20,6,4.4,NA,26.497,28.853,4.455,3.318,""
"R","Peter Lake",1994,201,1994-07-20,7,12,1791.754,79.531,1015.174,1.919,14.097,""
"L","Paul Lake",1994,202,1994-07-21,1,0,387.608,11.473,5.831,4.901,1.604,""
"L","Paul Lake",1994,202,1994-07-21,2,0.7,NA,9.539,7.243,4.52,2.792,""
"L","Paul Lake",1994,202,1994-07-21,3,1.45,NA,10.804,5.834,4.244,2.396,""
"L","Paul Lake",1994,202,1994-07-21,4,2.55,460.376,9.125,5.628,3.19,2.611,""
"L","Paul Lake",1994,202,1994-07-21,5,3.8,NA,10.511,3.165,1.681,2.362,""
"L","Paul Lake",1994,202,1994-07-21,6,5.6,NA,28.578,8.09,1.472,2.301,""
"L","Paul Lake",1994,202,1994-07-21,7,9,1230.419,56.775,571.083,3.376,16.442,""
"R","Peter Lake",1994,208,1994-07-27,1,0,779.086,21.692,7.239,3.69,2.633,""
"R","Peter Lake",1994,208,1994-07-27,2,0.7,NA,23.575,7.525,3.861,1.79,""
"R","Peter Lake",1994,208,1994-07-27,3,1.4,NA,23.126,4.499,3.765,1.888,""
"R","Peter Lake",1994,208,1994-07-27,4,2.3,694.066,22.494,6.035,2.095,2.208,""
"R","Peter Lake",1994,208,1994-07-27,5,3.1,NA,23.47,5.866,2.441,1.703,""
"R","Peter Lake",1994,208,1994-07-27,6,4.9,NA,22.764,35.749,8.157,1.742,""
"R","Peter Lake",1994,208,1994-07-27,7,12,1677.711,80.488,1106.173,2.468,17.117,""
"L","Paul Lake",1994,209,1994-07-28,1,0,375.783,7.527,3.008,2.37,3.708,""
"L","Paul Lake",1994,209,1994-07-28,2,0.6,NA,8.2,2.588,1.929,2.739,""
"L","Paul Lake",1994,209,1994-07-28,3,1.4,NA,9.135,3.388,1.898,1.714,""
"L","Paul Lake",1994,209,1994-07-28,4,2.45,387.954,7.861,6.023,1.868,1.292,""
"L","Paul Lake",1994,209,1994-07-28,5,3.55,NA,9.588,7.499,2.482,1.844,""
"L","Paul Lake",1994,209,1994-07-28,6,5.5,NA,25.787,6.777,2.02,2.69,""
"L","Paul Lake",1994,209,1994-07-28,7,9,1746.028,86.729,867.249,4.261,17.268,""
"R","Peter Lake",1994,215,1994-08-03,1,0,814.424,24.463,3.017,2.053,0.65,""
"R","Peter Lake",1994,215,1994-08-03,2,0.7,NA,27.793,2.444,1.566,0.193,""
"R","Peter Lake",1994,215,1994-08-03,3,1.4,NA,28.416,3.71,1.572,0.571,""
"R","Peter Lake",1994,215,1994-08-03,4,2.4,612.665,28.13,2.209,1.958,0.834,""
"R","Peter Lake",1994,215,1994-08-03,5,3,NA,25.348,116.214,52.66,0.921,""
"R","Peter Lake",1994,215,1994-08-03,6,5.1,NA,23.534,46.71,13.338,0.55,""
"R","Peter Lake",1994,215,1994-08-03,7,12,2112.138,120.402,1481.308,2.942,30.83,""
"L","Paul Lake",1994,216,1994-08-04,1,0,499.251,9.512,9.548,2.125,0.466,""
"L","Paul Lake",1994,216,1994-08-04,2,0.65,NA,7.916,5.094,2.453,0.858,""
"L","Paul Lake",1994,216,1994-08-04,3,1.4,NA,8.088,10.198,2.101,0.306,""
"L","Paul Lake",1994,216,1994-08-04,4,2.7,477.829,16.304,6.172,2.291,0.34,""
"L","Paul Lake",1994,216,1994-08-04,5,3.75,NA,11.057,4.31,2.069,0.845,""
"L","Paul Lake",1994,216,1994-08-04,6,5.6,NA,26.608,0.163,2.438,1.369,""
"L","Paul Lake",1994,216,1994-08-04,7,9,1280.211,63.925,480.199,4.066,12.658,""
"R","Peter Lake",1994,222,1994-08-10,1,0,833.706,36.581,86.092,34.278,0.828,""
"R","Peter Lake",1994,222,1994-08-10,2,0.6,NA,25.169,87.02,35.867,2.264,""
"R","Peter Lake",1994,222,1994-08-10,3,1.5,NA,25.097,85.987,34.007,0.869,""
"R","Peter Lake",1994,222,1994-08-10,4,2.6,1101.843,23.233,89.3,34.147,1.122,""
"R","Peter Lake",1994,222,1994-08-10,5,3.5,NA,NA,NA,NA,NA,""
"R","Peter Lake",1994,222,1994-08-10,6,5.2,NA,29.4,103.328,31.561,1.38,""
"R","Peter Lake",1994,222,1994-08-10,7,12,1982.774,106.983,1226.154,3.203,16.303,""
"L","Paul Lake",1994,223,1994-08-11,1,0,498.227,7.43,5.12,2.739,1.299,""
"L","Paul Lake",1994,223,1994-08-11,2,0.75,NA,7.732,4.501,1.275,0.403,""
"L","Paul Lake",1994,223,1994-08-11,3,1.5,NA,9.915,2.926,1.115,0.712,""
"L","Paul Lake",1994,223,1994-08-11,4,2.7,416.692,9.199,6.34,1.539,0.242,""
"L","Paul Lake",1994,223,1994-08-11,5,3.5,NA,16.05,8.769,3.446,1.563,""
"L","Paul Lake",1994,223,1994-08-11,6,5.2,NA,17.918,7.878,1.334,0.93,""
"L","Paul Lake",1994,223,1994-08-11,7,9,1499.438,78.664,702.932,8.05,24.332,""
"R","Peter Lake",1994,229,1994-08-17,1,0,807.511,16.842,94.697,49.864,2.063,""
"R","Peter Lake",1994,229,1994-08-17,2,0.9,NA,20.251,92.695,47.891,1.868,""
"R","Peter Lake",1994,229,1994-08-17,3,2,NA,19.461,95.432,48.467,1.731,""
"R","Peter Lake",1994,229,1994-08-17,4,3.9,2207.813,26.471,252.898,187.383,2.919,""
"R","Peter Lake",1994,229,1994-08-17,5,4.4,NA,41.24,535.324,463.18,NA,""
"R","Peter Lake",1994,229,1994-08-17,6,6.2,NA,32.234,67.28,41.748,2.378,""
"R","Peter Lake",1994,229,1994-08-17,7,12,1999.095,130.118,1463.125,1.684,26.047,""
"L","Paul Lake",1994,230,1994-08-18,1,0,408.059,10.515,9.403,1.428,1.523,""
"L","Paul Lake",1994,230,1994-08-18,2,0.9,NA,9.55,8.903,2.091,1.099,""
"L","Paul Lake",1994,230,1994-08-18,3,1.8,NA,8.698,7.989,2.306,1.279,""
"L","Paul Lake",1994,230,1994-08-18,4,3.1,376.145,8.687,11.469,3.859,1.18,""
"L","Paul Lake",1994,230,1994-08-18,5,4.1,NA,10.873,4.523,2.518,0.532,""
"L","Paul Lake",1994,230,1994-08-18,6,5.7,NA,17.993,12.295,3.641,1.634,""
"L","Paul Lake",1994,230,1994-08-18,7,9,1501.428,88.61,797.458,8.906,25.175,""
"R","Peter Lake",1994,236,1994-08-24,1,0,653.576,22.552,77.811,59.668,2.403,""
"R","Peter Lake",1994,236,1994-08-24,2,0.95,NA,16.167,80.63,59.492,1.254,""
"R","Peter Lake",1994,236,1994-08-24,3,2.1,NA,21.674,NA,NA,NA,""
"R","Peter Lake",1994,236,1994-08-24,4,3.6,906.888,38.866,89.282,62.56,2.359,""
"R","Peter Lake",1994,236,1994-08-24,5,4.6,NA,18.216,145.304,81.44,2.628,""
"R","Peter Lake",1994,236,1994-08-24,6,6.4,NA,32.076,39.035,4.389,3.288,""
"R","Peter Lake",1994,236,1994-08-24,7,12,1830.455,107.686,1118.725,3.892,20.141,""
"L","Paul Lake",1994,237,1994-08-25,1,0,424.318,8.694,9.775,2.348,0.729,""
"L","Paul Lake",1994,237,1994-08-25,2,0.7,NA,13.414,8.322,2.026,1.076,""
"L","Paul Lake",1994,237,1994-08-25,3,1.5,NA,9.276,7.235,1.393,1.489,""
"L","Paul Lake",1994,237,1994-08-25,4,2.7,412.936,9.961,11.167,11.848,1.214,""
"L","Paul Lake",1994,237,1994-08-25,5,4.6,NA,12.601,15.415,5.404,1.025,""
"L","Paul Lake",1994,237,1994-08-25,6,5.25,NA,18.717,8.671,7.727,1.986,""
"L","Paul Lake",1994,237,1994-08-25,7,9,624.987,48.894,NA,1.978,3.045,""
"R","Peter Lake",1994,243,1994-08-31,1,0,747.822,14.551,111.259,91.963,1.779,""
"R","Peter Lake",1994,243,1994-08-31,2,0.8,693.484,13.177,112.665,90.478,3.126,""
"R","Peter Lake",1994,243,1994-08-31,3,1.8,698.743,11.195,107.145,90.724,1.089,""
"R","Peter Lake",1994,243,1994-08-31,4,3.5,811.686,17.427,113.816,91.626,1.789,""
"R","Peter Lake",1994,243,1994-08-31,5,4.5,724.417,21.12,112.179,54.371,2.795,""
"R","Peter Lake",1994,243,1994-08-31,6,6.4,708.389,58.019,116.256,15.894,2.747,""
"R","Peter Lake",1994,243,1994-08-31,7,12,1977.114,116.681,1346.894,2.565,27.935,""
"L","Paul Lake",1994,244,1994-09-01,1,0,437.397,10.192,13.376,5.957,0.836,""
"L","Paul Lake",1994,244,1994-09-01,2,0.6,417.181,16.929,14.116,5.294,1.237,""
"L","Paul Lake",1994,244,1994-09-01,3,1.45,414.399,13.198,11.838,5.764,1.284,""
"L","Paul Lake",1994,244,1994-09-01,4,2.6,397.987,7.886,15.451,6.031,0,""
"L","Paul Lake",1994,244,1994-09-01,5,3.5,404.947,27.089,16.964,5.706,0.48,""
"L","Paul Lake",1994,244,1994-09-01,6,5.3,436.277,19.287,10.243,3.165,5.926,""
"L","Paul Lake",1994,244,1994-09-01,7,9,1731.454,92.01,883.348,5.38,23.173,""
"L","Paul Lake",1994,249,1994-09-06,1,0,557.812,16.281,10.272,4.39,0.467,""
"L","Paul Lake",1994,249,1994-09-06,2,0.7,NA,11.773,9.379,4.305,0.103,""
"L","Paul Lake",1994,249,1994-09-06,3,1.5,NA,15.104,9.946,4.194,1.057,""
"L","Paul Lake",1994,249,1994-09-06,4,2.8,414.985,15.995,4.736,3.587,0.246,""
"L","Paul Lake",1994,249,1994-09-06,5,4,NA,13.053,4.641,4.109,0.799,""
"L","Paul Lake",1994,249,1994-09-06,6,5.7,NA,61.705,4.993,2.57,1.463,""
"L","Paul Lake",1994,249,1994-09-06,7,9,1701.368,123.29,831.338,16.268,10.59,""
"R","Peter Lake",1994,249,1994-09-06,1,0,680.558,16.281,116.107,99.193,1.133,""
"R","Peter Lake",1994,249,1994-09-06,2,0.8,NA,11.773,109.624,98.463,0.194,""
"R","Peter Lake",1994,249,1994-09-06,3,1.9,NA,15.104,112.219,98.589,1.924,""
"R","Peter Lake",1994,249,1994-09-06,4,3.4,834.523,15.995,116.655,98.708,2.175,""
"R","Peter Lake",1994,249,1994-09-06,5,4.5,NA,13.053,162.229,101.747,0,""
"R","Peter Lake",1994,249,1994-09-06,6,6.7,NA,61.705,25.696,5.111,2.657,""
"R","Peter Lake",1994,249,1994-09-06,7,12,2126.636,123.29,1490.035,9.556,16.866,""
"R","Peter Lake",1995,144,1995-05-24,1,0,436.333,18.922,10.342,72.863,4.086,""
"R","Peter Lake",1995,144,1995-05-24,2,0.75,470.269,21.129,8.816,72.628,4.963,""
"R","Peter Lake",1995,144,1995-05-24,3,1.6,435.942,17.505,11.26,69.945,3.31,""
"R","Peter Lake",1995,144,1995-05-24,4,3,469.168,20.275,13.965,92.828,5.532,""
"R","Peter Lake",1995,144,1995-05-24,5,4,715.214,27.986,21.727,145.681,4.178,""
"R","Peter Lake",1995,144,1995-05-24,6,4.7,1016.412,36.564,7.104,141.793,3.881,""
"R","Peter Lake",1995,144,1995-05-24,7,12,1711.918,90.701,436.441,95.545,10.917,""
"L","Paul Lake",1995,145,1995-05-25,1,0,291.78,7.287,6.253,2.059,1.372,""
"L","Paul Lake",1995,145,1995-05-25,2,1,328.123,9.345,4.599,1.566,1.699,""
"L","Paul Lake",1995,145,1995-05-25,3,2,341.232,8.095,6.186,2.074,2.006,""
"L","Paul Lake",1995,145,1995-05-25,4,3.5,368.031,15.818,4.33,1.138,2.48,""
"L","Paul Lake",1995,145,1995-05-25,5,4.3,531.02,32.566,7.202,1.856,5.519,""
"L","Paul Lake",1995,145,1995-05-25,6,6,479.295,35.803,4.3,1.52,6.993,""
"L","Paul Lake",1995,145,1995-05-25,7,12,1454.277,48.081,572.883,2.195,20.096,""
"R","Peter Lake",1995,151,1995-05-31,1,0,444.782,15.279,9.86,63.721,0.916,""
"R","Peter Lake",1995,151,1995-05-31,2,0.85,NA,19.781,11.219,64.144,0.517,""
"R","Peter Lake",1995,151,1995-05-31,3,1.8,NA,18.949,13.938,65.546,0.673,""
"R","Peter Lake",1995,151,1995-05-31,4,3.1,475.121,14.521,21.422,82.85,0.984,""
"R","Peter Lake",1995,151,1995-05-31,5,4,NA,45.347,37.839,112.604,0.086,""
"R","Peter Lake",1995,151,1995-05-31,6,5.7,NA,49.452,70.008,142.266,2.924,""
"R","Peter Lake",1995,151,1995-05-31,7,12,993.444,34.298,469.674,2.737,3.45,""
"L","Paul Lake",1995,152,1995-06-01,1,0,342.14,14.365,16.443,2.763,0.148,""
"L","Paul Lake",1995,152,1995-06-01,2,0.95,NA,8.8,12.316,2.694,0.075,""
"L","Paul Lake",1995,152,1995-06-01,3,2,351.027,9.164,14.388,1.838,0.134,""
"L","Paul Lake",1995,152,1995-06-01,4,3.7,NA,11.77,12.284,1.178,0.943,""
"L","Paul Lake",1995,152,1995-06-01,5,4.8,NA,19.919,7.26,1.26,2.793,""
"L","Paul Lake",1995,152,1995-06-01,6,6.3,NA,57.064,7.996,2.93,7.547,""
"L","Paul Lake",1995,152,1995-06-01,7,12,1129.7,56.448,355.34,2.629,7.286,""
"R","Peter Lake",1995,158,1995-06-07,1,0,388.163,10.974,23.319,49.61,3.685,""
"R","Peter Lake",1995,158,1995-06-07,2,0.85,NA,16.207,22.479,49.233,3.527,""
"R","Peter Lake",1995,158,1995-06-07,3,1.8,NA,5.419,26.167,52.008,3.923,""
"R","Peter Lake",1995,158,1995-06-07,4,3.4,478.311,8.891,31.727,94.742,2.086,""
"R","Peter Lake",1995,158,1995-06-07,5,4.5,NA,12.982,45.391,110.365,3.165,""
"R","Peter Lake",1995,158,1995-06-07,6,6,NA,45.558,33.742,136.236,5.301,""
"R","Peter Lake",1995,158,1995-06-07,7,12,1063.794,24.612,486.253,5.038,3.746,""
"L","Paul Lake",1995,159,1995-06-08,1,0,307.812,1.222,8.879,4.075,3.657,""
"L","Paul Lake",1995,159,1995-06-08,2,0.8,NA,5.258,9.424,3.305,0.837,""
"L","Paul Lake",1995,159,1995-06-08,3,1.8,NA,2.593,8.42,3.129,2.701,""
"L","Paul Lake",1995,159,1995-06-08,4,3,522.186,6.347,4.989,2.255,2.865,""
"L","Paul Lake",1995,159,1995-06-08,5,4.4,NA,15.261,4.478,2.25,5.473,""
"L","Paul Lake",1995,159,1995-06-08,6,5.9,NA,27.368,2.906,2.731,4.68,""
"L","Paul Lake",1995,159,1995-06-08,7,12,1349.568,48.957,540.224,5.242,19.405,""
